agent,final_NT$,return_%,sharpe,max_dd_%
A2C,2434162.955103761,143.4162955103761,1.6563390606988613,-26.469515880158557
PPO,2017364.059199152,101.7364059199152,1.5060862581428847,-25.782869300489004
DDPG,2191939.395625609,119.19393956256089,1.537951243622516,-26.618741088851234
TD3,1371660.3663662642,37.16603663662641,0.8633447691347726,-23.224368602456607
SAC,1770307.8978572253,77.03078978572253,1.2136455813261153,-30.1624683825483
MVO,1216798.1846007109,22.94322210514772,0.5944877504072321,-22.983098429241718
CAP_BH,2091574.991651616,109.1574991651616,1.483165169329976,-26.792630037734206
TWII,1821362.03147862,82.13620314786199,1.3277883192482607,-28.693157544286603
0050,2145292.861306989,114.52928613069892,1.5352338535397216,-28.47358057051449
