date,a2c,ppo,ddpg,td3,sac,mvo,cap_bh,twii,0050
2024-09-06,1368235.3528158988,1281298.6586460636,1358640.663117579,1114939.9415762343,1156100.152273861,1008675.9249119768,1298593.3582413222,1200598.0664305545,1295404.0615753813
2024-09-09,1346210.2220989598,1258857.239130231,1334493.401592173,1101948.089102953,1138980.458704982,1002559.1538680744,1275235.48436514,1184312.9811702608,1275389.2574953008
2024-09-10,1347222.029541308,1258008.6241672533,1334648.987996177,1096961.504021532,1133764.2715848002,988882.8878830662,1276160.2038827892,1179812.0034459657,1277613.1497512783
2024-09-11,1344428.620471658,1255334.9880006271,1331490.0601318325,1097457.472766379,1133172.4784810569,990206.8993737572,1272646.622582706,1177959.168045509,1273906.7003619354
2024-09-12,1394814.8368429814,1297685.611690807,1383051.8568559955,1116543.6907858553,1162802.5761203058,1014280.664667046,1318567.4157930913,1212811.770980049,1321719.8748620884
2024-09-13,1403340.2411471205,1304191.7266341075,1389821.6704468988,1120541.6921904604,1168155.7887737595,1019307.7625768248,1324129.062834453,1218771.3219105965,1322461.0968728417
2024-09-16,1407377.8779361912,1308953.3062210914,1395257.9244743923,1126187.4915891753,1179299.4762823572,1022634.8832286298,1328308.234672733,1223836.3439948582,1325055.6566901254
2024-09-18,1397227.2499471784,1298819.4956971945,1383232.9245336198,1118515.1689041497,1161790.3789919894,1013481.022443994,1317468.0543358887,1214245.0737737422,1318384.0930340514
2024-09-19,1419054.2878215786,1318901.8248211788,1406244.7545864952,1128435.2398259847,1179472.930088474,1031602.6761890524,1339177.9833066254,1234624.5128471605,1335433.6697355423
2024-09-20,1432072.4984957117,1328913.9957125098,1418564.5415118013,1135860.50570972,1179402.3030801816,1039508.4152401264,1350651.866036461,1241162.6577691478,1352483.359548892
2024-09-23,1441385.6429887165,1338998.4149498057,1427996.570513164,1144688.5434802377,1188859.5646032228,1043956.110440097,1360750.710326855,1248226.1209643232,1358413.7011942123
2024-09-24,1452192.9077610034,1349930.534953866,1443206.1461660764,1150518.6605599734,1197791.8595386168,1051249.0674503983,1373382.2655557902,1256417.6728794323,1371386.2740569129
2024-09-25,1473586.190357274,1371109.2579573034,1469814.544518412,1164889.911759178,1213195.180918011,1065229.1663442706,1395381.1684191858,1274891.1102298675,1391771.7456982995
2024-09-26,1484594.3367310036,1379452.8549503796,1481025.7242732756,1166739.3011638136,1215557.0826159185,1057626.6466502564,1405475.1596646586,1280335.9542725866,1403261.7614276346
2024-09-27,1470617.3316959112,1376695.3512396044,1475155.006654762,1175054.7159026768,1226323.4363681446,1070519.1107122912,1397111.367548803,1278318.3689097348,1400296.5340490448
2024-09-30,1419987.7390503858,1335776.7132023957,1423383.4653282736,1159911.8935424031,1206892.8032343911,1051418.3418979333,1351618.1396868932,1244810.0206484431,1363602.7077169209
2024-10-01,1436904.118621795,1347995.571018614,1440391.1301190394,1159437.51394682,1207509.8889671592,1050251.0732427256,1365715.3236851282,1254099.468063285,1361008.261011496
2024-10-04,1434412.5495943269,1346645.3583699914,1443363.2432618188,1156275.0040232523,1204044.283772878,1032242.3813451872,1365816.8042389262,1249188.475160333,1361008.261011496
2024-10-07,1464486.600488539,1369476.0432377253,1472996.3778865812,1161873.7892655616,1212438.1934817175,1038492.18571476,1392604.272889079,1271584.2962436243,1394736.8599650303
2024-10-08,1464769.8666539972,1364889.062231128,1469545.8785221332,1148695.023760436,1205111.0233533138,1035811.3031622268,1390163.4207951166,1266477.81317945,1388065.2963089563
2024-10-09,1473498.207449126,1370305.9182022386,1481052.9850439923,1147523.409324621,1207761.2035348576,1039958.9841765304,1398817.215833694,1269148.9286056147,1401037.869171657
2024-10-11,1498284.2415921192,1387939.7966310815,1507310.848029377,1143703.6586255222,1206936.9443688209,1035832.5394510868,1420646.1223259915,1282734.8931340508,1424388.4550797744
2024-10-14,1502560.7396967288,1391297.4482816106,1509460.069337318,1146857.0015625216,1212171.697909481,1052300.481967106,1423256.5507000815,1286859.9871460022,1425500.4577636926
2024-10-15,1531656.6435641092,1414088.8605049702,1538505.9381663597,1159448.146133938,1227358.7763860426,1053428.7551282784,1450921.81655219,1304601.3483023152,1455893.27488919
2024-10-16,1503849.2536519666,1391779.4982747796,1512064.5013539044,1147731.484260259,1215515.1524098665,1047444.350199438,1425983.6603525265,1288859.084631268,1430689.464286401
2024-10-17,1499908.5082854794,1394148.0057421967,1510104.305381721,1158361.254883153,1229766.3083956062,1054420.9885995428,1425461.5241305782,1291259.6644286125,1432913.3565423787
2024-10-18,1542691.547527854,1427405.7025816415,1555798.710524194,1163907.8334661925,1238529.3007044548,1063208.5255348638,1465732.0266457298,1315536.326218053,1468495.2933024433
2024-10-21,1542084.327323838,1425227.1641362368,1556609.6606696777,1157472.3251976029,1233123.5996928886,1067728.0272984798,1464582.4895217556,1318631.459475721,1468124.6257411372
2024-10-22,1535643.363212271,1424705.6423340044,1552450.2975568653,1163615.8496108952,1245442.4504098888,1073938.523748604,1463218.3976177692,1318233.80601403,1462564.9516571227
2024-10-23,1517297.5124805905,1409300.2741827038,1535120.580901155,1152731.1698241662,1238061.377579033,1063676.9048788291,1446944.2121484303,1306994.161003159,1452928.1606224591
2024-10-24,1513444.5289894664,1403040.0990351157,1528733.9055959955,1149882.94057419,1229213.1149887084,1062539.349189779,1440135.8264989424,1299027.1985122182,1444032.7047104076
2024-10-25,1521891.9989437356,1413861.720366784,1541828.7750965324,1155339.1444461534,1239200.6217887898,1067845.2759460215,1451655.885905012,1307760.9156422212,1455893.27488919
2024-10-28,1507902.014202356,1407431.807534343,1532123.8693135383,1156664.1067029056,1242688.4431925272,1063668.1381134167,1441731.2942068062,1299338.101163697,1453298.828183765
2024-10-29,1492916.2680498513,1391376.0193468328,1514663.1965012858,1144577.014673489,1229729.739115077,1052156.3368338028,1425381.5127324867,1284132.3141298252,1419570.116118372
2024-10-30,1480539.694800448,1383820.0367220435,1505002.6048258103,1142327.2860416565,1227092.6769279346,1050189.238102421,1416856.2303618174,1278186.2188734976,1421794.0083743497
2024-11-01,1470722.009146992,1375446.1483026815,1498730.844099881,1129117.5280912886,1211456.898646699,1037939.0145893992,1408377.2120411568,1275926.2125832434,1412157.217339686
2024-11-04,1488175.6046408198,1390394.845401093,1516750.5218037355,1138723.1287563974,1225067.4321184717,1045016.54683797,1425982.5709270444,1286305.5696098676,1430318.796725095
2024-11-05,1496927.4628725073,1398358.161374746,1527957.3728466774,1142267.41307445,1229191.459661063,1055241.930101972,1435199.262987062,1294225.382543177,1435507.8032478034
2024-11-06,1507795.716133438,1404642.7084440887,1538554.4841851122,1137800.365241639,1225860.7862968063,1056875.085232897,1442885.887625151,1300419.6967003513,1446997.8189771385
2024-11-07,1517724.669090965,1415082.2860153003,1548296.0605971212,1149819.7466880349,1236744.8755420598,1061411.5620983455,1452375.9803794348,1311142.3375131616,1463676.841229182
2024-11-08,1538911.4999152557,1425747.7432236257,1568024.1562279298,1147540.2619262517,1236301.1469839152,1065101.7586053023,1468844.6913566822,1319267.814410152,1475166.8569585173
2024-11-11,1536339.4596328023,1422241.9549140907,1565214.4220408497,1143749.8553639336,1235451.6940358323,1061155.8890259927,1465544.8672333113,1317909.5570840568,1475908.1920811292
2024-11-12,1495913.7806900777,1388167.7144793484,1521203.2023250577,1124653.358720341,1213175.0151242886,1035660.2303384426,1428429.534828322,1287222.9621627536,1438102.363065087
2024-11-13,1487431.8860976466,1381797.61770784,1513611.758234401,1123174.8116712675,1212165.1813000888,1047156.75136319,1419743.4465472577,1280415.4849649249,1428836.2395917296
2024-11-14,1481822.8745673671,1372712.9879945044,1505835.3626126875,1110262.5353648255,1199677.250109911,1043556.4378675072,1412385.254049203,1272302.3697849007,1415863.666729029
2024-11-15,1482490.0380422946,1373716.077752707,1503189.559922682,1110509.8273005683,1196967.8812621522,1030588.8916867768,1411840.3239821363,1273836.4260416524,1425871.1253249987
2024-11-18,1470243.6402470637,1366568.326943465,1491255.2905887251,1111519.426564319,1196757.2132425895,1019914.5450940112,1400778.9060299988,1262845.437514529,1405856.2081330596
2024-11-19,1489733.004142702,1381793.9685390748,1510455.3729380984,1120069.4941995149,1204921.5377598826,1031405.3496595536,1418130.7738881072,1279775.3011801064,1425129.7902023864
2024-11-20,1474752.499408468,1371428.8216679692,1497742.7953590804,1115341.2636951024,1200746.872285756,1033112.5527567016,1406885.277872115,1270788.8799245171,1419199.448557066
2024-11-21,1459806.240653728,1358543.6209415805,1481487.7618923248,1109206.990338713,1191326.3150751193,1030241.982417748,1392216.4424843153,1263356.31555197,1403632.4289889405
2024-11-22,1492048.1948731928,1380777.7184771409,1511856.3547747582,1110736.553331109,1199442.0594254818,1039414.0205738498,1418633.7292042763,1282884.9840692475,1431060.131847707
2024-11-25,1489210.187821481,1381020.3240547013,1508093.2476259938,1125110.9374026412,1216618.4150839604,1049542.4807266486,1416762.084850215,1285352.1858633377,1425871.1253249987
2024-11-26,1468822.7814172122,1365159.4343044166,1486130.8436377414,1115698.527109068,1200792.3419693003,1040634.8365165248,1397425.8295021085,1270251.199934363,1407338.8783782837
2024-11-27,1450340.9834946902,1346622.675802375,1466179.5417717393,1103117.6655774296,1182451.403275512,1028896.468376931,1378625.437505343,1250984.6435750525,1386953.406736897
2024-11-28,1452132.578660918,1346820.673250689,1468534.6731078108,1097144.0475104633,1177380.611935113,1026057.4011751506,1380334.2013098688,1248975.0441001516,1384729.5144809196
2024-11-29,1442216.9732674283,1337528.0792690506,1459429.68810486,1088970.8984580354,1170701.093402326,1018933.3359747566,1371405.5323844375,1246936.2359665798,1388065.2963089563
2024-12-02,1485572.5384628505,1369805.7356280475,1500403.1956666503,1099117.9779199697,1181466.3206232197,1038352.7643176152,1409155.855598436,1273509.33282282,1421052.6732517374
2024-12-03,1509173.301056039,1388625.8161355,1521641.0259627425,1110662.6072650943,1192626.8906854112,1050237.501407354,1429288.6358898494,1289782.165761873,1440326.2553210645
2024-12-04,1526273.0055972168,1399824.969546666,1539001.7946470077,1112664.0791811966,1201577.9077048427,1066520.2132931673,1443941.7980101972,1302545.2556441356,1448851.04367181
2024-12-05,1530176.7111714147,1399996.8747754623,1540678.8875305403,1107974.004518235,1200549.177300799,1068268.2505628616,1445956.927760444,1303251.514447073,1456634.610011802
2024-12-06,1522403.0400232233,1395210.187269692,1533181.303345865,1107701.3975265194,1201264.7220859835,1074848.2134530917,1439527.2604526454,1299069.2064707573,1451074.9359277878
2024-12-09,1533544.232830258,1401104.6224336708,1542629.6424794828,1104450.778598806,1199986.0552897824,1080775.6138538355,1447484.0642302963,1303548.9614243323,1452928.1606224591
2024-12-10,1522321.9364556328,1394522.1625130496,1533697.5033574426,1103091.5663464973,1193665.8254812174,1079607.1628975829,1438585.7645243497,1295249.8735111926,1442550.1475770422
2024-12-11,1500649.2294151075,1379029.4695162748,1512769.3143814576,1092840.148472342,1188135.1245298693,1081893.8303305986,1421188.052969529,1282846.3673781946,1429948.129163789
2024-12-12,1518534.0616366535,1389452.0393412183,1527416.209048235,1090445.7306921852,1184984.4975541944,1075363.7808609046,1436478.2204169966,1290865.4022344076,1446627.1514158323
2024-12-13,1520375.3612089653,1389889.8355027605,1531702.7685069423,1081833.7213408668,1178060.6064596912,1082962.6412453307,1439851.7523527343,1289391.1854394288,1447739.1540997506
2024-12-16,1537170.59141756,1394253.4972730523,1539744.1867590812,1076620.402991881,1170736.2017919626,1077221.257968553,1448624.2129127376,1290478.9071367036,1453669.4957450712
2024-12-17,1530471.803820697,1389622.3752039364,1533969.8072751411,1077629.573456013,1167729.626901372,1082663.0882776242,1442464.8909205168,1289252.799846846,1461082.3945237573
2024-12-18,1542770.109162403,1399690.3608529614,1544905.2538218154,1084063.4121465797,1174273.6156916684,1084324.6766553782,1452214.2701785115,1297691.3673098222,1461082.3945237573
2024-12-19,1525749.4064888048,1384840.7337337122,1528297.560422766,1071618.1684488703,1163011.220549964,1084639.1107257367,1435678.0884057486,1284449.3429419247,1441067.4773318178
2024-12-20,1485582.2559220605,1354475.5661093348,1492418.82203182,1054525.623087663,1147935.0772947532,1070862.7000898824,1403223.86147185,1260812.8649373024,1427724.35001967
2024-12-23,1534465.6211125709,1393289.0631027094,1540129.9898913566,1072900.0515517455,1168522.3742861568,1087017.8240595197,1447658.3962953154,1294099.35866756,1462194.2840958165
2024-12-24,1536658.9406097557,1395328.1714864618,1540709.5927819002,1076957.7892907113,1169251.8443886354,1079447.0818703182,1448900.050655059,1294978.7909037457,1466271.4010464656
2024-12-25,1541815.1486675397,1398300.715610555,1545915.3502398736,1076754.128422912,1168124.0358075155,1085662.724062686,1453148.2969319625,1300573.7258816613,1470719.072446562
2024-12-26,1542579.4688236555,1398837.5366950084,1545973.1900925513,1075858.0387894972,1170361.2239615791,1081808.119101043,1454132.456146781,1302075.2916079806,1469607.1828745026
2024-12-27,1546655.118287089,1402364.2020720872,1551210.70305541,1075891.7117720156,1171077.846180696,1087065.5350200215,1458572.037863943,1303685.0497066828,1474425.521835905
2024-12-30,1542362.230853681,1395622.5232002505,1544854.6008299482,1067750.679155877,1163848.7959166977,1078992.9652459633,1453816.032752863,1298897.236390488,1466271.4010464656
2024-12-31,1527464.1836090644,1384284.175267609,1530587.5711959542,1062491.9109472877,1157684.5659577136,1081567.0370269597,1440305.1770328106,1290210.0124437637,1451074.9359277878
2025-01-02,1515085.535907039,1372674.219312045,1516027.4974414394,1060625.6209800649,1154626.2110657797,1077008.6693378314,1427119.5444109128,1278837.6704180285,1438473.0306263932
2025-01-03,1524691.5566407766,1379312.611919644,1526251.833604233,1056883.7694973282,1150888.2297091554,1080192.1225885104,1436186.7092003492,1283107.9325575354,1452928.1606224591
2025-01-06,1580500.6536722318,1422310.3914117273,1580358.9720375836,1074344.5291505551,1172642.2156771405,1096390.6467270325,1484287.3227900567,1318921.6863351066,1498517.4428666346
2025-01-07,1584104.632886161,1427360.9625456715,1589389.1331604037,1071159.4419237396,1176453.3199557753,1094065.9944389171,1493485.7342555427,1324722.0664852522,1515196.465118678
2025-01-08,1559150.723873101,1409384.189934339,1564908.4069301663,1067888.8712055627,1168608.374825162,1090552.2183635756,1472194.9791313708,1311058.8685747103,1492587.214333173
2025-01-09,1546169.2739954337,1392088.6065080522,1547873.9381288171,1052056.254449573,1146701.788217628,1065924.1050662734,1456501.5151981425,1292788.2508990965,1475537.5245198233
2025-01-10,1545112.2714751288,1387635.1489609813,1545024.5270462078,1046112.5792658252,1135015.5605713702,1055325.40162976,1452881.92262955,1288908.312707681,1475166.8569585173
2025-01-13,1514949.8096791394,1361953.7419819185,1509734.9953179571,1033872.811118985,1112675.9489436909,1034915.2374751274,1420217.8530113318,1259585.1167115646,1441067.4773318178
2025-01-14,1536895.441619503,1383076.1198104124,1532057.0388400117,1051665.0589889768,1135399.9400456315,1050207.853560693,1439919.3266430283,1276903.007015001,1449963.0463557283
2025-01-15,1512278.8079188596,1366450.4702049615,1507968.1510393517,1047947.6852233738,1127333.7897448083,1032660.7892793114,1417724.337747533,1261054.8482818033,1438843.698187699
2025-01-16,1555161.2307112303,1397979.9110322583,1548240.9224102204,1058160.5084388526,1142916.926899024,1044417.3815529236,1455151.2957258187,1289649.90632991,1468124.6257411372
2025-01-17,1568334.1311964514,1408279.6251175946,1561965.0893275542,1059973.05110265,1148353.814165912,1045943.124842843,1465685.817715969,1296538.117573056,1455152.0528784366
2025-01-20,1573848.1239650734,1412319.1464936554,1567620.0381964615,1063849.0095611657,1150172.843988299,1047414.3278824894,1469946.9207691187,1303188.8306964403,1469977.8504358088
2025-01-21,1574521.515002478,1414546.4358276988,1569704.3197185246,1067390.5005057172,1151880.6142598365,1046622.5255520276,1472685.230550646,1305047.792257517,1472942.9647025396
2025-01-22,1585301.941727518,1425956.4434455305,1584554.7095318274,1069102.966798518,1158207.1912415654,1046924.1117433188,1486799.0374345588,1317672.6059429226,1492216.5467718667
2025-02-03,1512894.2352499554,1371630.1660603592,1513414.4955387113,1055393.1040667978,1123158.396089037,1022879.5459252568,1421712.413667101,1271144.6348233942,1428465.5720304237
2025-02-04,1530494.4216451584,1376878.209512815,1527352.427725606,1048512.9057550322,1112997.2620751108,1019758.2210959352,1433941.4712739375,1276703.6880033913,1436990.4734930277
2025-02-05,1550801.6302653,1397317.7025471118,1550012.6872727612,1062189.4945935744,1129437.9208510818,1038737.3748043628,1456221.4833223752,1297294.260826758,1458858.5022677795
2025-02-06,1557364.3818477876,1405621.8261630463,1557854.8399969067,1070153.4140265733,1142854.7240320414,1044893.648976446,1464162.3651233818,1305976.9995487428,1465159.3983625474
2025-02-07,1566864.847733496,1412038.9452229484,1569755.191162487,1070561.921777631,1143774.2533048838,1052837.0500908827,1473822.543321853,1315032.230715585,1471831.07513048
2025-02-10,1548327.5705042568,1398974.5360374022,1550329.0877196332,1067438.481857967,1136648.060480825,1046117.1102157832,1456281.4588385313,1302366.6124246195,1455152.0528784366
2025-02-11,1554421.9177777115,1407546.5899143068,1561961.9731951768,1072293.8272844085,1145203.3689661303,1056455.3655813462,1465554.4088898755,1309754.9809241204,1464047.5087904881
2025-02-12,1545879.6807618646,1403811.9114444414,1553784.3251291877,1074293.2590165818,1148890.2370263543,1049081.331215497,1457544.930215309,1304473.1365121908,1461823.6165345106
2025-02-13,1546157.6565924964,1411468.9605334462,1557075.1234704952,1088426.8725016646,1164474.1433486163,1045466.4678961468,1458847.0560688684,1310615.2689083675,1455522.7204397428
2025-02-14,1519084.3658846903,1395485.740454749,1533449.5741442232,1089059.7756438856,1160693.0098898793,1042450.089688155,1435950.074977531,1296791.8062601704,1438102.363065087
2025-02-17,1547986.1633298306,1419484.9297319092,1562746.0921304903,1100028.3303071714,1171090.7656120425,1055407.6980005444,1462423.8651534866,1316547.9084904755,1459970.391839839
2025-02-18,1563077.6851036244,1427928.041259413,1576416.7156607765,1103345.6746538405,1171426.7264624164,1063649.5489136348,1473947.056943576,1325553.2552065528,1465159.3983625474
2025-02-19,1555473.8246373304,1423844.3629458204,1569774.4993924014,1105953.0196779775,1170005.5174534963,1054522.6576075898,1466360.09488763,1322078.9563647802,1462564.9516571227
2025-02-20,1546317.9125063326,1415710.3054776238,1557552.354996771,1105416.913944399,1167036.0258461747,1050870.987197835,1456227.9480099918,1315547.0469991383,1457005.2775731082
2025-02-21,1564362.206950784,1431768.9533696536,1575746.2658079532,1116569.260456785,1177601.976985351,1064826.7181723583,1472657.6868141678,1329145.810827442,1467383.2906185251
2025-02-24,1544546.515382323,1420588.582223165,1560162.7211214036,1114316.41022332,1176914.6638373055,1059049.9620024115,1458053.1580032248,1319907.4512163438,1454410.7177558246
2025-02-25,1524980.6300432277,1405941.3010410916,1537769.508119847,1107927.8256524494,1167541.355837807,1041810.5468876314,1439033.7590446009,1304247.4531307688,1435507.8032478034
2025-02-26,1533852.626141888,1413242.2857937051,1546817.393271535,1114782.5509591135,1174929.5896549802,1053565.8522361617,1448014.434474727,1310791.1772347495,1443291.3695877956
2025-02-27,1508422.2930498405,1390503.350507459,1519013.1745820176,1102756.349669525,1159388.8463324984,1041246.282233427,1423202.1087216905,1291222.68867344,1426983.014897058
2025-03-03,1486902.162713761,1373990.7721508318,1496381.5991694042,1100269.444548511,1148672.1361021907,1042823.8394872048,1403947.711201959,1274591.4753381012,1393995.637954277
2025-03-04,1466923.2534377438,1358801.3726828694,1479908.6095968925,1089667.3201666165,1137253.0842596935,1041600.1568365996,1387582.0982580716,1265665.1123357357,1384729.5144809196
2025-03-05,1490380.011833544,1378831.4587736377,1505389.9475269222,1100044.426817657,1154499.8684903926,1051653.1973530487,1407156.6589337413,1281069.1244239633,1402891.0938663285
2025-03-06,1476128.0277134718,1368716.4404293303,1491475.0057431955,1099263.1411495772,1152786.1126909952,1055091.8220346137,1396404.5302639827,1272305.1046780348,1394366.3055155831
2025-03-07,1472170.404886821,1362211.7181201852,1486363.3516520786,1095162.0072828156,1143078.2124205076,1046070.300794219,1389536.3670603116,1264499.500882003,1381393.7326528823
2025-03-10,1464854.6567043075,1357199.4744480592,1477434.2409593705,1097582.6678825594,1143599.8325883157,1043620.8426010516,1381850.0568882762,1257950.7445746558,1373239.4987515844
2025-03-11,1434040.9576656898,1333285.4677727723,1447837.414086104,1088262.7267580477,1129280.7647665748,1030812.0111877804,1355341.8641410498,1236215.2360896498,1349147.577720855
2025-03-12,1452844.1435282317,1347664.4003026062,1464812.781632911,1092449.2797158274,1139826.3523071324,1033673.0012066796,1371814.3995781166,1247824.5292565194,1355077.9193661755
2025-03-13,1424763.3541205658,1326838.7672750123,1439917.201551267,1083645.2769886649,1127250.4808468074,1032153.892526524,1349957.5835401253,1230087.1063463194,1342476.014064781
2025-03-14,1421491.3524570789,1327684.5101858373,1438803.8860006542,1090369.465010113,1131092.9105160916,1028178.8157573908,1346862.8499946138,1230443.9552024505,1338028.229552826
2025-03-17,1432375.1695554862,1338954.921988577,1450991.7455344498,1092282.18848409,1137054.2984189382,1028135.9910222474,1358945.2538120134,1238878.037440687,1349518.245282161
2025-03-18,1444336.942447166,1350558.4267794152,1464954.2531116828,1098316.213791293,1145290.190866263,1045132.3319573674,1370622.758754729,1247449.8488971544,1355077.9193661755
2025-03-19,1421688.521420721,1330632.3577967812,1440764.4503904097,1088076.047540027,1128588.0183557798,1030134.1457655712,1349134.009270818,1230039.5192057872,1338398.8971141318
2025-03-20,1458855.399554051,1358315.6099614606,1475033.71283133,1099810.792494738,1141138.6661475224,1038658.943421115,1379492.848275665,1253364.0006016763,1367309.1571062638
2025-03-21,1443080.167311471,1345448.331304882,1460561.2768143218,1093300.3228047537,1133672.0452903986,1040615.649480492,1366940.7285106103,1243945.2474394564,1356189.8089382348
2025-03-24,1439706.0115013327,1339918.6728980143,1454524.2516155003,1086402.773308936,1125080.998668455,1026675.1709772676,1362722.9217325526,1238206.4570826895,1354707.2518048694
2025-03-25,1456473.6923276875,1351547.3081058636,1472196.335536247,1086868.3762373847,1124971.756702261,1031661.3034841015,1378181.318158958,1247534.9587714858,1368791.7142396292
2025-03-26,1449309.2107123805,1349508.118804023,1466528.31134714,1091253.5919399522,1131570.7102614455,1033866.9984233336,1373943.982836072,1246812.4000054698,1367679.82466757
2025-03-27,1425841.3769744795,1331429.9799529244,1440978.2991530693,1087298.531692471,1121795.8159388977,1023269.6109243596,1352246.7057864866,1229531.4854572057,1341734.6789421688
2025-03-28,1410627.7670928603,1312516.4303221302,1423156.7749632113,1068609.210938444,1095116.0098834678,1005813.8608581768,1335197.63776367,1209991.1115973142,1328391.4385181624
2025-03-31,1356180.0939766,1262134.9991951827,1363587.2057565225,1037843.8611563204,1055124.052854149,968974.2306618604,1281932.301279002,1159190.0340494197,1280578.2640180092
2025-04-01,1396789.4700284307,1298247.593122169,1406150.0231131169,1059135.8894057565,1078688.0277453216,988234.8828510352,1319378.805758712,1191915.3277085698,1306894.0773047165
2025-04-02,1395331.9974195878,1298534.4188107438,1405071.887953313,1065613.990074695,1082353.970643132,994056.897909808,1318375.228805436,1192926.3630023657,1304670.1850487387
2025-04-07,1259154.599568168,1173206.9205858086,1270013.8488239427,969472.4005845416,982593.5290547856,911019.0416740334,1190655.2618092136,1077215.6599980856,1174203.1212991213
2025-04-08,1221636.4668762009,1137530.3926667245,1226683.616410089,959201.7449348328,958397.2651059777,895667.177707958,1151163.3636603884,1033953.0418848884,1136026.737833632
2025-04-09,1165680.1925134908,1076553.2632037085,1166313.7549100989,903384.8336805776,894481.557325938,852984.0320089732,1093341.626810117,974123.0975399635,1083765.7788215238
2025-04-10,1275245.1459885205,1174115.7537771636,1271462.728741303,972908.1973771496,970441.9646788551,909694.552210259,1192683.006115909,1064203.2572577228,1191994.1462350832
2025-04-11,1310871.9104211065,1209356.0371290771,1317669.426868519,991242.8816972128,998667.0070261632,936099.2316973282,1229484.082049324,1093818.3210491051,1219792.5166551557
2025-04-14,1292824.0711406618,1205148.6933601408,1307526.7243242525,999410.3752427814,1006949.8346377208,942136.5086238508,1219098.4248510276,1092940.0921658988,1213491.5074485291
2025-04-15,1306713.1036234528,1219542.984485527,1323187.656370404,1006703.3098151708,1018601.722021794,946728.3440581608,1232514.8948437397,1112240.233012895,1225722.8583004763
2025-04-16,1281876.518751481,1196380.6262859595,1297636.3379894297,995270.1930217062,1001298.6211148784,938920.4585595214,1208810.545042554,1090414.5824501908,1203484.1619644181
2025-04-17,1270667.3299388534,1184603.244270062,1284688.0746889736,985879.8904082688,991618.9695959396,933974.4117957518,1196562.1893591809,1083174.1169713794,1190140.9215404114
2025-04-18,1273932.828201336,1189409.263779128,1289678.3618694397,989557.7272565776,994589.6221502608,934707.6159057308,1201162.4524928846,1086327.44875494,1192735.3682458363
2025-04-21,1254683.361510102,1172457.192493746,1269902.7342080444,986203.8831663544,982744.7216980729,919278.892250854,1183624.467780846,1070149.8994926773,1175685.7915443457
2025-04-22,1232334.2549313458,1150459.780256942,1244842.2261953852,973185.1212908227,965764.036246722,907747.33436977,1158717.3275372544,1052631.4868246522,1156041.5419137124
2025-04-23,1297946.4234592004,1201700.4118997636,1309179.0500628655,989509.1079668244,991413.710100125,936301.2110633496,1214586.3260704034,1100000.2734893134,1207190.611353761
2025-04-24,1282009.357741624,1183865.5841683447,1289389.4892380442,973489.4463000252,980102.5627703462,927195.94724913,1197557.1132827532,1091020.0877900696,1200148.2670245224
2025-04-25,1312007.3254594083,1208852.8755260138,1319285.158636754,982397.176604784,993033.216088282,938517.090459344,1224755.8832352092,1113083.7834511616,1228687.9725672072
2025-04-28,1321268.6175098584,1218056.5617195852,1329124.4770290956,988898.0090399778,1002513.6669784324,943016.2380386144,1234610.1100536624,1122139.5615966306,1239065.985612624
2025-04-29,1331182.09933786,1227768.8748405378,1338981.177525838,996135.5270249634,1009371.562968529,956962.8147917318,1243998.632105354,1133242.0243678978,1243884.4376858852
2025-04-30,1335600.1329554054,1230113.142908744,1340228.0968326991,998517.0665404678,1005935.4787196112,950456.9009009628,1247657.6506818216,1133376.3623186424,1249814.7793312059
2025-05-02,1379345.3780624345,1261926.7644126697,1381858.7192147458,1006539.0817414168,1024464.9837011816,970913.857458518,1283826.654501305,1164328.4606653994,1286137.9381020237
2025-05-05,1363725.1821856897,1250007.3385100346,1368608.926349827,997848.9260997948,1016529.6275353924,967344.9641215669,1268315.4511018195,1150065.3365969723,1274647.9223726885
2025-05-06,1352306.4909424966,1247741.4470825037,1362662.508171294,1009953.6077289176,1028247.7618297148,988265.0283243924,1261768.209064483,1149482.8043594195,1267605.6911553086
2025-05-07,1358505.643804718,1251297.1868667435,1367271.6194066035,1008584.5394517962,1028461.6115960344,982532.6561940074,1266095.8133678625,1150821.4798506747,1262787.3521939064
2025-05-08,1350264.5768988505,1245902.7411566274,1359111.8522331517,1005676.6121487007,1027457.1249295784,988260.5254155037,1260038.191797392,1150648.415813152,1279466.3744459497
2025-05-09,1383293.406204236,1271234.386356827,1392602.6115116184,1013449.4009997012,1036593.13191649,1003029.548158968,1288564.7720244734,1171464.1250393142,1295404.0615753813
2025-05-12,1398007.5512842815,1284714.5795775936,1405574.3661757398,1027769.8554629514,1055659.058088848,1010847.7460618524,1300892.8403493336,1183478.401181474,1309859.1915714473
2025-05-13,1410276.9349674124,1296184.0667363876,1421418.920952606,1033170.5206057846,1061396.4386099272,1011024.6202118644,1314953.9157188924,1194714.2173419574,1325796.9918127374
2025-05-14,1446244.444003988,1324094.0299486134,1457366.902295413,1043590.8032923418,1076232.7419145785,1031870.1064704738,1345686.3474657512,1220071.8182937002,1355819.1413769287
2025-05-15,1443842.4214175683,1321268.41529582,1453457.9930011572,1043506.862493828,1074184.0537296822,1041468.368726348,1342213.4645302703,1217124.5880567215,1352854.0271101978
