date,dqn_tw50_w55_equal,bh_tw50_w55_equal,dqn_tw50_w55_cap,bh_tw50_w55_cap,dqn_tw50_w60_equal,bh_tw50_w60_equal,dqn_tw50_w60_cap,bh_tw50_w60_cap,dqn_tw50_w65_equal,bh_tw50_w65_equal,dqn_tw50_w65_cap,bh_tw50_w65_cap,dqn_tw50_w75_equal,bh_tw50_w75_equal,dqn_tw50_w75_cap,bh_tw50_w75_cap
2024-01-31,1.007547586905756,1.0028227448286058,1.0502370450101866,1.047417043367925,1.0099997232622795,1.0129430008541318,1.0082830772434694,1.0141840000721012,1.0150638281208773,1.0129430008541318,1.016568618299444,1.0141840000721012,1.0160806673288818,1.005012888827617,1.0236283272585425,1.0111896933153204
2024-02-01,1.0108496893549122,1.0081153773721299,1.0504352046356242,1.0483593539326599,1.013548393788729,1.0223249368832763,1.010362235066566,1.0217379764204575,1.0227826021091695,1.0223249368832763,1.0227230796006486,1.0217379764204575,1.0204867574218126,1.0153121784274808,1.0266052169923212,1.0195554861192682
2024-02-02,1.0087397130506157,1.004755014453942,1.054764929915114,1.0528198682253012,1.0161924158526354,1.0213389873481664,1.0127679976166033,1.0215122256603137,1.022976644251853,1.0213389873481664,1.0223907427617975,1.0215122256603137,1.0194781676114586,1.0136750298530615,1.0300111713432831,1.0223239311395105
2024-02-05,1.005523791705391,0.9997605513577118,1.0625539415975949,1.0601479844579147,1.0121432380954483,1.0163683952915565,1.0088296527910745,1.0158662069280782,1.0191360820400321,1.0163683952915565,1.0187796859282816,1.0158662069280782,1.0172197863521157,1.008362581274488,1.0284394676247857,1.0168701084050198
2024-02-15,1.013135171165219,1.0066641274561172,1.110178301684214,1.1073391777017183,1.0169615758997845,1.0214921915673645,1.0158867034515289,1.0239171097959645,1.0234631275598487,1.0214921915673645,1.0227568336507031,1.0239171097959645,1.0178849079114847,1.0115677519963804,1.028467439732077,1.0228906428595412
2024-02-16,1.0157603281254706,1.0105290912716534,1.1001288051248135,1.0983216064459345,1.0195009074104975,1.0219316389047868,1.0178918627513032,1.0218920068005952,1.026228694339852,1.0219316389047868,1.0255682954537058,1.0218920068005952,1.0194342326078125,1.0090037898538098,1.0292847641885665,1.0140704546050687
2024-02-19,1.0213487274858122,1.021610817718174,1.0987045801759192,1.0985437808928344,1.0244729440530653,1.0289710859880423,1.022901647860832,1.0271465149206433,1.0328537592097162,1.0289710859880423,1.0312270995714752,1.0271465149206433,1.0236721305138032,1.0159750735037043,1.0324537568288363,1.0171860769576282
2024-02-20,1.0237241053152326,1.0304245508462977,1.0990066958063516,1.1103560792360878,1.0260668059399651,1.0331198867239089,1.0240640993280539,1.0308549582324127,1.0350937786308778,1.0331198867239089,1.0331824190587975,1.0308549582324127,1.0262385538393028,1.0193106027000478,1.0337779746611961,1.0199475545013144
2024-02-21,1.020214871434855,1.0250981228155802,1.0971926098113192,1.1030315210653874,1.021006379972027,1.0265547646723527,1.019425546048443,1.0237838855339565,1.0293044341724975,1.0265547646723527,1.0281341770214902,1.0237838855339565,1.0259826997636599,1.0159974037692632,1.0332585693216525,1.0138880294527615
2024-02-22,1.0224559628953875,1.0293582114681494,1.099591726061606,1.1155959775914404,1.0204795601234218,1.02970519372944,1.0194460465673405,1.0277773331215958,1.0287891012280481,1.02970519372944,1.0277079386136119,1.0277773331215958,1.028836509854474,1.0213631665443639,1.034831997117152,1.0209111015998855
2024-02-23,1.022433895293966,1.02926361959028,1.1030695034723879,1.1230914089824193,1.0177346922606412,1.023206640060292,1.0166942434112405,1.0216620451452074,1.0253100824916004,1.023206640060292,1.0245713393127716,1.0216620451452074,1.0251709863484573,1.016143948157551,1.0318264519603058,1.0153445661206428
2024-02-26,1.0218417675961788,1.02970177268806,1.103532286237617,1.1251821488336027,1.0162342253292684,1.0214911162355085,1.0153383754444945,1.0203736221902724,1.0248672383555082,1.0214911162355085,1.0243359899254214,1.0203736221902724,1.0234905217812063,1.0141360063208256,1.0297951376971215,1.0132681511794857
2024-02-27,1.0214682721530886,1.0288041302679432,1.1029819480079133,1.1239970025924377,1.010950613244138,1.0151705067465635,1.0091109732611672,1.0132437477904737,1.0234313352209057,1.0151705067465635,1.0228571498962802,1.0132437477904737,1.0210522979850127,1.0129591088437897,1.02376727109209,1.0084962265981665
2024-02-29,1.02577622340118,1.0366105411063085,1.0989537918515433,1.1221666849044818,1.020517489876331,1.0286591673552428,1.0196778047125028,1.0266510179077193,1.0320525553513422,1.0286591673552428,1.0325723127299091,1.0266510179077193,1.0287238980468727,1.0250512240341751,1.0295864933424281,1.0210644318764568
2024-03-01,1.020683999364061,1.02898277299228,1.0941587814708367,1.116226801517039,1.0141601837675918,1.0223154864834658,1.0133003476022977,1.0201380719132966,1.0269171593758646,1.0223154864834658,1.0271914516751621,1.0201380719132966,1.0272243589746621,1.021326268256162,1.0306250546544422,1.018007503395385
2024-03-04,1.0251142281414738,1.0344864243021863,1.1268585409827732,1.152008989293095,1.015226374374471,1.024915297585587,1.0153328466336495,1.0230814231829262,1.027620591971616,1.024915297585587,1.0283598034173789,1.0230814231829262,1.0273806362763107,1.0246268943111836,1.0316608276372825,1.0214442121183303
2024-03-05,1.0246880361313577,1.0324993822889197,1.1309097312743983,1.1553228155274644,1.0138589180106137,1.0267421245137853,1.0148453525011742,1.0251800559182687,1.028920962582587,1.0267421245137853,1.029848056210477,1.0251800559182687,1.0287417075688445,1.0258551113331809,1.035047502698998,1.024651410372274
2024-03-06,1.027162591422305,1.0391925634805002,1.1314891558051283,1.163999107222108,1.015513402896589,1.0303871092967538,1.0165349231246366,1.029119429131169,1.0297331905215903,1.0303871092967538,1.0311971001124383,1.029119429131169,1.0342442117664354,1.0310693667866675,1.039592553881698,1.029039951547532
2024-03-07,1.0343068894620167,1.0489271394364168,1.1368253344155026,1.1910813553245667,1.0160322710309333,1.036838541961762,1.0170149551151848,1.0362507631652462,1.0311628867916691,1.036838541961762,1.0324913537715208,1.0362507631652462,1.033142632630587,1.0344808984722194,1.0353340427928632,1.028562204699929
2024-03-08,1.0373891419046204,1.0509777135311877,1.156768200382649,1.2114404724141046,1.018290676354907,1.0379315026194953,1.0196654013594966,1.0384647727495946,1.033468481299837,1.0379315026194953,1.0355485553088464,1.0384647727495946,1.0367117966720607,1.0394689934116341,1.0384716791554387,1.0329101368058629
2024-03-11,1.0353701234441235,1.0523759772891241,1.142084060832927,1.1993825493795474,1.0196470564798596,1.043952477433587,1.0220396957352578,1.0440663489287116,1.0376905947676356,1.043952477433587,1.0391564149305335,1.0440663489287116,1.042949116032024,1.046082640023088,1.0468002900706876,1.041515132961994
2024-03-12,1.039919447435895,1.0628088355458511,1.1469528897492216,1.2107210961175143,1.0244601018831405,1.0514203341119643,1.0280775401078113,1.0526146612922322,1.0436418332470196,1.0514203341119643,1.0464120739846599,1.0526146612922322,1.048095364322244,1.054893948865153,1.052962124563114,1.0504399667151765
2024-03-13,1.0433477662031314,1.0659061655021083,1.1554979486158623,1.2202477219276118,1.0247208949499134,1.0517398264730218,1.0288936110627578,1.0536321716823243,1.0443809386195624,1.0517398264730218,1.0480643851794749,1.0536321716823243,1.052911850106648,1.0604422875677626,1.0548018338785783,1.052879220386379
2024-03-14,1.0480172970630472,1.0722421501199473,1.1587078478504182,1.224358418632163,1.029241511416688,1.0592222855550375,1.0312400559935841,1.0588692244173163,1.0502361477230329,1.0592222855550375,1.0513411897259275,1.0588692244173163,1.0602146863878745,1.0708675754769978,1.0585710346182962,1.0584675857803914
2024-03-15,1.046092535912008,1.0668644036753208,1.1578650396194645,1.199754609647926,1.0278917502123983,1.0535972791442636,1.0307706506897176,1.0548748495244717,1.0445638519066731,1.0535972791442636,1.0477378853777841,1.0548748495244717,1.0569726381952715,1.0680887212726953,1.0621534277097757,1.0624734839404837
2024-03-18,1.043899114935613,1.0709489844414781,1.1585233957026146,1.21629796752926,1.0242892411337383,1.0492225949993659,1.027100951851025,1.0515603304081704,1.0392116973658023,1.0492225949993659,1.0429117584774854,1.0515603304081704,1.0527787488471667,1.0610004117427871,1.057375528042737,1.0553268057085166
2024-03-19,1.043369426088196,1.0698113170315315,1.158689349942278,1.2147690242266238,1.0215391627227954,1.0504822701475747,1.0248296167912114,1.0536727674740578,1.0368653376881352,1.0504822701475747,1.0419996199598442,1.0536727674740578,1.0474216897234894,1.060459612568449,1.0525742261222328,1.0544098498748413
2024-03-20,1.0393402934148237,1.0635929257906627,1.1559039535522877,1.2082318608497158,1.0173361417350737,1.0398018153411435,1.0203710760082394,1.042591221296385,1.0283454637768088,1.0398018153411435,1.0326810990549375,1.042591221296385,1.0399387865835439,1.0514808051274704,1.0432971679670542,1.0439742543667387
2024-03-21,1.0528260908240972,1.0824819062349635,1.1827400439208704,1.24055703619028,1.030069946160943,1.0597503394365457,1.0311616081561201,1.0604334514869935,1.0438962686998152,1.0597503394365457,1.0464485350657247,1.0604334514869935,1.0516216928782154,1.0660092038807307,1.0543682921875515,1.0572635566343282
2024-03-22,1.0502923706754452,1.0796059465777645,1.1824746470887808,1.2411754925838647,1.0323113330132792,1.0586427375631124,1.032603702890393,1.0574099356304199,1.0421123432773767,1.0586427375631124,1.0445081594191572,1.0574099356304199,1.048955677459192,1.0615757790698057,1.051971941472772,1.0537262554698497
2024-03-25,1.049648865919611,1.07828951234672,1.1776626588564463,1.235762739356028,1.0301007386867278,1.0575597701421167,1.0301741269021196,1.0552679142486943,1.0431494786243258,1.0575597701421167,1.0449930379446841,1.0552679142486943,1.0501944346157954,1.0643197835196259,1.052205959164497,1.0550819633649493
2024-03-26,1.053986951095558,1.0817818598478872,1.18172385847771,1.2382938603273157,1.0323558917844085,1.0616852149857114,1.03252966420648,1.0607568638225524,1.0490608835446587,1.0616852149857114,1.0511849766689774,1.0607568638225524,1.0568916241244604,1.072788189168551,1.0591879589062765,1.0638834861192747
2024-03-27,1.0541267521635933,1.085104396508068,1.1808436115355498,1.2407887163641735,1.03155932320977,1.0614941974197387,1.0325696170188012,1.0605133874129322,1.0506265353026942,1.0614941974197387,1.052147270993326,1.0605133874129322,1.0583071922780465,1.0763541515143413,1.0609997384167862,1.0670237108701728
2024-03-28,1.0504042312949746,1.0831115989226354,1.1712832751796405,1.2334585988838118,1.0334958846759386,1.0617693373836612,1.0371769737628485,1.064636659128133,1.0505848800081503,1.0617693373836612,1.0565377217890242,1.064636659128133,1.063431095851742,1.0758842796008081,1.0740258739079946,1.0758727222809013
2024-03-29,1.0580816891034392,1.0931757156966309,1.1825054469396428,1.246151701288108,1.0419601632937798,1.0741068328238095,1.0473826683205798,1.0793135174326431,1.0574015161938086,1.0741068328238095,1.06672420572546,1.0793135174326431,1.0683919195360978,1.085705019693551,1.0834941749917097,1.0903196429658568
2024-04-01,1.0549075503846301,1.0892260188407017,1.1729843470612207,1.235024816183389,1.0365348243661863,1.0696128577104909,1.0391037758286503,1.073532101765674,1.0532586549719105,1.0696128577104909,1.0606396719073001,1.073532101765674,1.067946808964591,1.0838145407695996,1.0856665554334872,1.0880867805144323
2024-04-02,1.0588219102539322,1.0948710992913595,1.1924717647324807,1.2566272272219736,1.038834149614263,1.0722882908937792,1.0436455234067126,1.079481698000329,1.0553806507709094,1.0722882908937792,1.0659843289179598,1.079481698000329,1.066642977295222,1.0856824793477742,1.0852635297548971,1.0960601481931438
2024-04-03,1.052220058975812,1.0860003823365543,1.181468717205936,1.2436181850753518,1.0344500923543534,1.065996070034763,1.0380842630377287,1.0720183738843916,1.0533829136137347,1.065996070034763,1.0626612465982894,1.0720183738843916,1.0641836190570337,1.075206676748331,1.0830765655064736,1.0855186236724474
2024-04-08,1.0529529898007965,1.0897842462850174,1.183626609011978,1.2475033289089406,1.0410628302601739,1.075323617283877,1.0443783846616164,1.0795939284255178,1.0564955198452082,1.075323617283877,1.0649146252406836,1.0795939284255178,1.067561058303284,1.085693068368365,1.085674960085466,1.0934038948731353
2024-04-09,1.0621440532082982,1.1025262722450235,1.1863910880683357,1.2828782038567308,1.0484192335134541,1.0837259358072686,1.0526768330903051,1.0891214492210908,1.0597718294150944,1.0837259358072686,1.068788324262292,1.0891214492210908,1.0694876077824724,1.091914154340487,1.0871105661126157,1.097754223572933
2024-04-10,1.0597282762352338,1.1014173881073939,1.1857694496738718,1.2793944173657392,1.0476850473412298,1.083299947571454,1.0502631593198024,1.0875417991531708,1.0575403587537224,1.083299947571454,1.0657735080822186,1.0875417991531708,1.069306147064675,1.0891458451467968,1.0868565463560338,1.0944472928589364
2024-04-11,1.056776557343415,1.0951223769042904,1.1845049400672403,1.27917215985172,1.0462261703418274,1.0814357289280563,1.0486054519811003,1.085105683117372,1.0595681649598523,1.0814357289280563,1.0681146236853616,1.085105683117372,1.0730635890541043,1.0908664008842859,1.089743918140156,1.0955369670183843
2024-04-12,1.0527996825828552,1.091625832093309,1.179482821037416,1.2748113146095514,1.0411099015799876,1.0751982967773173,1.0425450313222369,1.0783230540133009,1.0572096654492444,1.0751982967773173,1.0652471047074448,1.0783230540133009,1.073505712486345,1.084995860997266,1.0901382842191885,1.0882124010661791
2024-04-15,1.0448130665742732,1.0817090347435263,1.1627312683142035,1.256109803830513,1.0365328797132651,1.0678943287889437,1.0375845603796943,1.071015675084775,1.051378198469312,1.0678943287889437,1.0592455141814003,1.071015675084775,1.0734821827941559,1.0829402809475672,1.0900461744531227,1.0839265513235006
2024-04-16,1.0261819571369177,1.0547349641142691,1.1371340843858335,1.2242385913246039,1.0168223153244258,1.0375634234233306,1.0157331073197877,1.0400704615229732,1.0402774309076277,1.0375634234233306,1.0474340194365415,1.0400704615229732,1.0662951721934677,1.0566631111876996,1.0836697672463058,1.0548906589852198
2024-04-17,1.0309567309914704,1.0617274524239018,1.152583535971892,1.2415690313146854,1.0193002877750879,1.0408010363949582,1.018883249805792,1.044072548574661,1.0408193756382094,1.0408010363949582,1.0485172334356418,1.044072548574661,1.069492081596857,1.0607386329440769,1.08832762023556,1.058776965299121
2024-04-18,1.0348974927451422,1.0677540374127876,1.1549762407823525,1.2450624094179161,1.0226400495116583,1.0459621795572058,1.0216392013032396,1.047562346977722,1.0440408772953396,1.0459621795572058,1.05034251024513,1.047562346977722,1.0721421359363148,1.0659117924184038,1.0905494783340874,1.0617326978912829
2024-04-19,1.0153991647828808,1.0418615380873064,1.1027486800477633,1.186204045877623,1.0112551450531313,1.0276240744920084,1.007790319688814,1.0279042157172562,1.037236416443257,1.0276240744920084,1.0427278484682767,1.0279042157172562,1.0665777140017836,1.0506305969451366,1.0845248942170582,1.0442321878627694
2024-04-22,1.0272348912555578,1.0552569989752858,1.1009997215256098,1.18488862874699,1.0199844485077874,1.0379311735917296,1.0194143315009674,1.0385323832580957,1.0414266267165648,1.0379311735917296,1.04439779426185,1.0385323832580957,1.0806781086448067,1.0672185950999742,1.099802910626978,1.0568499073224586
2024-04-23,1.0287983077664657,1.0576970040216849,1.1108134269701153,1.1960142790349597,1.0232985399480605,1.0442849071185025,1.0223462347644754,1.04471473477882,1.0445501390023002,1.0442849071185025,1.0476449174881304,1.04471473477882,1.0813463997231632,1.0703569077629427,1.100695160049076,1.0633281954588047
2024-04-24,1.0340593826537954,1.0686842408266337,1.1367062882511803,1.2298368675774463,1.0307169434915298,1.054818087786158,1.0337536873712307,1.0582291191050055,1.0499455719108928,1.054818087786158,1.0574383651170687,1.0582291191050055,1.0903154673823754,1.0785370868656297,1.11925689809792,1.0796025633098987
2024-04-25,1.024540245825782,1.0561696610759361,1.1187263728389938,1.2079277329783387,1.0214751852347808,1.0427234043879143,1.0229119176273305,1.0455773771607038,1.0395947785635262,1.0427234043879143,1.0464541458281091,1.0455773771607038,1.0822921995177985,1.0697694838782612,1.1098326312205913,1.0695807050277049
2024-04-26,1.0271368271259156,1.0606135633431482,1.1333560912232388,1.2256186416022408,1.0257678722587857,1.048131097816586,1.026616281401785,1.0501078694856603,1.0423900481554074,1.048131097816586,1.048235837531912,1.0501078694856603,1.086233472307534,1.0731122991398683,1.1139581289403213,1.0722618691398973
2024-04-29,1.0471183694301833,1.0889549369993252,1.1528411214438719,1.250918799500198,1.044462274287839,1.0761426572306483,1.0480308598077355,1.0792260702881993,1.0661731253839681,1.0761426572306483,1.0744549287937626,1.0792260702881993,1.10495055529281,1.0956375896092891,1.1318268638919,1.0945977692068651
2024-04-30,1.0423139506931245,1.081762065855136,1.1453462101580678,1.242006472660082,1.04086123596341,1.0724515032031106,1.0440215978944951,1.0750214570120893,1.0641321644528428,1.0724515032031106,1.0714753194586122,1.0750214570120893,1.1023975450747445,1.0920289202734468,1.1286955566660581,1.0900130037061782
2024-05-02,1.0402443006652335,1.07912831089751,1.1304377584636707,1.2254598286140608,1.0409203746989995,1.0733301404386213,1.0430286031430607,1.0745088294354184,1.0627264884885483,1.0733301404386213,1.0698472000151364,1.0745088294354184,1.101709002583731,1.092855324945843,1.1284720176273701,1.0902262519415222
2024-05-03,1.0475520894991177,1.0896050603330343,1.1421462563670577,1.2398601280488857,1.0404002859133696,1.0708290533709832,1.043438776382786,1.073559567250696,1.0617779657218502,1.0708290533709832,1.0696630495060881,1.073559567250696,1.1014323866145401,1.0928637562998793,1.1262568729925888,1.0884396530285365
2024-05-06,1.0591326374038261,1.106802594485308,1.151205883796249,1.2548158702985566,1.0507726679750513,1.091100953939377,1.054098653616339,1.0918608737303144,1.073375098572534,1.091100953939377,1.080552293562016,1.0918608737303144,1.1180162372689286,1.1141138183732235,1.142457110604508,1.1078147644020322
2024-05-07,1.0612039791599117,1.1084702390937253,1.1631566328373033,1.2682232854121782,1.0507981826540747,1.0894551682830147,1.0549988341055294,1.0915392156814328,1.0710315412309641,1.0894551682830147,1.0798073460277906,1.0915392156814328,1.1177420553885402,1.1146792316505205,1.1443456275351243,1.1104337622674434
2024-05-08,1.0631875331401437,1.103547826542918,1.1676702028982155,1.2710459097436415,1.0498031547477886,1.0888556146791812,1.0553745083256145,1.0925725129499304,1.0704679508539166,1.0888556146791812,1.0808064022880968,1.0925725129499304,1.1144758061945719,1.113700664105438,1.1417715517432219,1.1122204573398515
2024-05-09,1.0577857535671051,1.0958676249988246,1.1612919671332564,1.263618635483135,1.0459419352928028,1.0800636556292609,1.0510924915480442,1.0854467963816685,1.0663369662439874,1.0800636556292609,1.077543787227495,1.0854467963816685,1.110031248126822,1.106210185556531,1.1364355741969288,1.1047762725261947
2024-05-10,1.0708448659005514,1.1114624964576827,1.1717007791016738,1.2756854618549316,1.0629241108134355,1.10444828256599,1.066890774248432,1.108018093033672,1.085381672756746,1.10444828256599,1.0951570158504098,1.108018093033672,1.1235026576001674,1.1289257443184877,1.1454557444250038,1.1210344165705284
2024-05-13,1.0714517938663484,1.1122242198916013,1.184959547467918,1.2901108304187814,1.0641662054087337,1.103662924350647,1.0672536809873274,1.1063908083658391,1.085017092006625,1.103662924350647,1.0948147624569178,1.1063908083658391,1.1304258518692984,1.1353718144881673,1.1526540880378162,1.127123224041643
2024-05-14,1.0701022347138338,1.10938387617638,1.1908260943805808,1.2960103603350928,1.065695045402924,1.1040468327257225,1.070555724086344,1.1080697305372216,1.089036510087492,1.1040468327257225,1.0994187285441823,1.1080697305372216,1.130131803863652,1.1331950022260755,1.1579536087840232,1.1303374555571795
2024-05-15,1.0757456102464396,1.115187665958395,1.2044142208967334,1.3107748974070594,1.0658031451457624,1.1095061796849155,1.0718436352765746,1.116189032357555,1.0898549727572755,1.1095061796849155,1.1021463462503829,1.116189032357555,1.1280913278590123,1.1327840300536074,1.155442085007226,1.1305391557194504
2024-05-16,1.0814625336991055,1.124409867745209,1.2099985334348269,1.3180037895286323,1.071688445414527,1.118140932365316,1.0749643237429225,1.121306383835906,1.0984188254669656,1.118140932365316,1.1065301293599819,1.121306383835906,1.1368109134003306,1.1431874510619058,1.1580613682266805,1.1348409130960166
2024-05-17,1.0825525491051065,1.1268327219180463,1.2052161255449596,1.313188540052027,1.0724483333990187,1.120224733828816,1.077468237117814,1.125735781786695,1.1005741023898126,1.120224733828816,1.1103787529990246,1.125735781786695,1.1395498045805328,1.146424062263922,1.164609804494944,1.1409432955925145
2024-05-20,1.0843519105459731,1.1306039097402794,1.2059257657408071,1.3147647032617304,1.0742267358664406,1.123226967563268,1.0781358520952882,1.1268445076765639,1.1021392249651845,1.123226967563268,1.1107832079503714,1.1268445076765639,1.1428171863389809,1.1509280950466456,1.1650007559591502,1.142821574378987
2024-05-21,1.0771158076571616,1.1207230580087009,1.2064035538200022,1.3144360969559608,1.0682297161608445,1.11402150407532,1.0735073276952989,1.1187650700147462,1.0954567271667772,1.11402150407532,1.1056612339460512,1.1187650700147462,1.1328200886675464,1.1370176880830443,1.1574692003634468,1.1314170030828195
2024-05-22,1.0827548830984082,1.1293136452534296,1.2268068816908373,1.3382825177227597,1.0716935654446098,1.1211431763374529,1.0776683681058392,1.1258132410795214,1.0983512632522054,1.1211431763374529,1.1090319620906985,1.1258132410795214,1.137013427771609,1.1441193903556457,1.1629966063260198,1.1387767673283475
2024-05-23,1.0844714026777205,1.1283668302088465,1.2374493932752675,1.3487432712262164,1.069354511418068,1.116342763645032,1.0755067717530555,1.1210874694524082,1.0960757879697116,1.116342763645032,1.1070826650989007,1.1210874694524082,1.1359470264941236,1.1367445627410864,1.16145483871292,1.130684491958897
2024-05-24,1.0772191427739295,1.118621942887149,1.2288570759736122,1.338489370333017,1.0701687594559206,1.113593911192124,1.075022607039523,1.117014973798325,1.0923927606166703,1.113593911192124,1.1023550838525125,1.117014973798325,1.1368479632013109,1.1380540043491638,1.1631395152383426,1.1313689280970949
2024-05-27,1.091265845030682,1.1343032912651159,1.2428141906761945,1.354899523060311,1.0752809142953044,1.123484560249405,1.0802613713210527,1.1290073222941308,1.0994297747286417,1.123484560249405,1.111881153215818,1.1290073222941308,1.1402098563254905,1.1417329733953734,1.168526473527705,1.1362345535748857
2024-05-28,1.0919844217360992,1.1370185202932923,1.2412897451506935,1.3541349484287182,1.07575533719663,1.123949686606889,1.0819804729280071,1.129084013814705,1.0979013056328115,1.123949686606889,1.10868451074735,1.129084013814705,1.1407464388774011,1.1413271204804136,1.1683198178973984,1.1358245571786116
2024-05-29,1.0816460761640103,1.1209963442980426,1.2285770109286251,1.3376970635701457,1.0703346489115462,1.1085701620980832,1.074562081891898,1.1131364566093973,1.0924174902799988,1.1085701620980832,1.1034197534051735,1.1131364566093973,1.1346306569462952,1.1221221161072683,1.164744539822959,1.1177698839614263
2024-05-30,1.0758278412991962,1.109917145120642,1.2121546930165001,1.316296701337823,1.0672852374398194,1.1000945498133425,1.0711831925549993,1.104003373911049,1.0876974230572602,1.1000945498133425,1.098377625593835,1.104003373911049,1.1344108854398158,1.1162637061400045,1.1647373190273276,1.1101625786876173
2024-05-31,1.073659581544984,1.1094461355022558,1.1955519168089173,1.2994545573842324,1.0656301152754064,1.1004216755712968,1.0704622371539878,1.103788421976111,1.089182587295784,1.1004216755712968,1.1008196960785732,1.103788421976111,1.1409782245134645,1.1193547564070905,1.1705603700055982,1.1092581809292448
2024-06-03,1.0808726644854316,1.1183147398252535,1.1998824995685804,1.3268103762482284,1.070932611024927,1.1076484363895085,1.0769952045936462,1.1119692482762955,1.0939196169389858,1.1076484363895085,1.105565679372462,1.1119692482762955,1.1435140904587267,1.125111166219382,1.1729983882490476,1.1173593975513396
2024-06-04,1.0726237176939237,1.108034346941715,1.1882898650674707,1.3139758918960096,1.0659936814583348,1.0981152860441121,1.071964641038439,1.101642606210188,1.089091833521042,1.0981152860441121,1.0995524940296586,1.101642606210188,1.1392592133413377,1.1148684568917726,1.1694088461683105,1.1053752329722906
2024-06-05,1.0721780242296688,1.110565401048205,1.1984803725125284,1.3277689678019908,1.063149986078391,1.097166305894842,1.0689112193368364,1.1000195731209068,1.0885819899611828,1.097166305894842,1.0985149229844204,1.1000195731209068,1.1400816146172952,1.1195629458121585,1.1702297027371187,1.1096122086607394
2024-06-06,1.0811147727791615,1.1209478812554101,1.2340232237207585,1.367789162412897,1.0685061760597272,1.1092126748658067,1.0744624922180392,1.1103622390072805,1.0992358323140048,1.1092126748658067,1.1072449012153367,1.1103622390072805,1.1442189892953707,1.1322667772425428,1.172374764359714,1.1183245158224404
2024-06-07,1.0834319254788356,1.1249044457931066,1.2241299052252717,1.3574432397601457,1.0719666586661358,1.1131152175078831,1.0769232397164685,1.113563636903157,1.1029727670176124,1.1131152175078831,1.1095384534781476,1.113563636903157,1.1476847564313943,1.1361368051016993,1.171872993600907,1.1181970132305756
