date,a2c,ppo,ddpg,td3,sac,mvo,cap_bh,twii,0050,a2c_75,ppo_75,ddpg_75,td3_75,sac_75,a2c_65,ppo_65,ddpg_65,td3_65,sac_65
2024-02-05,987737.4880935375,1024371.3843891524,1033268.7910987375,984877.2800401696,990497.8206374346,1010825.565248523,1025634.8071681279,1013571.9618755896,1007783.5663399921,1049707.2601731375,1024202.4552639368,1049862.1871080785,964768.6399013262,970030.2835212136,1062673.8826787274,1024464.0801905738,1035833.796869462,1039412.1766096228,980430.1575397227
2024-02-15,1002127.6195197975,1061962.3618837823,1077992.2187380276,992308.1955801435,994585.1917881028,1014806.08445941,1065556.875983495,1044293.7822204597,1055226.1863906977,1106019.257658485,1061755.6216400082,1100717.7360686818,965921.2069204408,970121.971396166,1127777.833185756,1062119.9152721453,1087552.2772361662,1087164.4638833194,989248.5665104854
2024-02-16,1002225.8521811189,1054564.0083320567,1066700.1124309928,994704.0319653935,999050.2407509824,1014835.3341841174,1056473.1588799811,1042203.4487002421,1047442.6200507059,1091610.5259242195,1054376.8025857937,1088198.6327984375,970307.941360098,974609.867129279,1111513.186191779,1054729.060436183,1076906.559589448,1077516.1679855513,989206.920518634
2024-02-19,1007779.0484211964,1055352.5808793905,1065647.9512504984,999671.016349468,1011494.5807446311,1018783.5150219097,1056415.9763100403,1043802.5954135841,1045960.0629173404,1087984.15811647,1055169.1434422936,1084673.340129241,979272.6379820718,988150.3907051744,1107330.5289234554,1055512.295067072,1076389.771615584,1076815.7501509131,994018.9665781148
2024-02-20,1013601.7908607875,1064763.8354473945,1075478.504213694,1007106.8463346587,1018629.9038442197,1023456.9408084576,1066087.019455624,1050375.965759138,1050037.0667561304,1098669.5085373586,1064568.5188278104,1095614.567753259,984713.738207034,992879.5957931728,1121866.3908194297,1064937.0389538042,1088466.718776245,1088287.616437673,1000208.3267836128
2024-02-21,1009134.420729562,1057950.6242219212,1068116.7823690362,1001022.5920084725,1011975.9579610344,1018122.2874574395,1058905.2237844751,1046071.572153318,1046701.2849280937,1091102.9176736071,1057750.138056581,1088072.1864912277,982673.89484488,987486.6713593124,1114064.7526734625,1058137.8031463183,1081704.986151246,1080860.9458372071,994263.2860034376
2024-02-22,1013657.4017075921,1068825.3612606789,1080547.7925121884,1010769.463497382,1015522.0362777604,1016350.8671213116,1070278.8587531932,1055955.6947312283,1058561.9682187347,1104055.6762471683,1068613.1792600714,1102096.5433075684,983936.8819960672,988666.9885961245,1132016.1425831474,1069006.535283299,1095350.1844298774,1093486.4988968207,1002406.347934446
2024-02-23,1008365.0264302073,1073211.093600994,1086742.2445024217,1017570.9676582759,1009995.5203356628,1012385.9842709085,1075114.4095946762,1057995.0498434275,1065604.1994361146,1108878.540014306,1072922.3310206071,1110259.1551929086,978289.1766598116,983607.895073094,1143951.405922852,1073360.2036139793,1104647.5491964384,1101114.2011122308,1007715.954246648
2024-02-26,1010657.8873195555,1075465.1539735263,1088706.4634917805,1020149.3302353553,1014873.049461601,1013349.9733451395,1077499.20468315,1061291.9088186629,1067086.75656948,1111173.5819333324,1075163.278863216,1112178.138725425,979317.5332792926,986374.6833770134,1147927.0168986225,1075615.3237550957,1107042.040143283,1103652.8246998752,1010278.8019800102
2024-02-27,1006430.720227496,1071129.5202148354,1084930.5080916244,1011824.2910807858,1008749.7452205658,998880.4160382999,1073261.321548478,1056047.0401619058,1062639.0851693838,1108363.2609365026,1070819.8696801837,1107825.862152217,977415.7418381302,978237.608456742,1147152.9067023832,1071285.7247072177,1104280.4514790492,1102319.953520302,1002260.48241698
2024-02-29,1016361.2895450647,1074332.7453665715,1086470.715655133,1023199.3494388789,1024356.285675506,1025311.6925007348,1075630.9373422987,1062340.3574505325,1062268.4176080779,1106580.356935993,1074021.6480334394,1106708.579910984,988300.2468406444,989902.7286379734,1143535.7530980106,1074467.1819244835,1102107.2650612688,1102367.3147965826,1014292.0585563512
2024-03-01,1010125.3798020981,1070035.7359150436,1082302.486044579,1017664.6592206135,1019047.0100206092,1031744.8369397393,1071616.1329827846,1060612.998947066,1058561.9682187347,1104937.3656775802,1069733.5585997617,1103732.2042601537,982177.7560235026,986294.3360177354,1140014.3481817616,1070152.462087998,1095702.79462129,1098222.6468478427,1006626.4623661578
2024-03-04,1018045.4369793118,1097346.8042526778,1113654.4632751415,1023260.5518656442,1026369.550415454,1029023.2282854583,1100786.3850573967,1081302.2467147096,1089325.4529055383,1142464.5330362555,1097007.5042756663,1141717.7137769638,987653.8430615546,992159.5129136402,1185933.2434195443,1097493.3315883698,1135085.257850986,1133625.4064455575,1018052.3509526292
2024-03-05,1018648.8667833249,1101062.7723002634,1117915.3639457214,1024396.1325661786,1027251.0003900856,1035331.7505113527,1105270.1215335068,1085873.2377032368,1098220.9088175895,1149277.8705742497,1100703.5270669544,1148356.1600810569,984589.5668830508,990205.6971029092,1193688.1194941695,1101195.5811300997,1139524.7092747097,1138780.9304658442,1019643.1466045126
2024-03-06,1023643.1252913337,1108104.4797411363,1124886.250590339,1031476.8166674067,1027017.8661463873,1040192.702007039,1112624.6437971033,1092176.0724199703,1103410.0284521568,1158103.9229615205,1107721.6608108317,1156813.8572501978,988916.6706756558,993788.6516374344,1203149.9983603414,1108234.9473539195,1147929.969052287,1146375.1321245157,1027661.1651013476
2024-03-07,1029674.1968382313,1126920.3288366043,1145628.2150554792,1034328.6564913054,1028606.8932885764,1031160.6587637432,1133329.148093198,1103046.0692748432,1128984.506616252,1186044.8320614258,1126468.2040360651,1181658.272322029,991265.0647839832,995728.9084372632,1235434.6602887434,1127095.2968704666,1177008.1271117292,1169804.994209497,1035895.4414819668
2024-03-08,1038625.0579503289,1141696.4306564135,1164205.1032151598,1038415.1259460563,1023194.7070818947,1021633.5153630432,1149909.3640381375,1108187.8871583093,1144922.1937456832,1211062.5377596242,1141258.4410344516,1198896.7113367834,990361.21494995,997590.1987402588,1263189.2480018677,1141931.2334510817,1195830.8800966735,1188529.004434212,1038763.592675885
2024-03-11,1041792.64123951,1135061.686130024,1154520.712773554,1044368.4613675696,1035719.8816214583,1027629.3785701985,1141046.5298055406,1104869.8054123535,1133432.1780163483,1193641.9503001254,1134659.234472426,1188171.3710855392,1000636.4489807616,1006711.4881924244,1244218.8636113105,1135248.337436101,1182863.668441896,1177999.3515536988,1045271.4932881756
2024-03-12,1050362.5720837552,1145140.2257356339,1160543.7308774416,1051176.2257689827,1057064.6289728612,1029651.4149928066,1150800.4432983638,1115426.1647226133,1145292.8613069896,1201248.4799401674,1144746.6345385786,1199111.8754539378,1016674.7883885542,1029444.9799526344,1250240.710313213,1145306.6347321786,1194198.2798285976,1187730.2746350395,1060496.459729978
2024-03-13,1053504.000210456,1150325.617589161,1166124.870157503,1047546.9478943868,1054221.6658626623,1020811.6464907154,1156747.2101565693,1116208.015971776,1150852.535391004,1210653.590497941,1149935.2469418088,1205595.430837182,1018358.4879591196,1030331.4517419162,1258813.4168925004,1150515.63243545,1202328.9459763034,1193934.8821979498,1063352.4347317491
2024-03-14,1061463.737217471,1152569.7114377264,1168929.0689359012,1044167.2196310901,1060243.4023106426,1019902.1155603214,1158417.6439503788,1116735.0845765702,1149740.6458189446,1214768.5661767763,1152251.322414552,1205775.640618563,1025824.1688456136,1037463.9205861684,1259242.5206704854,1152802.6775433032,1205107.6931466635,1197011.31337775,1058311.357738865
2024-03-15,1050823.861786776,1134466.0622946252,1142835.4185802224,1041346.4546729978,1065332.984296387,1012180.4415299561,1138009.422145629,1102428.8585923505,1134173.5131389603,1183270.4631263963,1134155.025096129,1183576.0655654464,1033706.8920134064,1043926.6679852252,1219812.2362005217,1134540.5751583,1179339.8862770332,1173552.2592191624,1065182.9859023162
2024-03-18,1051244.4451963413,1146043.3377941074,1155043.5624358659,1044544.8749482469,1074157.5559473739,1007147.5803765729,1151004.5918667624,1113482.530870106,1144551.5261843773,1198322.5549862364,1145677.636400137,1199359.727965207,1034744.4313538112,1052957.614918223,1239736.6875223003,1146120.4970355118,1197297.4127428678,1188693.7447063804,1072086.0432000768
2024-03-19,1050294.6393534807,1145696.3455952608,1153482.5668927447,1047133.9850804759,1073612.3804358377,1000107.2890692102,1150522.0727367434,1112213.8686430827,1141957.0794789523,1196708.102561927,1145347.3923335322,1196738.7303627566,1034632.2800570356,1053983.3811704656,1236094.7460423368,1145786.508815027,1193072.4745135377,1185915.3082170277,1074823.7366262448
2024-03-20,1046206.1640127116,1140580.0798344386,1147330.7592275457,1040621.7440309349,1074587.4601135768,998928.5029668035,1145283.282032854,1108139.096664798,1135656.070272326,1191789.1343016254,1140230.8665853408,1190663.7891096538,1034309.7138440256,1051764.766064836,1229735.971967423,1140673.362860393,1186874.5161881992,1181634.1796537358,1070463.5710601362
2024-03-21,1063599.8730129919,1168063.247407185,1175122.384015133,1060308.9640858779,1092471.1527429102,1013412.5804801877,1173853.7633165487,1131363.3715762557,1166790.2225204355,1222605.5122485815,1167729.6998358432,1221376.188202248,1051504.8473020943,1077293.569714969,1262801.7148854055,1168193.064122213,1219195.7281929196,1211249.4075727828,1091253.0184213868
2024-03-22,1061029.2850184713,1169405.8813432008,1174473.9501008345,1060951.870220373,1094540.363557224,1016849.2950467034,1175578.3910897356,1133006.714162644,1165307.66538707,1222428.3075401084,1169108.7620563372,1223049.2131559628,1051166.5526689503,1086226.7460467382,1262896.969157186,1169554.1728056502,1218609.4544158953,1212685.037548278,1092256.436088432
2024-03-25,1057878.1485736615,1164890.1162629963,1169588.3150876258,1057129.6660374426,1093182.1529066449,1017476.564989011,1170505.8972017057,1130980.2677460378,1167531.5576430473,1215154.681187866,1164599.6187262635,1218171.1305795712,1051324.3745401716,1084057.922126471,1256474.2436455125,1165038.3810284373,1213849.8053206685,1207202.717512359,1087988.332017135
2024-03-26,1057456.4553269725,1165805.6278929855,1173254.064304553,1056282.9888021229,1087311.6255824002,1011361.1357652752,1170851.0809103146,1127297.0230688236,1168272.8927656596,1217021.1991472198,1165517.2559800867,1219141.724947458,1050995.903408007,1079011.4040877323,1258205.2951361071,1165958.42664651,1216154.990648907,1208050.009020062,1085270.7485379588
2024-03-27,1060700.3664375579,1168233.825637315,1173115.529421922,1062928.860373115,1096421.3892497462,1014414.6697944561,1173441.691052759,1131421.0231235216,1168643.4472151068,1214042.247850178,1167908.5199562106,1222407.8379359387,1059894.8962663312,1087687.5951110723,1258797.2584073422,1168341.754369673,1219051.9310946348,1211161.3429281835,1093645.9633824732
2024-03-28,1058558.2270736229,1164084.6376680566,1165849.5577048508,1064800.4230909483,1103789.2521390913,1013322.0620342514,1169368.318230048,1128420.626564017,1163083.7731310923,1203599.731494021,1163742.387909232,1217276.0523788307,1062171.5527390973,1093871.7223278305,1246161.1262012944,1164137.2635079352,1210439.5144686284,1204025.173352948,1101153.807540758
2024-03-29,1066474.6597208288,1176144.1214159988,1179954.4920483045,1077775.3573771843,1106302.0255242842,1025794.1840884248,1181529.705824183,1136704.5084713313,1169755.449899025,1218642.53373681,1175769.7997972474,1231449.0641949424,1062917.9147180452,1094701.0297954176,1262754.985698653,1176180.8734924127,1223840.8986545575,1215568.8114935136,1110736.2291804713
2024-04-01,1065192.190734385,1167608.0399659623,1172280.4030222856,1070940.7563585972,1109110.6471642395,1030459.6170975628,1171407.3314554873,1132665.0713123386,1166790.2225204355,1206432.6654208004,1167284.268258881,1219328.525653672,1067632.3962887672,1099760.6047784237,1249301.2482952564,1167657.7629507328,1214470.214647143,1206550.474194298,1101315.477229723
2024-04-02,1069884.2305104113,1185005.2676362565,1189576.810097274,1077650.9831556012,1116607.0921760874,1026617.8009382351,1190951.2745850112,1146345.1161645858,1183469.244772479,1227877.4081503495,1184655.2834076802,1243144.2355592975,1074036.3749021988,1110226.8238157572,1272679.8290550588,1185036.2479934315,1237672.834795503,1226700.1332128183,1114782.7294744935
2024-04-03,1062315.1694939644,1175183.3195553485,1178457.9984704573,1069505.0866881555,1115381.713776496,1036136.1373883098,1180905.115928011,1139121.3882317548,1175315.1239830395,1218275.973256545,1174807.5718481317,1233798.9199391594,1064520.4808605234,1104716.4229051345,1262260.0266546132,1175180.9256714291,1226131.4587988062,1216388.2885064532,1108747.681464772
2024-04-08,1067633.8909216507,1179988.8314711184,1183939.5963938434,1074517.6309201315,1118596.6272610647,1041332.4649740688,1185378.6611800466,1143607.8163245772,1181986.6876391135,1222847.7059291457,1179633.2128153262,1238049.823174128,1070104.9245485205,1111095.7132014062,1265742.0325508567,1179997.3385098907,1229868.4110709133,1220114.014516846,1112010.023498108
2024-04-09,1078866.4433070105,1206405.2994504224,1214781.518969566,1080231.1946064963,1126228.1196324315,1045178.7984386927,1213700.9322724224,1164807.832733936,1210155.725620492,1259534.5640038117,1205979.9234961292,1272120.6373479872,1077127.6614169334,1117114.957310001,1310104.9281507467,1206458.3000968646,1267028.8984473697,1253593.6318418935,1117319.353512625
2024-04-10,1078167.7227754472,1203726.9510756223,1212697.2865353632,1081667.0046012546,1117899.949885568,1040795.4351851104,1210103.1409264,1162977.9704358052,1208302.5009258206,1256315.6903791998,1203276.5282601025,1269136.1579533014,1074575.4000653366,1108459.8093584825,1306965.4910502075,1203770.213202899,1265590.252493419,1250781.5634561002,1117469.2767408649
2024-04-11,1072965.960000829,1203928.026309101,1215331.457752214,1080401.9556046952,1108596.7405541963,1036530.346950624,1210837.0681171166,1162400.5797973445,1204596.0515364776,1258131.0449318842,1203478.7021763115,1271407.4654409152,1065645.8682449025,1097665.9959359036,1311899.961662012,1203981.9043028026,1267279.8780748043,1252936.2661547898,1109676.7185699083
2024-04-12,1069023.6696066945,1199253.378944646,1209980.5468080482,1071570.903286944,1108463.6157083353,1036028.6169913065,1206419.6976128223,1161467.981238633,1201630.9372697468,1256620.9922343418,1198804.180863343,1266501.2711569143,1062983.0473316358,1097825.0254849803,1308266.0327152887,1199314.8555876364,1263553.3359244638,1248622.7951952035,1103235.474849145
2024-04-15,1058380.1217096746,1182535.7868334833,1192894.6974677972,1053077.7510794804,1093843.0822199949,1028728.8545477677,1188674.3336678168,1145404.0941350216,1186063.8045897624,1240479.9021253288,1182142.073484703,1246216.890991862,1054147.1789944835,1084330.4900639828,1286412.643091307,1182623.593878347,1244039.5618880196,1229359.838303353,1082639.068990143
2024-04-16,1031223.9741032514,1150418.7195773744,1161832.8056539265,1020237.7723760047,1062316.6217683852,1001125.1588442624,1156621.9747264108,1114720.99987693,1153817.649657735,1208949.2259554162,1150039.6924709782,1212808.9771296168,1027711.7357976356,1055301.9216024606,1253425.4556277678,1150515.404655697,1211535.9495441455,1198003.9202945484,1046363.0947863212
2024-04-17,1036563.0374258079,1164890.8995096667,1175050.9579240116,1025674.1237871054,1072723.00761031,1008743.277216553,1172950.365975137,1132160.9758098703,1166790.2225204355,1227207.3867180252,1164490.3084295697,1231031.4188082805,1035157.7856806018,1068873.445791717,1273257.642166589,1165005.0623434936,1230014.0072072577,1214690.5278561583,1055734.0263229709
2024-04-18,1040541.4972883278,1168141.0027207967,1177437.1223844553,1031374.6642768017,1081141.8375420738,1018961.692749375,1175856.7592438883,1137082.5800981827,1178280.2382497704,1229314.356488113,1167763.8708498406,1233370.1837536446,1041507.1625846616,1079654.13070371,1275060.7169882895,1168260.9467674412,1231431.142261836,1217571.034692103,1060461.4414439125
2024-04-19,1015018.2789851155,1118833.3922118912,1123723.5761777381,1003587.8431883866,1055078.8642367998,992056.5575764109,1122437.771514246,1093725.8816611741,1118606.3804589764,1166337.447947533,1118575.2194843409,1172471.794535519,1021957.569946048,1052855.7355038887,1202645.657462952,1118890.8477311537,1168491.503493539,1159364.713309356,1031340.6605445136
2024-04-22,1023428.3227924819,1117526.762667569,1120810.7017306278,1005410.234072164,1061544.9939311156,992640.7051042478,1119084.7321981955,1087234.3393181912,1115270.5986309391,1159735.8454456837,1117320.5106115637,1164977.8240593942,1036630.9833336902,1064142.805284507,1189438.201870872,1117586.167738738,1164218.8934953758,1153511.5625724322,1033315.639655426
2024-04-23,1028647.1648552655,1127160.5698909455,1132352.6229793339,1009318.3631812361,1067507.6533626227,993575.9491463784,1129554.038874767,1097767.6161303998,1126019.2792376622,1172554.9219257734,1126949.5477274605,1177584.6304362542,1037411.8062939096,1064958.2508822212,1204930.4944750585,1127246.0408598413,1176634.7081224509,1165905.9334113428,1039608.4405961656
2024-04-24,1044317.0209615245,1159469.8490579743,1164609.5547091784,1031824.5522220246,1096298.3530151518,1012922.6362576538,1164273.6055566885,1127591.0787785968,1159006.769292302,1207636.5265053085,1159214.6138519926,1217678.2616938052,1054493.8324493594,1091514.5717357907,1246917.2817553277,1159544.8254238633,1215544.1225747792,1202916.535033256,1067775.0402320975
2024-04-25,1031644.98020018,1140051.1821734842,1144509.0228162042,1018206.9120649624,1080839.1726583422,999853.7220683838,1143753.473781642,1112226.2303600488,1137879.9625283033,1185719.995119658,1139820.178670235,1193894.9291923018,1041177.5915210894,1078372.0990094976,1222101.3307524126,1140116.014871844,1191627.3546385344,1180524.8029226228,1052523.3067999792
2024-04-26,1041606.7419276978,1155418.6399841174,1159915.1222520056,1026693.863185387,1094288.2434357991,1012018.3792877521,1160376.329910161,1126962.053357765,1156412.2094750185,1203460.6291128667,1155168.5460514876,1213417.5302453332,1048198.943733917,1088402.4072174667,1244510.2693118474,1155530.7535050665,1209505.3072397856,1200359.5722284385,1062562.1182725483
2024-04-29,1067756.892678358,1178429.7549151215,1182888.105497206,1047163.5138841957,1120691.1637595897,1030143.4402347497,1183133.635577598,1147966.579605902,1177168.348677711,1227449.2835253002,1178203.8355809522,1234573.7281710664,1069498.8146502234,1113850.4642677554,1265787.8949988503,1178551.6415345191,1231990.6016325408,1222109.8836873933,1085962.7667723151
2024-04-30,1064701.4937140397,1171099.122244765,1175282.7928091143,1038794.0377664918,1113851.7132783625,1027536.1256994177,1175572.019141118,1142426.014303491,1173091.231727062,1221637.05250629,1170881.809754627,1226562.1247546966,1062222.8982697062,1105346.6327875704,1256575.0161422635,1171230.9457562251,1222337.8378646297,1214286.8408012097,1078211.74030721
2024-05-02,1060371.8317336182,1156945.1853040257,1160792.0044262141,1037550.0711411354,1108218.8463447478,1016743.2493888652,1159787.8862716374,1132671.1974729586,1157524.0990470778,1202569.510491923,1156730.8067085776,1209511.862507265,1057165.2913104028,1097014.4862269447,1234843.1384309924,1157035.338679211,1204820.7075278792,1197290.523584028,1073514.150288103
2024-05-03,1067176.7942884648,1166852.7219336093,1169496.3223424773,1046765.7789132491,1107263.421241039,1013157.5991065202,1169860.6520474758,1138713.6703633305,1163454.4406923982,1215123.7904555378,1166604.8513331336,1218878.822903058,1062799.8220826278,1108394.668105844,1248209.3286083504,1166953.1866857167,1217232.6173576456,1207794.4676437052,1085706.316122776
2024-05-06,1083005.2180829134,1181191.2284101562,1180861.0171049328,1057779.5318015649,1138392.8471034183,1024768.385659362,1184902.5210505982,1149523.1713820782,1180133.462944442,1228258.115598783,1180957.0240751894,1234469.845946632,1083409.1787491702,1134417.257527118,1257863.5456566662,1181258.9022506534,1232603.4293304784,1222948.886987606,1104863.7146974711
2024-05-07,1083281.2369657096,1191901.1203243968,1191897.086176483,1061482.68924658,1139207.3488591309,1023563.7811374728,1197009.6002208556,1156816.8031834157,1186805.1397123747,1243182.3400055186,1191640.0052761931,1248928.1486439556,1084042.9563019194,1136627.351939694,1275515.567964479,1191967.1587944736,1247335.9245609944,1236956.5466749272,1108561.4152281457
2024-05-08,1081736.25066788,1195126.7105015304,1197050.9686342152,1066778.0218873846,1137001.8341931866,1014466.2667626179,1200552.6789746752,1159448.207961274,1191252.811112471,1247301.0471887668,1194824.5311254952,1254197.643523502,1083403.715040679,1131613.4375083472,1280986.616921878,1195165.586366993,1250614.7640314847,1241564.6789679574,1113876.2785043877
