date,a2c,ppo,ddpg,td3,sac,mvo,cap_bh,twii,0050,a2c_75,ppo_75,ddpg_75,td3_75,sac_75,a2c_65,ppo_65,ddpg_65,td3_65,sac_65
2024-07-26,1185630.7657811139,1315206.9083850258,1316546.17239346,1144787.5904262709,1235327.5048855257,1014596.2164786711,1328505.0815774268,1238910.5279711194,1326908.881384797,1385541.3023730195,1314880.788474203,1388125.9787433206,1139617.0438985303,1219986.1539758958,1451561.4173876925,1315603.4642471657,1406829.8604381373,1386045.730901394,1213686.6989642226
2024-07-29,1191337.4564305607,1325703.7090070678,1328639.3035214294,1143074.1218232808,1237158.9659751465,1002648.7704168154,1341953.4618513854,1241446.6490721875,1338769.564675438,1401896.2558517985,1325394.3121133514,1400780.244601633,1141597.0758352575,1222358.0839872684,1471941.390301042,1326191.694601121,1423848.0219002992,1401346.3863311417,1213378.6478585922
2024-07-30,1191775.2976627564,1323986.0218770609,1325502.9602879344,1142679.270219801,1241672.2538936045,1009281.3957250552,1340255.1532377931,1244755.7603686636,1338769.564675438,1401019.7257631386,1323644.3407350814,1400768.8370575134,1137451.1977327808,1226071.3836744844,1471866.90418142,1324442.4902463842,1421493.2285350296,1399774.774539553,1216222.59389778
2024-07-31,1199040.4905134663,1323447.976292952,1322992.877789895,1146987.264040102,1247372.0864544671,1017512.0714460452,1338847.8341422072,1243399.143978449,1340622.7893701096,1396381.36072828,1323182.8768753856,1396028.8277018175,1146590.757827239,1239796.8609196525,1463543.0322262093,1323880.8204678893,1416497.5317568397,1396961.0057911794,1219430.432761731
2024-08-01,1218258.5624373425,1349479.6018008038,1349570.7576075294,1159390.9332965969,1264706.8229835597,1034181.0415999967,1366497.424502941,1268197.8421693172,1363973.3752782268,1431393.3516339008,1349239.3957541245,1425546.5172130903,1159394.2824132354,1254365.0144213375,1493584.1096949033,1349934.3734590092,1443205.5018316917,1425249.6956741435,1236691.641514827
2024-08-02,1188158.8100072662,1290070.8764529955,1289893.5854604186,1118126.3870775648,1220494.659463514,1006998.476251771,1300691.8986422436,1211962.6413597888,1295033.3940140752,1363058.8661438315,1289876.3269172069,1353477.6033349764,1133106.102195908,1204807.670587283,1414220.1124778895,1290451.7854953154,1368392.320295888,1358939.784426749,1185171.0867872953
2024-08-05,1106748.991563935,1186792.7914832889,1185533.0097260708,1036663.8590418058,1130150.6040303197,957422.993245868,1191593.8520035285,1110739.7612438295,1176797.681116405,1247232.9645824027,1186627.5426820242,1239442.2065419245,1069092.5487360863,1122465.642298665,1286702.1550224936,1187030.6504959953,1248558.9606124538,1245990.4979309402,1095394.869165215
2024-08-06,1135508.292362719,1241772.6162279688,1246691.7392616058,1062784.9194815548,1143288.1133956532,965294.0197946844,1251154.6313052212,1148274.6379685213,1241660.5454299077,1321424.6400275216,1241504.9650226347,1307532.1162429056,1082154.663750439,1140159.9708690264,1371889.329210515,1242165.8825825092,1320420.927487126,1311284.8861120534,1126622.5042321829
2024-08-07,1167381.962039027,1283111.6553157037,1290666.786021845,1091459.7477695108,1173871.2505008406,994168.1990101838,1295109.8329690972,1192761.6130399706,1290956.277063426,1373385.6162927407,1282782.611236417,1358215.5694226434,1095791.001601394,1160725.7480216469,1433300.3734311475,1283571.4132352818,1369994.8250814255,1361147.883914085,1156622.9741750995
2024-08-08,1154230.4897614862,1258322.8214792716,1263198.084179749,1078749.1330110086,1155116.6750525066,982039.4419665264,1268299.652778378,1168947.038794459,1264269.9093272719,1342307.4209792009,1258000.2315310824,1326662.4666240949,1083430.0517671723,1140796.7014003173,1399643.6020803263,1258718.5465338835,1339887.9034468564,1334177.0695548488,1136896.8600843048
2024-08-09,1180933.6921591489,1296094.7705646653,1301843.6873256217,1103681.5900467527,1180033.9934758032,993525.5461353484,1309232.3655796556,1202491.8158322964,1303558.2954766792,1387749.0291033525,1295820.5565388005,1369085.0207514898,1106130.400965761,1166381.2656894815,1447123.764157188,1296629.5523640516,1386531.9914612742,1375455.4186565415,1165401.5325171775
2024-08-12,1192737.7120757808,1313174.4480542154,1316992.1469148013,1125191.1298046177,1206072.9546578238,1011881.8825238715,1326276.920771336,1219533.591324919,1319866.6501674168,1400266.6498034238,1312859.1058604012,1388227.4284281542,1120701.1929380835,1189740.5269110445,1464062.2793949835,1313627.0102229118,1403210.0992315789,1392414.8396817106,1192072.7872989215
2024-08-13,1194674.442646431,1312509.3145150377,1313827.4028694555,1122745.9160476627,1208087.496328596,1012014.7442355078,1327116.1221258915,1220839.2293071148,1323202.4319954538,1399867.6878474583,1312195.7263127554,1388308.598938954,1122654.0043776273,1190366.6005062384,1464157.1614942742,1312975.1334501018,1403309.5292367188,1393037.055949832,1192592.6973153087
2024-08-14,1211013.8439304645,1329060.1907232334,1328338.387833335,1141124.4986353118,1227602.1616607122,1021117.9978320791,1343011.452998366,1233759.7396381737,1339881.4542474973,1414762.057066517,1328726.2225644244,1404794.9937967486,1141275.1144436651,1206502.8510919958,1479763.9308502765,1329499.3945691648,1420351.6699576934,1408633.8952332796,1212360.6665870466
2024-08-15,1198303.2681371311,1316451.5488388822,1316771.906862856,1129400.310644953,1210515.6445917403,1012275.4968145215,1330963.0588664068,1226361.8537105662,1329503.4412020806,1401747.0238991822,1316161.021324259,1391956.4590493308,1126962.915204752,1190482.2110015317,1467912.2783817593,1316923.11865144,1406263.0984238205,1396648.2536963348,1193911.182576545
2024-08-16,1220688.280718974,1345335.2955382967,1347759.3765729298,1153399.1067379743,1234025.1870936342,1028227.3498899674,1362060.2034684296,1251799.6417289993,1359525.5907662718,1434987.7311101523,1344969.8258488623,1425861.063806399,1143455.2007216918,1205874.5113931915,1509886.0512621205,1345799.3906947202,1441324.6079012577,1432100.9393497875,1218925.6803061743
2024-08-19,1220346.2725284672,1347749.82234357,1351152.976166913,1151995.7498297042,1231556.7390883644,1026312.0695279853,1365282.7211392084,1255177.125353827,1361378.8154609432,1439912.424475692,1347376.870406666,1431460.5384011704,1143284.7117863577,1204566.4056274013,1516292.0507313232,1348209.179630207,1446715.1259106367,1436830.8082017442,1219796.8633633277
2024-08-20,1219161.9028993456,1347631.5316619456,1350893.304781049,1149550.5149888315,1233764.0573084145,1028340.5885572116,1365385.592152551,1256267.5819442356,1362120.1505835555,1441281.5768674463,1347255.7291425571,1432220.873061684,1142453.944879625,1202722.9160951,1516318.4024540288,1348073.8737023624,1444121.6406057794,1437374.503107139,1220827.5715777213
2024-08-21,1215025.1440196405,1334788.7950427912,1336269.5018587338,1143550.5073037609,1228879.1802424632,1028426.9208908174,1350478.8115219867,1245557.849827018,1347665.0205874895,1424032.3533565882,1334426.0023140016,1416030.6428073533,1141214.3972966308,1196791.6786241354,1495655.390309899,1335224.2130001665,1426560.4058984902,1421749.5937680234,1211307.6961304692
2024-08-22,1210364.0818166013,1329001.1421791972,1331198.487297081,1144809.0192228132,1224772.9644507337,1022946.742876878,1343203.1115882907,1240569.5141462348,1340622.7893701096,1417061.763570317,1328631.2878509862,1408403.3439391744,1137814.2905082984,1195252.6880246594,1488941.3836353102,1329428.1337130435,1418884.020705003,1415520.7879340656,1206368.2701957456
2024-08-23,1213227.8994513066,1327590.8673009805,1328516.9667780076,1143605.8663585111,1228629.9427769121,1025943.9888286112,1342016.6000314725,1241085.9713656688,1341364.0113808627,1416357.2019762038,1327215.935871845,1407033.2548310552,1137946.5948828864,1195612.8827724983,1488002.543833943,1328022.0016840985,1416051.6475692447,1414400.2183306706,1205592.360048249
2024-08-26,1223480.776433569,1333276.8307160938,1332767.7139572601,1151636.4032596138,1241698.9884420175,1031056.5607315896,1347020.2999364126,1245682.6703496561,1343587.9036368404,1417706.630628461,1332927.7770878423,1410471.915293787,1149875.326888934,1208614.030408838,1489544.0609056668,1333695.9053089935,1422088.5373051465,1420966.7525305096,1211267.2614773065
2024-08-27,1217986.8681182952,1326721.550551676,1324310.9354490617,1150751.9493386964,1237767.68331801,1035225.9402534445,1339601.3952508976,1242595.4135842142,1337657.5619915198,1407778.5649980025,1326387.069485727,1402361.9722931965,1147107.1208119446,1205317.6160045278,1478821.593207433,1327136.2215178309,1413404.7753534091,1411960.917300261,1209104.6169372716
2024-08-28,1222389.3153662723,1339735.0894105928,1338133.499252957,1148233.5098164803,1239867.1722340232,1030679.1373872228,1356229.2124182365,1252994.352445678,1356560.476499541,1430775.521611154,1339352.70976426,1421575.2975402018,1148811.5606052915,1208214.57559895,1502480.628482712,1340175.1235149845,1432747.9261651395,1430322.9981905124,1210956.0616061736
2024-08-29,1216177.5893647415,1327071.415373083,1324585.678111419,1150023.2345001083,1240300.6444285982,1024775.8623661345,1341012.5565875345,1243539.1705069125,1338028.229552826,1410140.6723408075,1326652.2760627922,1404245.3677317267,1142882.311522134,1202792.1995162098,1484794.3206529394,1327451.333385954,1415999.7229456184,1415527.874497032,1211074.7375559586
2024-08-30,1219420.6446168234,1328210.1004276858,1325590.7435102952,1149705.1394218768,1241486.593201175,1026355.8806384685,1342154.3061864094,1247249.3265325658,1344329.2387594525,1412577.1583706532,1327784.469580806,1404931.7156039462,1147093.3010447656,1203826.791842697,1484856.4703330435,1328598.5152617665,1416637.7299311992,1416251.7943470622,1211134.614474378
2024-09-02,1224368.5119365307,1328342.0021885347,1325617.9852988115,1147165.7103921494,1240629.4178230967,1025915.3253453716,1343629.0862081687,1245401.5233354757,1340622.7893701096,1414842.0871469958,1327931.092937227,1405545.3111896317,1145131.1384518708,1199200.264102678,1487011.4822064503,1328769.0162824658,1417706.560456511,1418705.0469027406,1207996.7399982717
2024-09-03,1214956.9274408016,1319354.6083709975,1315268.2261565754,1139874.4638849553,1233427.6820927938,1025822.2928158204,1334989.542208984,1237398.2414637147,1334692.4477247887,1403106.9178889878,1318935.4496581363,1397700.7854257068,1140309.1357001965,1190587.4997636306,1475239.284301054,1319752.1233049114,1407084.1304878425,1408977.4965978507,1202887.4905338546
2024-09-04,1172282.0788986103,1258222.4868994206,1250607.2771888748,1089086.9024436523,1186104.4887638823,989863.8637901883,1272219.765387987,1181417.8232985546,1269458.9158499802,1335973.8689853174,1257862.5456755804,1329182.2708732218,1104482.8388137838,1148781.1464555631,1397955.0638953887,1258591.8691797326,1337413.832641991,1344167.5721246111,1152199.2651935471
2024-09-05,1180870.8228010333,1263710.0402675262,1258271.1240132456,1086221.6751203316,1186314.7536408436,991187.1003841821,1279770.7208090094,1186736.6434656566,1277242.4821899722,1349274.362132086,1263384.6534250376,1336323.767853562,1103683.4197699346,1142592.7910839545,1411327.5107881168,1264197.8941269957,1343576.5566973852,1353497.8677109354,1147607.6872122283
2024-09-06,1190929.9567766,1281641.8422008306,1277241.7140204927,1102614.340559218,1196085.9059194494,1008675.9249119767,1298593.3582413222,1200598.0664305543,1295404.0615753813,1368235.3528158988,1281298.6586460636,1358640.663117579,1114939.9415762343,1156100.152273861,1434262.6730847862,1282130.737966218,1364029.819512588,1373360.4404602663,1160876.9514460226
2024-09-09,1175670.9300761044,1259191.2583198226,1254313.9216080587,1082686.444959249,1180183.1063381925,1002559.1538680745,1275235.4843651399,1184312.9811702608,1275389.2574953008,1346210.2220989598,1258857.239130231,1334493.401592173,1101948.089102953,1138980.458704982,1406017.1784824869,1259662.0667335135,1336868.2778744835,1348924.846212261,1140863.2848068348
2024-09-10,1167873.1566941952,1258377.7230478541,1252972.9099264115,1079517.4453271495,1172597.3251321886,988882.8878830662,1276160.2038827892,1179812.0034459655,1277613.1497512783,1347222.029541308,1258008.6241672533,1334648.987996177,1096961.504021532,1133764.2715848002,1411359.8636083652,1258908.924320892,1339910.82911325,1350942.2394882557,1135317.908057386
2024-09-11,1168294.6044764938,1255677.931735457,1250741.077636773,1075982.7440698724,1174432.210755833,990206.8993737572,1272646.622582706,1177959.1680455087,1273906.7003619354,1344428.620471658,1255334.9880006271,1331490.0601318325,1097457.472766379,1133172.4784810569,1406940.468322571,1256218.7339520575,1335388.151703704,1347730.5063729703,1130932.7399451658
2024-09-12,1190210.4525406226,1298105.5375400297,1294412.5017381224,1103506.6513927535,1203340.517976419,1014280.664667046,1318567.4157930913,1212811.770980049,1321719.8748620884,1394814.8368429814,1297685.611690807,1383051.8568559955,1116543.6907858553,1162802.5761203058,1465944.1233242855,1298702.0584170234,1387024.3418476204,1396329.331080387,1162247.026798081
2024-09-13,1198617.4275439843,1304587.812748753,1302130.3976178505,1105843.9865639934,1206913.8433233518,1019307.7625768248,1324129.062834453,1218771.3219105965,1322461.0968728417,1403340.2411471205,1304191.7266341075,1389821.6704468988,1120541.6921904604,1168155.7887737595,1472124.5235169015,1305216.3247515145,1395375.548954685,1401209.5495815517,1163393.1248360898
2024-09-16,1204614.0487500015,1309366.4278329534,1304866.8949061476,1109814.4375167105,1215492.4338667267,1022634.8832286298,1328308.2346727327,1223836.3439948582,1325055.6566901254,1407377.8779361912,1308953.3062210914,1395257.9244743923,1126187.4915891753,1179299.4762823572,1472348.0911482146,1309983.3844502547,1400424.984753928,1404280.0419584927,1172599.852975984
2024-09-18,1199149.6473018436,1299215.0306040253,1296653.6843800459,1102058.8333495702,1196724.6156624034,1013481.022443994,1317468.0543358887,1214245.0737737422,1318384.0930340514,1397227.2499471784,1298819.4956971945,1383232.9245336198,1118515.1689041497,1161790.3789919894,1460083.781646252,1299864.3519808515,1388297.3128098806,1390670.67811508,1159943.8011880885
2024-09-19,1216713.3692990798,1319299.4181089208,1316446.8713959255,1117297.5449650334,1219099.5126565613,1031602.6761890524,1339177.9833066254,1234624.5128471605,1335433.6697355423,1419054.2878215786,1318901.8248211788,1406244.7545864952,1128435.2398259847,1179472.930088474,1487286.8864104792,1319979.9944319222,1411895.2668664027,1414176.5778107236,1173163.77093237
2024-09-20,1223397.9976896814,1329325.9808984715,1326408.663350327,1119533.1911798532,1220344.2051640435,1039508.4152401264,1350651.866036461,1241162.6577691478,1352483.359548892,1432072.4984957117,1328913.9957125098,1418564.5415118013,1135860.50570972,1179402.3030801816,1501775.4995829088,1330036.663991743,1426633.6179701602,1427657.297510894,1176585.9035814633
2024-09-23,1235656.687254722,1339417.5957393427,1335752.5742580257,1129806.9478215629,1235449.6883444556,1043956.110440097,1360750.710326855,1248226.1209643232,1358413.7011942123,1441385.6429887165,1338998.4149498057,1427996.570513164,1144688.5434802377,1188859.5646032228,1512520.4753800717,1340117.6336330115,1435708.11141136,1437642.342655693,1189373.6532688923
2024-09-24,1242061.262045434,1350393.2068694627,1346385.0874264194,1140261.5723556606,1245998.7740853245,1051249.0674503983,1373382.2655557902,1256417.6728794323,1371386.2740569129,1452192.9077610034,1349930.534953866,1443206.1461660764,1150518.6605599734,1197791.8595386168,1530165.0629416008,1351113.3005768752,1449588.287700001,1452733.8180022368,1198832.8377001656
2024-09-25,1254314.0631785835,1371613.0593653265,1368939.0344832893,1159703.2414243727,1261867.9906072805,1065229.1663442706,1395381.1684191858,1274891.1102298677,1391771.7456982995,1473586.190357274,1371109.2579573034,1469814.544518412,1164889.911759178,1213195.180918011,1556484.7165827518,1372322.2688452995,1474610.271922996,1475165.4742330036,1217634.503281005
2024-09-26,1255171.537588842,1379975.5396265166,1379108.668533407,1165739.5428528753,1263529.651629444,1057626.6466502564,1405475.1596646586,1280335.9542725866,1403261.7614276346,1484594.3367310036,1379452.8549503796,1481025.7242732756,1166739.3011638136,1215557.0826159185,1572026.0495379614,1380715.7058748016,1486715.5601791476,1486151.3548312793,1222627.5172564536
2024-09-27,1255491.9671814481,1377242.1982367802,1376013.7643536697,1173079.7366096084,1271645.385217978,1070519.1107122912,1397111.367548803,1278318.3689097348,1400296.5340490448,1470617.3316959112,1376695.3512396044,1475155.006654762,1175054.7159026768,1226323.4363681446,1555921.0839613278,1377895.2596530702,1478803.74193076,1475996.20541771,1227572.239703081
2024-09-30,1235894.7934792226,1336258.561284638,1331882.6500232455,1146656.2767123508,1251495.7967662874,1051418.3418979333,1351618.1396868932,1244810.0206484431,1363602.7077169209,1419987.7390503858,1335776.7132023957,1423383.4653282736,1159911.8935424031,1206892.8032343911,1494252.736042136,1336796.3796307489,1428816.9810868527,1426879.4329072349,1199777.890597588
2024-10-01,1238516.9515684166,1348516.3908551924,1345641.0129733393,1154083.7834240422,1255757.62099608,1050251.0732427256,1365715.3236851282,1254099.4680632853,1361008.261011496,1436904.118621795,1347995.571018614,1440391.1301190394,1159437.51394682,1207509.8889671592,1516038.637376723,1349095.299818996,1444282.9301595052,1443173.564123921,1206720.6931661814
2024-10-04,1222507.0799024242,1347174.0292610466,1344143.8162195468,1145603.9958133162,1249419.3993847524,1032242.3813451871,1365816.8042389262,1249188.475160333,1361008.261011496,1434412.5495943269,1346645.3583699914,1443363.2432618188,1156275.0040232523,1204044.283772878,1518945.264291305,1347735.020429713,1452798.8887740334,1445292.2419440928,1202386.5393193995
2024-10-07,1236325.3951735224,1370032.1629298336,1368582.5454982854,1157082.2331646187,1259376.6938988417,1038492.1857147599,1392604.272889079,1271584.2962436243,1394736.8599650303,1464486.600488539,1369476.0432377253,1472996.3778865812,1161873.7892655616,1212438.1934817175,1553183.6101787654,1370675.0094558636,1483144.8212854348,1472513.4650671014,1216433.9939424812
2024-10-08,1231092.4427471694,1365444.7710925622,1364308.4368644732,1145313.1457275841,1247577.4074931778,1035811.3031622268,1390163.4207951166,1266477.81317945,1388065.2963089563,1464769.8666539972,1364889.062231128,1469545.8785221332,1148695.023760436,1205111.0233533138,1554382.5512356174,1366160.485747752,1479227.4038554195,1470058.0145700525,1207081.5989788964
2024-10-09,1227014.5272501905,1370886.3446483838,1368826.0831515468,1145354.3364520126,1252000.1957927668,1039958.9841765304,1398817.215833694,1269148.9286056147,1401037.869171657,1473498.207449126,1370305.9182022386,1481052.9850439923,1147523.409324621,1207761.2035348576,1565704.0000743112,1371624.6901278072,1487547.480934568,1479783.1761323777,1209116.170039246
2024-10-11,1230695.700502709,1388574.1201217945,1390741.920876042,1154608.1121879064,1256449.5330772342,1035832.5394510869,1420646.1223259915,1282734.8931340508,1424388.4550797744,1498284.2415921192,1387939.7966310815,1507310.848029377,1143703.6586255222,1206936.9443688209,1601157.9806825882,1389375.6306922704,1512169.366534345,1503949.7767691098,1216519.5952694935
2024-10-14,1235734.1030579007,1391942.2230982508,1393412.6843500694,1158394.6953252659,1263432.6176483887,1052300.481967106,1423256.5507000817,1286859.9871460022,1425500.4577636926,1502560.7396967288,1391297.4482816106,1509460.069337318,1146857.0015625216,1212171.697909481,1602850.8451728658,1392735.326504778,1513070.1197012058,1505304.0707445815,1221938.5983259357
2024-10-15,1248720.906453319,1414715.7485036983,1414243.3776010112,1170849.1562140472,1278673.1450292561,1053428.7551282784,1450921.81655219,1304601.3483023152,1455893.27488919,1531656.6435641092,1414088.8605049702,1538505.9381663597,1159448.146133938,1227358.7763860426,1633394.2286400627,1415586.5707134895,1540879.8213813442,1532097.3893234823,1240469.56647712
2024-10-16,1236002.9359780801,1392391.3309340475,1390400.8144959805,1157617.779122479,1267569.5380930966,1047444.3501994379,1425983.6603525265,1288859.084631268,1430689.464286401,1503849.2536519666,1391779.4982747796,1512064.5013539044,1147731.484260259,1215515.1524098665,1601822.6189202424,1393211.2105901798,1512033.4447000509,1504921.2245192777,1226767.0734726216
2024-10-17,1244796.8538282614,1394775.6287886067,1389915.9315350635,1168778.5867462906,1282937.7510715954,1054420.9885995428,1425461.5241305782,1291259.6644286125,1432913.3565423787,1499908.5082854794,1394148.0057421967,1510104.305381721,1158361.254883153,1229766.3083956062,1593918.1657689386,1395521.4884203451,1509829.6057929816,1503164.0068278825,1238841.815107208
2024-10-18,1253885.805746376,1427955.7706643643,1428979.8705597608,1182527.0319563774,1285743.155815408,1063208.5255348638,1465732.0266457298,1315536.326218053,1468495.2933024433,1542691.547527854,1427405.7025816415,1555798.710524194,1163907.8334661925,1238529.3007044548,1651756.2450892285,1428891.8923112557,1557167.2618635504,1545205.7918305902,1247410.230809514
2024-10-21,1248008.8450487042,1425835.3813140346,1427087.7959704518,1178869.773504911,1286794.6573899603,1067728.0272984798,1464582.4895217556,1318631.459475721,1468124.6257411372,1542084.327323838,1425227.1641362368,1556609.6606696777,1157472.3251976029,1233123.5996928886,1655334.4767979628,1426755.5148363,1555493.2953466652,1546249.41044786,1246654.1380139398
2024-10-22,1253863.1585733544,1425308.9982786954,1422500.0999430907,1186095.734727221,1302658.8578317452,1073938.5237486039,1463218.3976177692,1318233.80601403,1462564.9516571227,1535643.363212271,1424705.6423340044,1552450.2975568653,1163615.8496108952,1245442.4504098888,1644245.4201451656,1426170.8141191455,1550141.361890918,1541981.3009578038,1256144.429636545
2024-10-23,1241681.228297174,1409912.8334379548,1406561.2175171669,1175259.4256566812,1295951.4494141403,1063676.9048788291,1446944.2121484305,1306994.161003159,1452928.1606224591,1517297.5124805905,1409300.2741827038,1535120.580901155,1152731.1698241662,1238061.377579033,1624504.7081227046,1410741.7901286408,1532435.8105416088,1524720.0756472328,1244989.440205012
2024-10-24,1235869.781709881,1403626.2017072323,1401586.2165703538,1163615.8526644707,1283933.4906213307,1062539.349189779,1440135.8264989424,1299027.1985122182,1444032.7047104076,1513444.5289894664,1403040.0990351157,1528733.9055959955,1149882.94057419,1229213.1149887084,1619449.81538739,1404483.7465433746,1527597.8629071277,1518987.229734053,1232292.0052543182
2024-10-25,1245782.885666889,1414470.319339305,1410775.9617351592,1178272.7727973028,1297683.5098079636,1067845.2759460215,1451655.885905012,1307760.9156422212,1455893.27488919,1521891.9989437356,1413861.720366784,1541828.7750965324,1155339.1444461534,1239200.6217887898,1632141.8462081405,1415324.2608641472,1539072.8021722226,1530697.923100765,1247578.4963657807
2024-10-28,1239601.1633383136,1408038.4727245406,1403197.7635662556,1184839.0579895584,1296909.3562101705,1063668.1381134167,1441731.2942068062,1299338.101163697,1453298.828183765,1507902.014202356,1407431.807534343,1532123.8693135383,1156664.1067029056,1242688.4431925272,1616744.2977869974,1408833.1253456282,1529442.120102944,1519804.989666947,1247462.3174226126
2024-10-29,1227400.7115393863,1391946.8847416653,1386856.502822177,1169607.7784745716,1278040.3074567877,1052156.3368338028,1425381.5127324867,1284132.3141298252,1419570.116118372,1492916.2680498513,1391376.0193468328,1514663.1965012858,1144577.014673489,1229729.739115077,1598462.6214527097,1392772.3859026537,1510374.8250695723,1502606.3573599558,1229399.1612531538
2024-10-30,1221010.2407356026,1384381.022660111,1378278.5839415584,1163932.2909415772,1278330.1465935088,1050189.238102421,1416856.2303618174,1278186.2188734976,1421794.0083743497,1480539.694800448,1383820.0367220435,1505002.6048258103,1142327.2860416565,1227092.6769279346,1585219.648143428,1385166.812262315,1499494.0926230738,1493717.223351957,1226390.4861004096
2024-11-01,1211090.4391076998,1376031.6127457186,1371843.201808206,1159489.3213801025,1273654.6895359806,1037939.0145893991,1408377.2120411568,1275926.2125832434,1412157.217339686,1470722.009146992,1375446.1483026815,1498730.844099881,1129117.5280912886,1211456.898646699,1579754.2663294629,1376804.5762638738,1491957.663170484,1485471.0541189904,1214990.0551595194
2024-11-04,1221020.7236037555,1390964.3783591907,1386682.0613510355,1167552.4045489833,1289349.2555084948,1045016.5468379699,1425982.5709270444,1286305.5696098676,1430318.796725095,1488175.6046408198,1390394.845401093,1516750.5218037355,1138723.1287563974,1225067.4321184717,1599757.250629325,1391760.720110318,1508994.1521276862,1503007.9153175617,1226158.3000025265
2024-11-05,1226704.399374112,1398905.9029055105,1395109.88432641,1172121.085910977,1295167.3755889807,1055241.930101972,1435199.2629870619,1294225.382543177,1435507.8032478034,1496927.4628725073,1398358.161374746,1527957.3728466774,1142267.41307445,1229191.459661063,1612022.88684544,1399753.9785956044,1518011.09586648,1512088.5112835276,1228536.607299941
2024-11-06,1225823.250854082,1405203.7346986323,1402500.3521539704,1173592.3266820211,1294333.978878521,1056875.085232897,1442885.887625151,1300419.6967003513,1446997.8189771385,1507795.716133438,1404642.7084440887,1538554.4841851122,1137800.365241639,1225860.7862968063,1625180.2554428915,1406082.9362917873,1525805.5192164206,1521885.4368090853,1230318.7068806563
2024-11-07,1236676.5122550891,1415653.1178314644,1413537.999818664,1182894.9792281697,1306757.2144773921,1061411.5620983455,1452375.9803794348,1311142.3375131616,1463676.841229182,1517724.669090965,1415082.2860153003,1548296.0605971212,1149819.7466880349,1236744.8755420598,1632651.85001877,1416513.6661731617,1537903.2109050057,1531057.1667709777,1241594.5805916784
2024-11-08,1238345.9667172402,1426314.742266022,1425446.8093125538,1179658.9365241423,1307744.1402392217,1065101.7586053025,1468844.6913566822,1319267.814410152,1475166.8569585173,1538911.4999152557,1425747.7432236257,1568024.1562279298,1147540.2619262517,1236301.1469839152,1658669.2259705034,1427250.0842424098,1554575.7650040812,1548819.7990901754,1236527.1060415823
2024-11-11,1234687.0292834032,1422800.1641485088,1421054.776886011,1176504.7994544574,1305732.1017615262,1061155.8890259927,1465544.8672333113,1317909.5570840568,1475908.1920811292,1536339.4596328023,1422241.9549140907,1565214.4220408497,1143749.8553639336,1235451.6940358323,1654996.323010857,1423736.1881858746,1550293.2053943696,1544443.3939435268,1237857.6908419395
2024-11-12,1212635.6283686087,1388696.2438457587,1384821.249607436,1153029.0555950613,1283797.2641259816,1035660.2303384426,1428429.534828322,1287222.9621627536,1438102.363065087,1495913.7806900777,1388167.7144793484,1521203.2023250577,1124653.358720341,1213175.0151242886,1608192.3196497664,1389589.7166674742,1507648.553708761,1506484.7392777188,1213211.2418272458
2024-11-13,1213482.7989769082,1382332.8805389644,1375979.6651663901,1153330.7851104361,1291544.1127956926,1047156.7513631901,1419743.4465472575,1280415.4849649249,1428836.2395917296,1487431.8860976466,1381797.61770784,1513611.758234401,1123174.8116712675,1212165.1813000888,1593837.176893073,1383155.1789033243,1493877.4438610035,1497087.089810592,1216689.5862650978
2024-11-14,1203313.2572106137,1373243.670883279,1367942.0688363023,1138514.8731224856,1280802.4108189882,1043556.4378675071,1412385.254049203,1272302.3697849007,1415863.666729029,1481822.8745673671,1372712.9879945044,1505835.3626126875,1110262.5353648255,1199677.250109911,1590812.487660725,1374110.729782823,1485218.2618331306,1490478.5918998048,1199262.8220161083
2024-11-15,1208798.3592380204,1374268.056579339,1371034.1860043267,1139524.2878250827,1283058.951922819,1030588.8916867767,1411840.3239821363,1273836.4260416524,1425871.1253249987,1482490.0380422946,1373716.077752707,1503189.559922682,1110509.8273005683,1196967.8812621522,1595643.5480613606,1375161.343671637,1488138.318285407,1493594.6133865074,1200568.2159325958
2024-11-18,1203753.2179789315,1367058.1708836637,1364965.5782911198,1137265.3853022144,1273808.8506382438,1019914.5450940111,1400778.9060299988,1262845.437514529,1405856.2081330596,1470243.6402470637,1366568.326943465,1491255.2905887251,1111519.426564319,1196757.2132425895,1580325.573724382,1367950.155325813,1478212.7997376274,1481715.608080889,1191890.7581919434
2024-11-19,1216707.5166117782,1382328.9138836393,1380797.821647108,1148296.698586504,1284589.9595611447,1031405.3496595535,1418130.7738881072,1279775.3011801064,1425129.7902023864,1489733.004142702,1381793.9685390748,1510455.3729380984,1120069.4941995149,1204921.5377598826,1604040.2387139867,1383261.5381152248,1497242.445362702,1501862.4284252883,1204018.2476002723
2024-11-20,1213029.604803921,1371941.0718735838,1368066.010089657,1141671.0142388218,1281958.837579996,1033112.5527567017,1406885.2778721147,1270788.8799245171,1419199.448557066,1474752.499408468,1371428.8216679692,1497742.7953590804,1115341.2636951024,1200746.872285756,1585336.6282123527,1372816.2461500026,1481684.5156918657,1487553.3813340708,1203411.014784076
2024-11-21,1205163.3599826256,1359043.5110867042,1355129.4016875708,1135833.4126578474,1273229.404571558,1030241.9824177481,1392216.4424843153,1263356.31555197,1403632.4289889405,1459806.240653728,1358543.6209415805,1481487.7618923248,1109206.990338713,1191326.3150751193,1566826.4639716656,1359853.9981505896,1463994.0280947627,1472554.447542515,1196179.521964132
