agent,eff_n,max_w,avg_dev_to_cap,turnover
A2C,17.04668141541067,0.12465425766967726,0.11447567757190606,0.0023125214934320276
PPO,5.52333784958405,0.41346842238801607,1.2561539538521538e-06,0.0008278964944648475
DDPG,3.7840576029385335,0.5043182196423358,0.012074213868806324,0.0006724056341398665
TD3,18.644070910854065,0.13084623891614944,0.19548478619404697,0.0024572261932622884
SAC,13.084031703476263,0.17531748692693874,0.2187234646812632,0.0028893619729505227
CAP (ref),5.534079228052401,0.4130173965206959,0.0,0.0
