agent,final_$,return_%,sharpe,max_dd_%
A2C,1620587.5057911414,62.05875057911414,0.8328407788184187,-38.1954663372819
PPO,1412076.615229765,41.2076615229765,1.0520519295566828,-22.47182320170456
DDPG,1060685.2537587401,6.068525375874012,0.23564603201418283,-28.11071295082031
TD3,1024898.7779863952,2.489877798639517,0.16029244484190275,-23.48759890671202
SAC,1338382.8885283398,33.838288852833976,0.736452477420606,-18.423616011130733
MVO,1363790.9810514674,38.08802894351473,0.9333849517210321,-20.46921932243223
TWII,1821362.0314786201,82.136203147862,1.3289275206449265,-28.693157544286592
0050,2191252.92422433,119.12529242243299,1.5792723267858286,-28.47358057051449
