date,a2c,ppo,ddpg,td3,sac,mvo,twii,0050
2024-10-04,746255.9181953584,1007232.3606451241,857809.0474078071,939637.7240759372,892677.0715430372,1081340.7501722218,1249188.475160333,1361008.261011496
2024-10-07,763525.2783638154,1024538.3072594334,857829.5399424445,941213.0931402682,904143.0672240147,1087266.2436210674,1271584.2962436243,1394736.8599650303
2024-10-08,780471.9784904633,1029196.3298158906,847143.1153265845,929619.4443861484,905383.5267088516,1084541.8771039196,1266477.81317945,1388065.2963089563
2024-10-09,789881.5656486665,1038072.2913482472,841615.5550562751,928544.1074148654,913015.9418535994,1091763.9283948801,1269148.9286056147,1401037.869171657
2024-10-11,794116.8735195313,1048957.9415028952,842617.7097594154,936336.1860701083,924752.6949282651,1089731.5158422983,1282734.8931340508,1424388.4550797744
2024-10-14,815987.0646930848,1058088.1290955604,852892.1268050086,941802.6198812961,930736.6638852124,1099874.2244280055,1286859.9871460022,1425500.4577636926
2024-10-15,823532.4165226136,1071505.7927601337,865314.9251963508,951196.6538549899,940102.6914006238,1105281.8841596239,1304601.3483023152,1455893.27488919
2024-10-16,814602.7674442445,1056938.0180730592,861991.194832505,943813.9118734836,928109.0274086957,1099221.9050576345,1288859.084631268,1430689.464286401
2024-10-17,807378.0689350282,1054160.3507143226,871252.819838227,949529.3158689975,931457.4298993115,1104917.6006538903,1291259.6644286125,1432913.3565423787
2024-10-18,837386.5958286439,1087028.4577408824,835754.9001833808,936870.4429022311,948329.9713707928,1114177.3704843058,1315536.326218053,1468495.2933024433
2024-10-21,844849.3153587495,1092526.4912006631,850807.4908606422,949394.9663321017,952255.5842612133,1118119.005847844,1318631.459475721,1468124.6257411372
2024-10-22,855047.9241462861,1093749.3255197299,854969.5332934272,946645.5013014316,952022.2024672375,1119815.5379506233,1318233.80601403,1462564.9516571227
2024-10-23,831481.6680160676,1076266.0919812866,850280.2574850929,939244.6722494601,938038.178928648,1106224.2829213212,1306994.161003159,1452928.1606224591
2024-10-24,833564.7744156037,1077629.8696347796,840553.4981390845,932048.7637106418,933115.7844078884,1105772.5972881545,1299027.1985122182,1444032.7047104076
2024-10-25,862824.3882404481,1092648.0697530615,847466.1445261848,939644.1772505282,952922.9583752499,1118770.8785021575,1307760.9156422212,1455893.27488919
2024-10-28,842188.9768520509,1075814.9630125097,838368.1697775733,936828.7105566501,954117.1234763012,1108618.4973418843,1299338.101163697,1453298.828183765
2024-10-29,822245.8858829652,1061036.29576776,825738.4581076514,922276.3283316134,939238.2938225613,1100167.4527930657,1284132.3141298252,1419570.116118372
2024-10-30,819282.9699684297,1054313.0257519595,821542.3206793678,917314.97152009,935757.9403250561,1092730.729855687,1278186.2188734976,1421794.0083743497
2024-11-01,814501.9550148164,1052018.820317592,820031.1421744239,915540.9086767673,924523.9728415356,1081208.0564416584,1275926.2125832434,1412157.217339686
2024-11-04,806671.9852787171,1056523.287884094,833282.9204604041,924941.8180471896,925698.9709542141,1086318.9266691606,1286305.5696098676,1430318.796725095
2024-11-05,817728.4972721253,1068000.029365868,832900.5701357734,924645.1420713901,931702.6570608959,1097129.1698879208,1294225.382543177,1435507.8032478034
2024-11-06,840859.4316402589,1081724.916892652,838925.3634917152,930410.1006704806,941707.3090594158,1098802.2849073396,1300419.6967003513,1446997.8189771385
2024-11-07,853423.1569420014,1091822.900030983,840961.0795676124,933723.9389883517,942719.7139075146,1104062.402363699,1311142.3375131616,1463676.841229182
2024-11-08,850335.9348274384,1103577.1168282828,836904.2423579108,930666.5554853915,936535.8791296826,1105291.0113680786,1319267.814410152,1475166.8569585173
2024-11-11,846065.3727451478,1098759.389829073,835973.1146609199,931202.2480055331,936685.1714575634,1103876.9445968526,1317909.5570840568,1475908.1920811292
2024-11-12,829177.4668556367,1069461.4811594526,818964.4678522956,911142.5436064242,921123.4302008495,1081152.7754319713,1287222.9621627536,1438102.363065087
2024-11-13,868952.7139011536,1080321.8591299108,842737.695921601,921006.8064772128,928976.5682432995,1097864.0430042585,1280415.4849649249,1428836.2395917296
2024-11-14,852673.7641769563,1072363.0459192023,833155.2465435874,912291.1033598422,918999.3566773281,1087729.8042370197,1272302.3697849007,1415863.666729029
2024-11-15,858708.0491176759,1074474.368417174,849413.7121168983,925088.2236334323,925590.4195902691,1083429.647194256,1273836.4260416524,1425871.1253249987
2024-11-18,854908.2847275548,1069719.827243222,845655.0905580277,920994.778639479,921494.7195917873,1077101.459065632,1262845.437514529,1405856.2081330596
2024-11-19,857423.2232433346,1070122.985243657,853380.8909088227,932963.1197429947,925361.1867114474,1088042.187455116,1279775.3011801064,1425129.7902023864
2024-11-20,858663.5048053733,1070173.841245939,846034.8162647596,923912.1042514525,920128.8699918783,1089698.5540010808,1270788.8799245171,1419199.448557066
2024-11-21,859383.0226369279,1070023.9581522532,848384.1593053857,922405.4505496703,924302.8352158447,1087085.068839293,1263356.31555197,1403632.4289889405
2024-11-22,862481.3879133208,1071473.3433514955,855206.6902521172,930927.9256797514,934167.7127084581,1098525.770791787,1282884.9840692475,1431060.131847707
2024-11-25,865469.8269199474,1070953.3828293686,868589.104329876,937235.5858970366,933836.5009490389,1108828.7746707257,1285352.1858633375,1425871.1253249987
2024-11-26,854352.6222259591,1069210.195306941,877154.6912076989,938557.9751868926,934178.9246852356,1100345.7603509938,1270251.1999343627,1407338.8783782837
2024-11-27,865183.4294944428,1069444.3889847633,862138.5441320458,921507.9850288115,923384.9458492848,1099299.335834577,1250984.6435750523,1386953.406736897
2024-11-28,855340.4206197328,1068313.0012293183,858905.123948864,919609.7509704314,917643.0567272755,1090908.7504443778,1248975.0441001516,1384729.5144809196
2024-11-29,860975.0847704657,1068422.6192462707,857580.5571840325,916530.0411830626,916778.8742512318,1089356.5647918128,1246936.2359665798,1388065.2963089563
2024-12-02,906752.4391279322,1078164.8695499885,879404.3781698266,937961.986968585,946602.7863491627,1110553.534639931,1273509.33282282,1421052.6732517374
2024-12-03,914163.2501386534,1082489.4711413542,883848.5267885247,944531.0007739745,951939.6714352223,1124109.9842002469,1289782.165761873,1440326.2553210645
2024-12-04,939005.1879724395,1088169.0428605406,893391.566301159,952024.8988681517,958881.7818897816,1133659.703322622,1302545.2556441356,1448851.04367181
2024-12-05,913941.722898168,1083785.2485869187,883190.8374231377,949259.2440295897,953704.390730724,1123375.0770454444,1303251.514447073,1456634.610011802
2024-12-06,914095.1867891845,1081950.2405637144,879347.4367311517,944834.6686759673,950346.5230536843,1123240.5441889511,1299069.2064707573,1451074.9359277878
2024-12-09,930339.7727811513,1086607.0878639407,874149.525449566,943179.4894805632,960372.8056908019,1126258.0574607607,1303548.9614243323,1452928.1606224591
2024-12-10,916669.6703245781,1082014.2936840248,872964.7745111504,945159.1748653136,963218.0973253755,1124086.714028413,1295249.8735111926,1442550.1475770422
2024-12-11,941309.2778289751,1081883.5396091673,880755.237306408,944578.6210628233,969889.1196598655,1122741.8372315336,1282846.3673781946,1429948.129163789
2024-12-12,926881.8551341051,1081284.625293038,889685.9205987969,953849.5368781767,975014.3259758598,1121496.5190798265,1290865.4022344076,1446627.1514158323
2024-12-13,958644.9632687818,1089015.450697604,895932.649907879,959763.3276115141,990521.5038240867,1127873.48063145,1289391.1854394288,1447739.1540997506
2024-12-16,950302.7489090401,1090133.7119404413,889062.8727930108,953767.7278037749,980623.1242724828,1129163.38203601,1290478.9071367036,1453669.4957450712
2024-12-17,951043.8770772036,1089560.189646158,889434.5869730035,957832.6811824522,984917.8139769107,1127734.529776723,1289252.799846846,1461082.3945237573
2024-12-18,949370.5085472582,1091728.9849540112,901981.160138897,969645.9478812895,991422.1234135336,1133866.2437210684,1297691.3673098222,1461082.3945237573
2024-12-19,950630.0262541806,1088036.2000224798,893240.412092022,958926.9769054137,984491.4883333653,1125960.8902869062,1284449.3429419247,1441067.4773318178
2024-12-20,960312.8122573525,1079122.0336620756,884423.8835161248,943139.3658233366,971771.122194171,1108470.1265851394,1260812.8649373024,1427724.35001967
2024-12-23,969931.566002756,1096692.6494628652,898240.7806394616,962574.9508739195,989679.6491080455,1130183.6781841666,1294099.35866756,1462194.2840958165
2024-12-24,966142.156396451,1095163.0527405357,898731.825033001,961046.0399146758,989275.6852040491,1127060.1470836727,1294978.7909037455,1466271.4010464656
2024-12-25,968878.8861592623,1098567.368956188,905068.5495965997,966754.7211127959,990814.2932199513,1133845.8986475004,1300573.7258816613,1470719.072446562
2024-12-26,965739.9034923753,1095587.1384017891,923352.2467401543,979629.4428382597,992954.7689909016,1130186.079538405,1302075.2916079806,1469607.1828745026
2024-12-27,986843.0454726729,1103753.8840901442,919852.4249246636,978445.9642768584,1002133.8819593465,1135574.658577375,1303685.0497066828,1474425.521835905
2024-12-30,973137.9392505722,1095310.6567049976,918305.6186273614,975975.0751891814,994357.1904443776,1125496.9946757471,1298897.236390488,1466271.4010464656
2024-12-31,981291.161064217,1093067.5050875884,923829.4207265893,977223.7850299559,991793.6573289906,1126567.9142435302,1290210.0124437637,1451074.9359277878
2025-01-02,959037.7236381641,1083539.5930296902,907736.3335855523,963577.1591392241,971198.0771755254,1117183.8828054727,1278837.6704180285,1438473.0306263932
2025-01-03,969172.1130526508,1093560.9154168349,904838.511953167,961466.7707038603,979894.5791009938,1120462.4712826533,1283107.9325575354,1452928.1606224591
2025-01-06,979538.5197748429,1119869.7924193395,928947.730867199,988451.1911979399,1003283.5624002492,1141504.389895827,1318921.6863351066,1498517.4428666346
2025-01-07,977616.9147897256,1116535.607535987,927243.7210901299,995624.0758510313,1026821.3728460347,1133863.1184784155,1324722.0664852522,1515196.465118678
2025-01-08,977469.8895650852,1106426.0209876297,915475.0988252679,986008.7845607481,1021680.2773107564,1129825.173539055,1311058.8685747103,1492587.214333173
2025-01-09,947369.7821911064,1085651.5312181544,903162.3723657647,970491.4982066832,1000148.0043653523,1114281.8798770257,1292788.2508990963,1475537.5245198233
2025-01-10,935486.9740187902,1079570.169168657,929168.7944257775,985702.9913917265,1003081.9713338887,1109111.088437285,1288908.312707681,1475166.8569585173
2025-01-13,898929.0193553374,1052053.3893110298,900186.9939115563,960254.2398868285,967239.2596191441,1093409.386464136,1259585.1167115646,1441067.4773318178
2025-01-14,938304.5422358916,1076243.4217862803,907520.5855157891,969677.794894763,979522.8868707692,1108248.5090269714,1276903.007015001,1449963.0463557283
2025-01-15,921851.460376303,1057691.7655301283,909171.153907589,970511.6552196227,974003.2442401921,1095928.7077285775,1261054.8482818033,1438843.698187699
2025-01-16,936617.1979155943,1079553.1836586786,924452.9985445061,987585.676957675,996998.5842060124,1107686.3104271106,1289649.90632991,1468124.6257411372
2025-01-17,941048.1839995787,1087827.954057987,919094.8084829369,984747.9163947783,991370.6035589253,1109780.0505952118,1296538.117573056,1455152.0528784366
2025-01-20,944376.3938918517,1087554.145402434,926396.9990766564,988653.4056564055,998702.7626604115,1113469.7575048965,1303188.8306964405,1469977.8504358088
2025-01-21,948868.5153441832,1090385.01063211,928562.1296747247,995020.8084006987,1001306.974826244,1117411.521436999,1305047.7922575173,1472942.9647025396
2025-01-22,974673.1590514586,1107002.6878408229,932377.7306001702,1000245.0853267394,1013804.3425764119,1126942.0000252463,1317672.6059429226,1492216.5467718667
2025-02-03,913266.4415774748,1057952.1793823938,937455.3016450921,1006420.7785621367,1011708.2210105931,1101594.6650819182,1271144.6348233942,1428465.5720304237
2025-02-04,909225.2829788551,1053270.8136458404,933307.1293614232,1001967.3973786676,1007231.4509333296,1106800.825111762,1276703.6880033913,1436990.4734930277
2025-02-05,912709.1795091764,1053818.8642513677,943249.7035748042,1016174.4093041073,1013294.0927807961,1125959.4879022052,1297294.260826758,1458858.5022677795
2025-02-06,909776.7169664018,1053939.9920799267,944107.0198207991,1015370.5217363697,1012598.8242110107,1129321.0953535668,1305976.9995487428,1465159.3983625474
2025-02-07,916801.4660581707,1054643.7699157936,945160.2694005134,1016806.5052606922,1010291.0102887569,1132742.4990753252,1315032.230715585,1471831.07513048
2025-02-10,907514.1012963076,1052977.6468605138,926490.299893296,1001420.2188207966,987300.02203961,1121745.4519449829,1302366.6124246195,1455152.0528784366
2025-02-11,918142.4980858262,1054359.3368712007,929052.3768376472,1005389.3274023395,990124.0720768223,1126719.179668528,1309754.9809241204,1464047.5087904881
2025-02-12,893042.3043478157,1050986.7579687813,920897.2929982307,1002196.6821100574,980241.1639307067,1117026.4177356872,1304473.1365121908,1461823.6165345106
2025-02-13,891625.6323195108,1050746.4963599164,925270.8159932258,1009108.6357309681,985233.8207209865,1120292.3098334176,1310615.2689083675,1455522.7204397428
2025-02-14,888446.1845680694,1048409.6554656879,917274.7339619758,998770.9525205952,978386.2177470485,1117137.955181072,1296791.8062601704,1438102.363065087
2025-02-17,919463.5352433353,1054326.9543777255,936049.2649926307,1014196.7265226704,997985.8712065974,1130634.5962424092,1316547.9084904757,1459970.391839839
2025-02-18,914014.7665059395,1056091.502885374,934022.8587903144,1015845.0931837421,992847.3589232722,1137357.906140844,1325553.2552065528,1465159.3983625474
2025-02-19,875130.22777803,1049619.73240378,928137.3680791022,1014477.0663740498,987011.1454225811,1128658.1999358288,1322078.9563647802,1462564.9516571227
2025-02-20,868084.8831332765,1046988.6960227395,936275.2546795966,1015137.2617914539,992422.0047324941,1127970.0645317256,1315547.0469991385,1457005.2775731082
2025-02-21,883881.2783094592,1052737.5722812,937855.609110749,1021377.9908277851,994650.5812118688,1143484.8876835415,1329145.810827442,1467383.2906185251
2025-02-24,870822.9551311246,1048120.1706045575,936462.6156033637,1024122.5362779957,995152.2521619814,1135138.1034378326,1319907.4512163438,1454410.7177558246
2025-02-25,848394.7025128796,1040316.7519833498,928987.5496815803,1018670.0278475147,987778.2885351198,1122098.28001061,1304247.4531307688,1435507.8032478034
2025-02-26,863699.5721503606,1044142.4483274245,940356.1246785285,1025732.9293920856,997158.8790391352,1134233.432147436,1310791.1772347495,1443291.3695877956
2025-02-27,844690.9420783346,1034191.5327485877,921752.0705556037,1007083.6405470234,977816.1310742762,1120928.1549815587,1291222.6886734401,1426983.014897058
2025-03-03,825117.0678135816,1026902.246046125,920293.1070737006,1001283.5225107532,974637.8268862887,1115205.3846014743,1274591.4753381012,1393995.637954277
2025-03-04,841173.0240840862,1027029.9604968089,919830.7592000129,997207.6165773731,973921.8937757971,1112956.6718682656,1265665.1123357355,1384729.5144809196
2025-03-05,847826.3490812972,1033954.7394661288,928107.194052613,1005556.9683077198,980129.8338938247,1116788.7685884752,1281069.1244239633,1402891.0938663285
2025-03-06,856851.8461565551,1032673.7984085757,929395.1281365516,1004567.0065595966,984838.0727875101,1119924.2570088156,1272305.1046780348,1394366.3055155831
2025-03-07,825016.592546885,1024279.766646797,914307.178881562,993664.9666025501,966313.4244517757,1108180.1270322558,1264499.500882003,1381393.7326528823
2025-03-10,813781.477410406,1019080.1012187831,903819.8650616767,980824.9032499653,958163.9467916554,1102740.0102986575,1257950.7445746558,1373239.4987515844
2025-03-11,798660.2580954869,1006025.4063730031,893772.2525853278,971668.4187223774,948621.5587299755,1089952.9362281202,1236215.2360896498,1349147.577720855
2025-03-12,809763.6546681601,1013256.8876251362,896225.5378140571,974397.1821501118,959989.0388626547,1097282.3358285245,1247824.5292565194,1355077.9193661755
2025-03-13,818391.38118051,1007723.3712882071,864192.1332005622,950500.8258535725,957689.2785992117,1090317.107146053,1230087.1063463194,1342476.014064781
2025-03-14,803992.0911454728,1000523.3533231267,863048.9620656135,950790.4149153095,950630.6485580893,1088547.6603926858,1230443.9552024505,1338028.229552826
2025-03-17,824166.177890381,1010864.503658433,866598.0907048347,956099.2924978596,962807.0468875624,1090400.8957100003,1238878.037440687,1349518.245282161
2025-03-18,839462.4099147058,1020357.147978555,881347.8087147834,972859.6077253681,974098.4392387129,1103319.4998908245,1247449.8488971544,1355077.9193661755
2025-03-19,814570.2763931463,1002192.4204965448,878751.0689286353,967426.336803661,960216.7501289106,1088832.7977403114,1230039.5192057872,1338398.8971141318
2025-03-20,815071.3659469793,1015980.1999543634,887228.0194729926,982141.607418285,967730.7200385786,1099143.8626243947,1253364.0006016763,1367309.1571062638
2025-03-21,832740.0958320806,1018675.1633031744,880817.0347108009,975379.9647333485,972299.2818938948,1102806.737028508,1243945.2474394564,1356189.8089382348
2025-03-24,813723.2709458203,1007476.2718986811,868178.9533299567,968527.3319532734,963843.4061862684,1090080.3874584679,1238206.4570826895,1354707.2518048694
2025-03-25,827692.7043425938,1020496.8835769248,881083.5620221259,982115.7330229145,971101.1949587822,1095621.4765971515,1247534.9587714858,1368791.7142396292
2025-03-26,827405.9051429789,1016357.7841309062,885979.5671700599,983791.2732794147,973371.9198480181,1098433.632614944,1246812.4000054698,1367679.82466757
2025-03-27,806223.5598105248,997115.4442278533,875626.275837815,973266.7564966541,964981.7281361673,1088410.6100697832,1229531.4854572057,1341734.6789421688
2025-03-28,777545.8615151085,980571.3076985849,853304.9496182563,958560.6296064716,947074.8114956904,1071624.1225962932,1209991.1115973142,1328391.4385181624
2025-03-31,739047.1478038839,941241.7748456096,830572.203200257,928190.1673700672,912897.1253808477,1039875.6604697539,1159190.0340494195,1280578.2640180092
2025-04-01,756918.7005687765,965676.639800371,859822.488646424,956829.4270231586,933791.5710497266,1057850.1307069515,1191915.3277085698,1306894.0773047165
2025-04-02,757698.000315627,965977.5736550996,855894.7878922584,949487.7218725544,933241.2663231303,1060796.9185031557,1192926.3630023657,1304670.1850487387
2025-04-07,683082.4414853657,876786.5675917785,773148.9946326377,857689.3527510029,850506.2252884319,978912.0348805519,1077215.6599980856,1174203.1212991213
2025-04-08,680059.8332070778,872906.8022049911,769727.8110508193,853894.1073318279,846742.7711728467,950502.6841746748,1033953.0418848883,1136026.737833632
2025-04-09,680059.8332070778,872906.8022049911,769727.8110508193,853894.1073318279,846742.7711728467,909422.4581047295,974123.0975399637,1083765.7788215238
2025-04-10,693900.237551096,874594.6296283018,811011.2849350132,918213.2257649051,869150.751334879,968814.1197082825,1064203.2572577228,1191994.1462350832
2025-04-11,693209.7222745778,874493.8299026254,808852.1050215567,914887.5440412462,867955.2716523047,990900.598374352,1093818.3210491051,1219792.5166551557
2025-04-14,693209.7222745778,874493.8299026254,808852.1050215567,914887.5440412462,867955.2716523047,997472.418292597,1092940.0921658988,1213491.5074485291
2025-04-15,696528.3598674481,874923.8763197738,815270.9487782657,919891.0229888523,870800.0082935713,1009209.0142173644,1112240.233012895,1225722.8583004763
2025-04-16,687215.8125275257,873879.9163307819,807996.9445757321,910503.4593342728,868732.0673304298,1002068.0602458508,1090414.5824501908,1203484.1619644181
2025-04-17,687747.6173187755,873353.8313081294,805676.1005471082,904121.5673064179,864576.5463663945,996044.951186165,1083174.1169713794,1190140.9215404114
2025-04-18,689535.7666750234,873457.3029921546,804050.8395741315,907136.0607317871,865646.5925789755,997456.329064408,1086327.44875494,1192735.3682458363
2025-04-21,676267.6750161172,870848.1612184098,789515.3577740522,894718.2312525696,853684.7828448343,982426.4646931855,1070149.8994926773,1175685.7915443457
2025-04-22,658030.4702379341,868214.6325775697,778598.429978642,879703.8087452835,842923.6547787247,972286.6497572575,1052631.4868246522,1156041.5419137124
2025-04-23,687611.3215498612,875051.9730659898,809521.5411179395,915089.0749396271,873360.8453845932,1000194.6987087089,1100000.2734893134,1207190.611353761
2025-04-24,690082.2124563317,874766.2999017871,801550.3459351392,900959.4135197586,865341.8922591523,996269.4287977363,1091020.0877900696,1200148.2670245224
2025-04-25,723603.8329899837,880910.3015393228,830862.6225769849,930198.4617432541,886142.775602652,1009233.88952239,1113083.7834511616,1228687.9725672072
2025-04-28,729913.6192202679,882556.584120921,830846.2146866651,929205.7914389557,889828.9167651177,1013601.9067640194,1122139.5615966306,1239065.985612624
2025-04-29,768980.5204583602,889682.754038517,841853.4757550092,933506.6009816116,910135.2159130466,1029680.1612457223,1133242.0243678978,1243884.4376858852
2025-04-30,763744.0740918291,890162.0262877406,849190.60666779,939969.889419455,905456.8586678358,1033862.8195072142,1133376.3623186424,1249814.7793312059
2025-05-02,795930.7418762052,900592.5039831036,849984.6380760999,933740.3411082214,917231.5204290437,1046260.1849221103,1164328.4606653994,1286137.9381020237
2025-05-05,786765.8373141893,896521.5274208863,830745.830987248,921185.4724816269,914016.2109718305,1038702.8498036274,1150065.3365969723,1274647.9223726885
2025-05-06,810257.553293249,899893.186637867,837732.7357857557,921858.1066588348,925902.2901368538,1058335.1845955714,1149482.8043594197,1267605.6911553086
2025-05-07,805770.3224518183,899784.266342103,834761.8873188825,920155.4361876434,922922.7705806149,1055376.9177225053,1150821.4798506747,1262787.3521939064
2025-05-08,823493.6797290423,900948.1447541526,844899.3337700696,923185.8562125153,931840.5370799542,1057202.2430518982,1150648.415813152,1279466.3744459497
2025-05-09,840529.0066462611,913307.0942295238,859423.5909722181,938522.5461043305,945346.9709209679,1072370.326353136,1171464.1250393142,1295404.0615753813
2025-05-12,849176.9090697261,919302.5498811015,869842.0313351484,947869.3173016495,946274.9416505545,1080923.6459751758,1183478.4011814739,1309859.1915714473
2025-05-13,856466.8215750399,925414.2242359958,876015.9456017347,959380.2012347168,950319.093671447,1080822.378128694,1194714.2173419574,1325796.9918127374
2025-05-14,892667.4390558302,944176.2233140538,899655.3621723981,973890.9570034927,965486.3571657696,1097909.41785671,1220071.8182937002,1355819.1413769287
2025-05-15,897708.3570417571,945491.2638986937,898944.1570237012,970465.7828711456,969334.0868613826,1098363.0081671227,1217124.5880567217,1352854.0271101978
2025-05-16,894363.4662865457,948276.5902668057,899514.7986805768,971409.046342749,970985.6428100069,1097505.1155262443,1223478.4011814739,1356560.476499541
2025-05-19,878734.4631345203,939126.7585593212,878856.3832257123,950507.9533614105,961684.1323235492,1087379.0549788296,1205562.8820303848,1337657.5619915198
2025-05-20,879427.8859005627,938594.4799666265,881915.8987267347,953925.7022389359,962580.3493912815,1087796.2231541506,1205686.0616171423,1340252.1218088034
2025-05-21,912519.6259590178,952985.5030785452,902610.1131470533,969456.8079432434,980250.6193057661,1108677.726873408,1221250.3384430252,1361008.261011496
2025-05-22,919352.5429545908,953153.7893827541,899356.8300202222,962899.7724026627,980313.012917937,1108543.3532934606,1213803.771417632,1346182.463454124
2025-05-23,901592.9745798269,947838.8002814477,904275.3122322889,964406.6163004822,971434.8563263102,1103554.282341353,1212755.2133900367,1340622.7893701096
2025-05-26,900769.6221000003,944006.9258243499,898401.6722634168,960190.6622084564,964031.9710108048,1104708.7627297891,1206276.4703469211,1339140.1191248852
2025-05-27,893545.4757629646,936632.5323050749,886084.9338524671,947076.5784377045,961118.4591145153,1093357.684412785,1195072.5977382434,1327279.5489461028
2025-05-28,907098.6948178296,942429.3891361498,896922.3629544111,955360.3226298279,967316.8625182109,1101386.0346224122,1196258.9943797945,1329503.4412020806
2025-05-29,915854.0101999005,941473.4740839248,909452.6831810804,959466.5649527496,960130.1371451472,1100291.0046944334,1195675.3681849882,1332468.5554688114
2025-06-02,895649.1001852521,922915.9541058122,891762.0487511487,940753.0507306046,949960.7258592602,1080573.4240858397,1176374.680359365,1303928.8499261267
2025-06-03,901118.653018764,925516.7367730731,890730.2255337568,944103.6913355774,956149.100793197,1077148.090929825,1183332.2484923904,1313194.973399484
2025-06-04,915013.281798345,944755.6391187831,907669.109332356,957290.9593762344,962101.9572719233,1088354.6913193734,1210842.4291320816,1343958.5711981463
2025-06-05,916155.1997125945,946562.9036987405,907683.6723721357,955418.9606808609,965772.382962139,1094560.1789479493,1213998.058225875,1346553.0179035712
2025-06-06,906255.9303287561,942573.208098568,904759.7261727186,957947.6672858185,964639.158588657,1089953.9803349592,1213226.8183620726,1348776.9101595487
2025-06-09,919798.5462578209,952326.538919067,912468.7879669996,963810.764009375,972503.6174767008,1101297.7240836155,1220487.4126543505,1361749.4830222493
2025-06-10,963677.5678242241,988917.0754117274,923614.8307965131,976381.7040223068,997042.6578882876,1120395.445600292,1245795.8949254057,1398443.3093543733
2025-06-11,981626.1557658666,1005402.6731193531,935312.2438099714,985172.7661303467,1003144.9351858989,1128683.772986594,1258564.0170110352,1398443.3093543733
2025-06-12,969924.7085927456,994957.4985748699,932182.7660916181,977563.1442278809,998435.5691180126,1125307.6932546722,1248354.4421501728,1398443.3093543733
2025-06-13,971235.0628343772,988921.2890543247,927979.720906529,970060.1173323578,996899.9713473216,1126666.082122595,1236319.3808201945,1398443.3093543733
2025-06-16,964386.1376213299,984579.3353924047,932845.4129593702,975185.8918188995,994029.5520472423,1128535.4145269291,1235028.401865197,1398443.3093543733
2025-06-17,931454.8497090734,981004.4620610476,931841.0430443616,983382.0668581909,981036.3323229086,1122887.3827322305,1244084.726989293,1398443.3093543733
2025-06-18,917598.932040193,978966.3081075727,929629.4742348524,987326.3895110077,975396.0007508098,1119806.5509173058,1252214.1421323963,1410526.3705594265
2025-06-19,903780.1945614244,961216.8449648442,918750.3171265455,973671.0179270691,964317.8896776197,1102548.7897789197,1232429.4876177714,1396590.084659702
2025-06-20,898255.794259378,967077.911254265,911196.2630856367,968386.7205084747,961444.9174839203,1100981.2211847384,1234795.388970176,1394514.4820506186
2025-06-23,898481.2604465702,949856.2426119641,901185.093285832,958934.3174895233,965755.6068155363,1092136.2356597655,1217223.7005838996,1382950.3780537657
2025-06-24,915465.0647914328,970971.809558029,928811.8709919782,983281.9396065659,977562.2687761381,1100737.6134805838,1242806.0003555361,1408154.3017684135
2025-06-25,934729.4619476268,988676.6286982205,929269.9606011243,986115.1655091232,988491.9028665617,1121813.451834091,1256352.1448399404,1428613.8616773176
2025-06-26,933966.3091957477,989826.2532907415,919312.2912342878,979363.065613646,989999.1955377653,1116483.9594572033,1259809.7061357328,1430392.9981044715
2025-06-27,926940.3958026469,991351.0732052498,926603.7293465467,988386.9360121674,987219.1942611343,1126099.2194238505,1264724.0903061714,1431875.555237837
2025-06-30,919707.5306200014,978989.6440396629,926770.2492649885,984359.7112540192,978525.5434089791,1119251.7190008832,1246573.2609498284,1433951.1578469204
2025-07-01,954733.8473877341,1003547.8840515041,930863.6112015577,986789.9679793305,999259.343235581,1128980.4215169246,1263247.6855966852,1442253.5682832538
2025-07-02,960455.8164175677,1005201.1763363511,933556.9727585645,991938.6458777374,1004680.20731601,1130464.1880016786,1264593.0342271875,1442550.1475770422
2025-07-03,983373.4085792057,1013987.8432740178,933352.3390000196,991049.1701249069,1014880.392836538,1141674.2525821715,1272167.375459804,1462416.6620102285
2025-07-04,968949.393396037,1005922.4842112513,915740.2421543928,981684.0070494598,1015279.4180490393,1134963.9157375146,1262899.2602114072,1448776.9554042923
2025-07-07,939476.2878135357,992516.831214406,895696.3071472974,969559.9682034439,1002452.3243159475,1117825.486253734,1256246.3591735153,1440177.9656741705
2025-07-08,958212.082330844,999119.8564935738,893338.6227295728,962408.9527968353,1011122.6747662879,1120508.8609398783,1252524.388409523,1433654.5785531318
2025-07-09,990074.6795291123,1017127.2332317665,906249.1953842969,977562.6677569336,1027614.6490753577,1127839.1872760397,1261751.5896566343,1448480.376110504
2025-07-10,1016771.542660664,1028614.9397475314,913019.3040631147,981629.2801169342,1048565.8798995375,1133784.0697539304,1271062.8068208233,1465085.3100950299
2025-07-11,1002894.2761862413,1024949.155991151,929733.2303021284,996254.1181582398,1048009.4020214233,1135883.1574838874,1274299.0605642083,1471312.11792228
2025-07-14,968910.9114692417,1008509.635281364,912796.241181645,986172.0475710816,1035037.683702196,1125210.9978540423,1266678.3355440386,1462713.241304017
2025-07-15,990426.2151774549,1020415.9456485236,920786.0045388074,990077.1965292877,1041306.9797248151,1126931.487581112,1279054.9303285973,1482579.7557372032
2025-07-16,987266.2836650951,1029321.3220787552,928005.1331227155,999365.0096072144,1043477.3301652761,1128074.4480623957,1290646.9389708596,1494440.4390278442
