date,a2c,ppo,ddpg,td3,sac,mvo,cap_bh,twii,0050,a2c_75,ppo_75,ddpg_75,td3_75,sac_75
2024-06-11,1395565.0770581202,1264523.7360217758,1342038.5873235955,1333678.7881948948,1157999.2684597273,1046520.3445945237,1277630.886902112,1220589.9164490148,1284655.3809686583,1333191.618031904,1263895.2732564968,1342694.9212871245,1094884.7252068568,1153341.743703209
2024-06-12,1428672.2838404858,1283849.7186076902,1370402.1715104175,1359209.277237307,1168784.2564090393,1052591.9173655047,1300093.2628760373,1234975.782521298,1307635.2993154696,1360729.355800497,1283110.9295278413,1369168.5396568335,1099830.9523795012,1162035.495957148
2024-06-13,1454290.3571992186,1302836.4491298418,1392407.840520696,1380987.342812044,1190344.7894734242,1065749.011820541,1320745.8606764933,1249710.9491446621,1326538.2138234908,1379569.417568966,1302074.9943806208,1392359.7446566082,1111458.101601756,1174667.2033206106
2024-06-14,1462264.8379292544,1312300.5980638866,1401134.6681006795,1390927.1576044562,1202469.8662014364,1080096.5926398784,1330316.0757352659,1260503.1656388026,1334321.7801634828,1387940.4967089552,1311568.8688614636,1402849.3331801756,1123002.4790709617,1187811.6378771102
2024-06-17,1459835.507100614,1310804.5231216727,1399670.1048926672,1389170.2628982498,1203497.5361976593,1073801.4147802144,1328684.8791022582,1260044.3599666343,1334321.7801634828,1387536.3647733151,1310080.4189762336,1400195.3151876798,1125135.3131856157,1188439.029391439
2024-06-18,1488674.9031933718,1329623.0963405275,1424214.778847461,1411788.8776731675,1213705.0861371385,1080049.8713069498,1349258.5718035745,1274657.5503562198,1356560.476499541,1412287.73590267,1328826.0975517128,1422156.184913703,1129991.299636456,1194216.9617599817
2024-06-19,1541881.8082458589,1363886.765197154,1467544.4578295152,1451062.1108169137,1239156.329374948,1101327.8107866086,1388904.4939917242,1299980.472863023,1393254.302831665,1454327.744579055,1362981.260294754,1467859.399345794,1133863.4207379804,1210757.934230222
2024-06-20,1545263.0621111605,1374095.0007087789,1477115.7299709765,1460154.844888106,1258052.7760409797,1107528.3666472938,1399827.5728142308,1310989.9492677324,1406597.5432556714,1456658.7836385325,1373254.54126263,1477670.080917708,1151313.1217180854,1232831.6604728592
2024-06-21,1530765.9607820457,1364335.2250206836,1464449.0901289156,1447219.4119822837,1253051.8937838385,1093543.3922798086,1387867.6394428734,1302436.625688851,1398072.754904926,1444567.684263574,1363513.1397617154,1462302.215045204,1147116.5608617172,1229989.341456846
2024-06-24,1487527.1190675579,1337299.237279626,1427978.7986929163,1414423.7578662306,1233669.0686570264,1080097.2312813695,1356401.6065220213,1277809.2412039,1363973.3752782268,1412705.3421271984,1336572.8781440677,1425409.064460367,1140464.8513210744,1218852.0750961995
2024-06-25,1491882.1583936014,1340400.336295703,1430728.4992172825,1418937.9608955365,1236198.7645512163,1075476.9268348617,1360574.8831427342,1281297.1051156176,1363232.0401556147,1416685.352853649,1339668.9205389663,1428531.654897738,1144390.1484300725,1224336.9535380937
2024-06-26,1508214.9032361093,1345966.9203710263,1442632.0520199917,1428841.8216996598,1234391.4739633931,1070126.362465473,1368840.8566559902,1287498.5299949404,1373980.8338741965,1429814.1120408832,1345160.5516867505,1440331.2470462709,1135438.8129548384,1216460.3297144496
2024-06-27,1506335.684237037,1343264.8611306367,1440785.1252916807,1428002.9897434136,1229647.1617843101,1061184.0642485332,1366789.6620849299,1282977.9704358054,1373610.1663128906,1428217.4077480962,1342451.5937977033,1439047.3933562874,1131826.2588210714,1212778.830830445
2024-06-28,1515788.894462317,1349588.0844949002,1448188.0630083615,1434900.104960122,1234217.457995251,1069137.412831515,1373751.9164732916,1290050.4040804605,1382134.954663636,1434195.6284609244,1348782.9999914365,1446229.820736331,1135082.4120174656,1219157.8072328118
2024-07-01,1519291.7094459734,1353855.5509095164,1453293.148940986,1439530.980285533,1240737.500566813,1065276.7418375353,1378318.4681611666,1291524.6208754394,1383246.9573475542,1438521.7473339462,1353039.3495608666,1450100.2453957784,1138720.929843357,1226723.7731416875
2024-07-02,1510252.2293655185,1343842.7008911355,1441370.742208565,1429075.9605037903,1230708.4128585893,1068292.2905318923,1367549.8386656332,1281487.4536777476,1373980.8338741965,1428209.271945416,1343022.115427396,1438584.2458703343,1130998.856639441,1218204.307796591
2024-07-03,1535380.5710716916,1362968.504846191,1464757.8173422161,1451120.1169501166,1242257.1986602622,1070849.124707232,1387273.461754447,1297901.9540811442,1390659.85612624,1451503.6931638406,1362112.2842786436,1458549.9777654067,1143312.494869321,1230950.08770208
2024-07-04,1568726.1515571033,1387755.1488664108,1497658.8769319414,1479699.0094512277,1262433.1242397497,1088363.9001996447,1415119.3981578313,1317511.2472480137,1426983.014897058,1484322.561022318,1386810.2625343346,1488517.6275023038,1159118.7767244207,1249374.3246216497
2024-07-05,1567066.0321607736,1387812.4562772212,1495842.4107748521,1479294.6824447552,1260868.6029385328,1088937.2059140739,1415232.1833731467,1319418.9993026021,1421794.0083743497,1485539.6543452952,1386868.0550405572,1487503.2161422982,1161652.2447411208,1252781.5803045654
2024-07-08,1607896.3812564877,1416084.4760136409,1534817.149504895,1514769.2718067495,1288425.253702324,1088257.0879769335,1448501.7456422714,1337429.8021304817,1466642.0686077718,1518141.3126719373,1415076.1732168186,1522141.912019287,1172022.3064205162,1270266.4680073354
2024-07-09,1615595.28458439,1420574.3899292005,1540534.2666116003,1518402.4445329276,1297111.0601020372,1079292.826495124,1454501.4019773903,1338658.0973348466,1465159.3983625474,1521836.1088783708,1419542.7339336164,1529268.903406857,1166519.489709342,1261136.8122964909
2024-07-10,1618344.4057967623,1424733.590920181,1544365.9613114505,1521536.7841586934,1301400.7732464185,1072850.6534885995,1459221.1811716598,1344651.23275308,1470348.5179971147,1526072.4229322604,1423718.4128629994,1531111.349050977,1166864.6106576552,1263134.1168569038
2024-07-11,1658351.993160776,1451692.2540777503,1583676.4852709633,1552841.1647892955,1313506.6333753725,1069246.1037938455,1489813.9300376233,1366100.4526248137,1502965.2273785896,1563070.4105778474,1450545.5183419017,1562068.975991514,1176655.6877961194,1280803.511535359
2024-07-12,1604852.9868784454,1419893.0730353098,1538833.0681161599,1511763.0847322715,1291136.5388911644,1064037.3595364217,1450334.2459453237,1339601.854257545,1455522.7204397428,1517060.7179898862,1418897.461226742,1519312.2571487927,1170134.7924631103,1269900.1569017954
2024-07-15,1603683.3722588692,1417155.3020420382,1537021.8054423744,1510430.4305842854,1287467.0650565096,1057863.3568763305,1447757.282077824,1337497.518084481,1458117.1671451675,1517064.0417790853,1416143.6912691155,1517847.7815056797,1169379.921323061,1264029.3142497786
2024-07-16,1622259.1783062688,1425611.8396353065,1548175.9998576602,1521496.3251787832,1286068.2549715175,1062886.754046934,1457658.948324343,1344100.644067333,1459229.1698290857,1533283.703505873,1424554.108170682,1528296.5458743605,1168001.62030425,1262950.519976369
2024-07-17,1589454.0703513615,1410210.8000056422,1529195.0463282347,1497965.2953927105,1280956.499763487,1051550.6907162673,1437613.7427077147,1331362.1682232765,1438843.698187699,1508573.2813015163,1409219.1810052367,1506069.564376518,1168030.746743598,1268723.5707417324
2024-07-18,1557393.6963606188,1390958.7636962796,1501637.2773349695,1473129.6734534367,1265251.6679864738,1049726.8031187113,1412549.5931372368,1310562.6495644683,1412898.5524622982,1484607.326006153,1390034.0380283082,1478523.8528259946,1170921.4528748388,1260465.408393494
2024-07-19,1510701.7706208418,1360243.3193177667,1461308.370628721,1437766.538443286,1248272.1141374917,1038648.5678965452,1378923.2372117962,1280921.2214032738,1380652.3975302705,1442728.6697716005,1359426.8411733482,1443454.2710183605,1159758.367538914,1244565.34275737
2024-07-22,1466896.124808913,1325430.508943036,1419609.016957365,1397272.7642275626,1216060.9269487457,1026424.6650235899,1340000.7251601769,1246627.6306253332,1339510.7866861913,1403804.140396026,1324657.930734568,1403944.3149411932,1139380.3716945343,1212180.8532259276
2024-07-23,1520557.0750745623,1363769.5296907495,1469461.9242650075,1442255.4373353315,1243739.0809772972,1039992.4550175123,1383124.1657629781,1281065.7331564769,1381023.0650915764,1449701.2389080296,1362883.170227648,1451069.8485277947,1159207.471355572,1241070.701101565
2024-07-26,1451561.4173876925,1315603.4642471655,1406829.8604381373,1386045.730901394,1213686.6989642226,1014596.2164786711,1328505.0815774268,1238910.5279711194,1326908.881384797,1385541.3023730195,1314880.788474203,1388125.9787433206,1139617.0438985303,1219986.1539758958
2024-07-29,1471941.390301042,1326191.694601121,1423848.0219002992,1401346.3863311417,1213378.6478585922,1002648.7704168154,1341953.4618513854,1241446.6490721875,1338769.564675438,1401896.2558517985,1325394.3121133514,1400780.244601633,1141597.0758352575,1222358.0839872684
2024-07-30,1471866.90418142,1324442.4902463842,1421493.2285350296,1399774.774539553,1216222.59389778,1009281.3957250552,1340255.1532377931,1244755.7603686636,1338769.564675438,1401019.7257631386,1323644.3407350814,1400768.8370575134,1137451.1977327808,1226071.3836744844
2024-07-31,1463543.0322262093,1323880.8204678893,1416497.5317568395,1396961.0057911794,1219430.4327617313,1017512.0714460452,1338847.8341422072,1243399.143978449,1340622.7893701096,1396381.36072828,1323182.8768753856,1396028.8277018175,1146590.757827239,1239796.8609196525
2024-08-01,1493584.1096949033,1349934.3734590092,1443205.5018316915,1425249.6956741435,1236691.641514827,1034181.0415999967,1366497.424502941,1268197.8421693172,1363973.3752782268,1431393.3516339008,1349239.3957541245,1425546.5172130903,1159394.2824132354,1254365.0144213375
2024-08-02,1414220.1124778895,1290451.7854953154,1368392.320295888,1358939.784426749,1185171.0867872953,1006998.476251771,1300691.8986422436,1211962.6413597888,1295033.3940140752,1363058.8661438315,1289876.3269172069,1353477.6033349764,1133106.102195908,1204807.670587283
2024-08-05,1286702.1550224936,1187030.6504959953,1248558.9606124538,1245990.4979309402,1095394.869165215,957422.993245868,1191593.8520035285,1110739.7612438295,1176797.681116405,1247232.9645824027,1186627.5426820242,1239442.2065419245,1069092.5487360863,1122465.642298665
2024-08-06,1371889.329210515,1242165.8825825092,1320420.9274871259,1311284.8861120534,1126622.5042321829,965294.0197946844,1251154.6313052212,1148274.6379685213,1241660.5454299077,1321424.6400275216,1241504.9650226347,1307532.1162429056,1082154.663750439,1140159.9708690264
2024-08-07,1433300.3734311475,1283571.4132352818,1369994.8250814255,1361147.8839140853,1156622.9741750997,994168.1990101838,1295109.8329690972,1192761.6130399706,1290956.277063426,1373385.6162927407,1282782.611236417,1358215.5694226434,1095791.001601394,1160725.7480216469
2024-08-08,1399643.6020803263,1258718.5465338835,1339887.9034468564,1334177.0695548488,1136896.8600843048,982039.4419665264,1268299.652778378,1168947.038794459,1264269.9093272719,1342307.4209792009,1258000.2315310824,1326662.4666240949,1083430.0517671723,1140796.7014003173
2024-08-09,1447123.764157188,1296629.5523640516,1386531.9914612742,1375455.4186565417,1165401.5325171775,993525.5461353484,1309232.3655796556,1202491.8158322964,1303558.2954766792,1387749.0291033525,1295820.5565388005,1369085.0207514898,1106130.400965761,1166381.2656894815
2024-08-12,1464062.2793949835,1313627.0102229118,1403210.0992315789,1392414.8396817106,1192072.7872989215,1011881.8825238715,1326276.920771336,1219533.591324919,1319866.6501674168,1400266.6498034238,1312859.1058604012,1388227.4284281542,1120701.1929380835,1189740.5269110445
2024-08-13,1464157.1614942742,1312975.1334501018,1403309.5292367188,1393037.055949832,1192592.6973153087,1012014.7442355078,1327116.1221258915,1220839.2293071148,1323202.4319954538,1399867.6878474583,1312195.7263127554,1388308.598938954,1122654.0043776273,1190366.6005062384
2024-08-14,1479763.9308502765,1329499.3945691648,1420351.6699576934,1408633.8952332796,1212360.6665870466,1021117.9978320791,1343011.452998366,1233759.7396381737,1339881.4542474973,1414762.057066517,1328726.2225644244,1404794.9937967486,1141275.1144436651,1206502.8510919958
2024-08-15,1467912.2783817593,1316923.11865144,1406263.0984238205,1396648.2536963348,1193911.182576545,1012275.4968145215,1330963.0588664068,1226361.8537105662,1329503.4412020806,1401747.0238991822,1316161.021324259,1391956.4590493308,1126962.915204752,1190482.2110015317
2024-08-16,1509886.0512621205,1345799.3906947202,1441324.6079012575,1432100.9393497875,1218925.6803061743,1028227.3498899674,1362060.2034684296,1251799.6417289993,1359525.5907662718,1434987.7311101523,1344969.8258488623,1425861.063806399,1143455.2007216918,1205874.5113931915
2024-08-19,1516292.0507313232,1348209.1796302067,1446715.1259106367,1436830.8082017442,1219796.8633633275,1026312.0695279853,1365282.7211392084,1255177.125353827,1361378.8154609432,1439912.424475692,1347376.870406666,1431460.5384011704,1143284.7117863577,1204566.4056274013
2024-08-20,1516318.4024540288,1348073.8737023624,1444121.6406057794,1437374.5031071387,1220827.5715777213,1028340.5885572116,1365385.592152551,1256267.5819442356,1362120.1505835555,1441281.5768674463,1347255.7291425571,1432220.873061684,1142453.944879625,1202722.9160951
2024-08-21,1495655.390309899,1335224.2130001665,1426560.4058984902,1421749.5937680234,1211307.6961304692,1028426.9208908174,1350478.8115219867,1245557.849827018,1347665.0205874895,1424032.3533565882,1334426.0023140016,1416030.6428073533,1141214.3972966308,1196791.6786241354
2024-08-22,1488941.3836353102,1329428.1337130435,1418884.020705003,1415520.7879340656,1206368.2701957456,1022946.742876878,1343203.1115882907,1240569.5141462348,1340622.7893701096,1417061.763570317,1328631.2878509862,1408403.3439391744,1137814.2905082984,1195252.6880246594
2024-08-23,1488002.543833943,1328022.0016840983,1416051.6475692447,1414400.2183306706,1205592.3600482487,1025943.9888286112,1342016.6000314725,1241085.9713656688,1341364.0113808627,1416357.2019762038,1327215.935871845,1407033.2548310552,1137946.5948828864,1195612.8827724983
2024-08-26,1489544.0609056668,1333695.9053089935,1422088.5373051465,1420966.7525305096,1211267.2614773065,1031056.5607315896,1347020.2999364126,1245682.6703496561,1343587.9036368404,1417706.630628461,1332927.7770878423,1410471.915293787,1149875.326888934,1208614.030408838
2024-08-27,1478821.5932074327,1327136.2215178309,1413404.7753534093,1411960.917300261,1209104.6169372716,1035225.9402534445,1339601.3952508976,1242595.4135842142,1337657.5619915198,1407778.5649980025,1326387.069485727,1402361.9722931965,1147107.1208119446,1205317.6160045278
2024-08-28,1502480.628482712,1340175.1235149843,1432747.9261651395,1430322.9981905124,1210956.0616061736,1030679.1373872228,1356229.2124182365,1252994.352445678,1356560.476499541,1430775.521611154,1339352.70976426,1421575.2975402018,1148811.5606052915,1208214.57559895
2024-08-29,1484794.3206529394,1327451.3333859541,1415999.7229456184,1415527.874497032,1211074.7375559586,1024775.8623661345,1341012.5565875345,1243539.1705069125,1338028.229552826,1410140.6723408075,1326652.2760627922,1404245.3677317267,1142882.311522134,1202792.1995162098
2024-08-30,1484856.4703330437,1328598.5152617663,1416637.7299311992,1416251.7943470622,1211134.614474378,1026355.8806384685,1342154.3061864094,1247249.3265325658,1344329.2387594525,1412577.1583706532,1327784.469580806,1404931.7156039462,1147093.3010447656,1203826.791842697
2024-09-02,1487011.4822064505,1328769.0162824658,1417706.5604565113,1418705.0469027406,1207996.7399982715,1025915.3253453716,1343629.0862081687,1245401.5233354757,1340622.7893701096,1414842.0871469958,1327931.092937227,1405545.3111896317,1145131.1384518708,1199200.264102678
2024-09-03,1475239.284301054,1319752.1233049114,1407084.1304878423,1408977.4965978507,1202887.4905338546,1025822.2928158204,1334989.542208984,1237398.2414637147,1334692.4477247887,1403106.9178889878,1318935.4496581363,1397700.7854257068,1140309.1357001965,1190587.4997636306
2024-09-04,1397955.0638953887,1258591.8691797326,1337413.832641991,1344167.5721246111,1152199.2651935471,989863.8637901883,1272219.765387987,1181417.8232985546,1269458.9158499802,1335973.8689853174,1257862.5456755804,1329182.2708732218,1104482.8388137838,1148781.1464555631
2024-09-05,1411327.5107881168,1264197.8941269955,1343576.5566973852,1353497.8677109354,1147607.6872122285,991187.1003841821,1279770.7208090094,1186736.6434656566,1277242.4821899722,1349274.362132086,1263384.6534250376,1336323.767853562,1103683.4197699346,1142592.7910839545
2024-09-06,1434262.6730847862,1282130.737966218,1364029.819512588,1373360.4404602665,1160876.9514460226,1008675.9249119767,1298593.3582413222,1200598.0664305543,1295404.0615753813,1368235.3528158988,1281298.6586460636,1358640.663117579,1114939.9415762343,1156100.152273861
2024-09-09,1406017.1784824869,1259662.0667335135,1336868.2778744837,1348924.8462122607,1140863.2848068348,1002559.1538680745,1275235.4843651399,1184312.9811702608,1275389.2574953008,1346210.2220989598,1258857.239130231,1334493.401592173,1101948.089102953,1138980.458704982
2024-09-10,1411359.8636083652,1258908.924320892,1339910.82911325,1350942.2394882557,1135317.908057386,988882.8878830662,1276160.2038827892,1179812.0034459655,1277613.1497512783,1347222.029541308,1258008.6241672533,1334648.987996177,1096961.504021532,1133764.2715848002
2024-09-11,1406940.4683225707,1256218.7339520575,1335388.1517037041,1347730.5063729705,1130932.7399451658,990206.8993737572,1272646.622582706,1177959.1680455087,1273906.7003619354,1344428.620471658,1255334.9880006271,1331490.0601318325,1097457.472766379,1133172.4784810569
2024-09-12,1465944.1233242855,1298702.0584170234,1387024.3418476204,1396329.331080387,1162247.0267980807,1014280.664667046,1318567.4157930913,1212811.770980049,1321719.8748620884,1394814.8368429814,1297685.611690807,1383051.8568559955,1116543.6907858553,1162802.5761203058
2024-09-13,1472124.5235169015,1305216.3247515145,1395375.548954685,1401209.5495815515,1163393.1248360898,1019307.7625768248,1324129.062834453,1218771.3219105965,1322461.0968728417,1403340.2411471205,1304191.7266341075,1389821.6704468988,1120541.6921904604,1168155.7887737595
2024-09-16,1472348.0911482146,1309983.3844502547,1400424.9847539281,1404280.0419584927,1172599.852975984,1022634.8832286298,1328308.2346727327,1223836.3439948582,1325055.6566901254,1407377.8779361912,1308953.3062210914,1395257.9244743923,1126187.4915891753,1179299.4762823572
2024-09-18,1460083.781646252,1299864.3519808517,1388297.3128098806,1390670.67811508,1159943.8011880883,1013481.022443994,1317468.0543358887,1214245.0737737422,1318384.0930340514,1397227.2499471784,1298819.4956971945,1383232.9245336198,1118515.1689041497,1161790.3789919894
2024-09-19,1487286.8864104792,1319979.9944319222,1411895.2668664027,1414176.5778107236,1173163.7709323699,1031602.6761890524,1339177.9833066254,1234624.5128471605,1335433.6697355423,1419054.2878215786,1318901.8248211788,1406244.7545864952,1128435.2398259847,1179472.930088474
2024-09-20,1501775.4995829088,1330036.663991743,1426633.6179701602,1427657.297510894,1176585.9035814633,1039508.4152401264,1350651.866036461,1241162.6577691478,1352483.359548892,1432072.4984957117,1328913.9957125098,1418564.5415118013,1135860.50570972,1179402.3030801816
2024-09-23,1512520.4753800717,1340117.6336330115,1435708.1114113599,1437642.342655693,1189373.6532688923,1043956.110440097,1360750.710326855,1248226.1209643232,1358413.7011942123,1441385.6429887165,1338998.4149498057,1427996.570513164,1144688.5434802377,1188859.5646032228
2024-09-24,1530165.0629416008,1351113.3005768752,1449588.287700001,1452733.8180022368,1198832.8377001656,1051249.0674503983,1373382.2655557902,1256417.6728794323,1371386.2740569129,1452192.9077610034,1349930.534953866,1443206.1461660764,1150518.6605599734,1197791.8595386168
2024-09-25,1556484.7165827518,1372322.2688452995,1474610.271922996,1475165.4742330036,1217634.503281005,1065229.1663442706,1395381.1684191858,1274891.1102298677,1391771.7456982995,1473586.190357274,1371109.2579573034,1469814.544518412,1164889.911759178,1213195.180918011
2024-09-26,1572026.0495379614,1380715.7058748016,1486715.5601791476,1486151.3548312793,1222627.5172564536,1057626.6466502564,1405475.1596646586,1280335.9542725866,1403261.7614276346,1484594.3367310036,1379452.8549503796,1481025.7242732756,1166739.3011638136,1215557.0826159185
2024-09-27,1555921.0839613278,1377895.2596530702,1478803.74193076,1475996.2054177101,1227572.239703081,1070519.1107122912,1397111.367548803,1278318.3689097348,1400296.5340490448,1470617.3316959112,1376695.3512396044,1475155.006654762,1175054.7159026768,1226323.4363681446
2024-09-30,1494252.7360421359,1336796.3796307489,1428816.9810868527,1426879.4329072349,1199777.890597588,1051418.3418979333,1351618.1396868932,1244810.0206484431,1363602.7077169209,1419987.7390503858,1335776.7132023957,1423383.4653282736,1159911.8935424031,1206892.8032343911
2024-10-01,1516038.637376723,1349095.299818996,1444282.9301595052,1443173.564123921,1206720.6931661814,1050251.0732427256,1365715.3236851282,1254099.4680632853,1361008.261011496,1436904.118621795,1347995.571018614,1440391.1301190394,1159437.51394682,1207509.8889671592
2024-10-04,1518945.264291305,1347735.020429713,1452798.8887740334,1445292.2419440928,1202386.5393193997,1032242.3813451871,1365816.8042389262,1249188.475160333,1361008.261011496,1434412.5495943269,1346645.3583699914,1443363.2432618188,1156275.0040232523,1204044.283772878
2024-10-07,1553183.6101787654,1370675.0094558636,1483144.8212854348,1472513.4650671014,1216433.9939424812,1038492.1857147599,1392604.272889079,1271584.2962436243,1394736.8599650303,1464486.600488539,1369476.0432377253,1472996.3778865812,1161873.7892655616,1212438.1934817175
2024-10-08,1554382.5512356174,1366160.485747752,1479227.4038554195,1470058.0145700523,1207081.5989788964,1035811.3031622268,1390163.4207951166,1266477.81317945,1388065.2963089563,1464769.8666539972,1364889.062231128,1469545.8785221332,1148695.023760436,1205111.0233533138
2024-10-09,1565704.0000743112,1371624.6901278072,1487547.480934568,1479783.1761323775,1209116.170039246,1039958.9841765304,1398817.215833694,1269148.9286056147,1401037.869171657,1473498.207449126,1370305.9182022386,1481052.9850439923,1147523.409324621,1207761.2035348576
2024-10-11,1601157.9806825882,1389375.6306922704,1512169.3665343453,1503949.7767691098,1216519.5952694935,1035832.5394510869,1420646.1223259915,1282734.8931340508,1424388.4550797744,1498284.2415921192,1387939.7966310815,1507310.848029377,1143703.6586255222,1206936.9443688209
2024-10-14,1602850.8451728658,1392735.3265047781,1513070.1197012058,1505304.0707445815,1221938.5983259357,1052300.481967106,1423256.5507000817,1286859.9871460022,1425500.4577636926,1502560.7396967288,1391297.4482816106,1509460.069337318,1146857.0015625216,1212171.697909481
2024-10-15,1633394.2286400627,1415586.5707134895,1540879.8213813442,1532097.3893234823,1240469.56647712,1053428.7551282784,1450921.81655219,1304601.3483023152,1455893.27488919,1531656.6435641092,1414088.8605049702,1538505.9381663597,1159448.146133938,1227358.7763860426
2024-10-16,1601822.6189202424,1393211.2105901798,1512033.4447000509,1504921.2245192777,1226767.0734726216,1047444.3501994379,1425983.6603525265,1288859.084631268,1430689.464286401,1503849.2536519666,1391779.4982747796,1512064.5013539044,1147731.484260259,1215515.1524098665
2024-10-17,1593918.1657689386,1395521.4884203451,1509829.6057929816,1503164.0068278825,1238841.815107208,1054420.9885995428,1425461.5241305782,1291259.6644286125,1432913.3565423787,1499908.5082854794,1394148.0057421967,1510104.305381721,1158361.254883153,1229766.3083956062
2024-10-18,1651756.2450892285,1428891.8923112557,1557167.2618635504,1545205.7918305902,1247410.230809514,1063208.5255348638,1465732.0266457298,1315536.326218053,1468495.2933024433,1542691.547527854,1427405.7025816415,1555798.710524194,1163907.8334661925,1238529.3007044548
2024-10-21,1655334.4767979628,1426755.5148363,1555493.2953466652,1546249.41044786,1246654.1380139398,1067728.0272984798,1464582.4895217556,1318631.459475721,1468124.6257411372,1542084.327323838,1425227.1641362368,1556609.6606696777,1157472.3251976029,1233123.5996928886
2024-10-22,1644245.4201451656,1426170.8141191455,1550141.3618909179,1541981.3009578038,1256144.429636545,1073938.5237486039,1463218.3976177692,1318233.80601403,1462564.9516571227,1535643.363212271,1424705.6423340044,1552450.2975568653,1163615.8496108952,1245442.4504098888
2024-10-23,1624504.7081227046,1410741.7901286408,1532435.8105416088,1524720.0756472328,1244989.440205012,1063676.9048788291,1446944.2121484305,1306994.161003159,1452928.1606224591,1517297.5124805905,1409300.2741827038,1535120.580901155,1152731.1698241662,1238061.377579033
2024-10-24,1619449.8153873899,1404483.7465433746,1527597.8629071275,1518987.229734053,1232292.0052543182,1062539.349189779,1440135.8264989424,1299027.1985122182,1444032.7047104076,1513444.5289894664,1403040.0990351157,1528733.9055959955,1149882.94057419,1229213.1149887084
2024-10-25,1632141.8462081403,1415324.2608641472,1539072.8021722226,1530697.9231007653,1247578.4963657807,1067845.2759460215,1451655.885905012,1307760.9156422212,1455893.27488919,1521891.9989437356,1413861.720366784,1541828.7750965324,1155339.1444461534,1239200.6217887898
2024-10-28,1616744.2977869974,1408833.1253456282,1529442.1201029439,1519804.989666947,1247462.3174226126,1063668.1381134167,1441731.2942068062,1299338.101163697,1453298.828183765,1507902.014202356,1407431.807534343,1532123.8693135383,1156664.1067029056,1242688.4431925272
2024-10-29,1598462.6214527097,1392772.3859026537,1510374.8250695723,1502606.3573599558,1229399.1612531538,1052156.3368338028,1425381.5127324867,1284132.3141298252,1419570.116118372,1492916.2680498513,1391376.0193468328,1514663.1965012858,1144577.014673489,1229729.739115077
2024-10-30,1585219.6481434281,1385166.812262315,1499494.0926230738,1493717.223351957,1226390.4861004096,1050189.238102421,1416856.2303618174,1278186.2188734976,1421794.0083743497,1480539.694800448,1383820.0367220435,1505002.6048258103,1142327.2860416565,1227092.6769279346
2024-11-01,1579754.2663294629,1376804.5762638738,1491957.663170484,1485471.0541189904,1214990.0551595194,1037939.0145893991,1408377.2120411568,1275926.2125832434,1412157.217339686,1470722.009146992,1375446.1483026815,1498730.844099881,1129117.5280912886,1211456.898646699
2024-11-04,1599757.250629325,1391760.720110318,1508994.1521276862,1503007.9153175617,1226158.3000025265,1045016.5468379699,1425982.5709270444,1286305.5696098676,1430318.796725095,1488175.6046408198,1390394.845401093,1516750.5218037355,1138723.1287563974,1225067.4321184717
2024-11-05,1612022.8868454401,1399753.9785956044,1518011.09586648,1512088.5112835276,1228536.6072999407,1055241.930101972,1435199.2629870619,1294225.382543177,1435507.8032478034,1496927.4628725073,1398358.161374746,1527957.3728466774,1142267.41307445,1229191.459661063
2024-11-06,1625180.2554428915,1406082.9362917873,1525805.5192164206,1521885.4368090853,1230318.7068806563,1056875.085232897,1442885.887625151,1300419.6967003513,1446997.8189771385,1507795.716133438,1404642.7084440887,1538554.4841851122,1137800.365241639,1225860.7862968063
2024-11-07,1632651.85001877,1416513.6661731617,1537903.2109050057,1531057.1667709777,1241594.5805916784,1061411.5620983455,1452375.9803794348,1311142.3375131616,1463676.841229182,1517724.669090965,1415082.2860153003,1548296.0605971212,1149819.7466880349,1236744.8755420598
2024-11-08,1658669.2259705034,1427250.0842424098,1554575.7650040812,1548819.7990901754,1236527.1060415823,1065101.7586053025,1468844.6913566822,1319267.814410152,1475166.8569585173,1538911.4999152557,1425747.7432236257,1568024.1562279298,1147540.2619262517,1236301.1469839152
2024-11-11,1654996.323010857,1423736.1881858746,1550293.2053943696,1544443.3939435268,1237857.6908419395,1061155.8890259927,1465544.8672333113,1317909.5570840568,1475908.1920811292,1536339.4596328023,1422241.9549140907,1565214.4220408497,1143749.8553639336,1235451.6940358323
2024-11-12,1608192.3196497664,1389589.7166674742,1507648.553708761,1506484.7392777188,1213211.2418272458,1035660.2303384426,1428429.534828322,1287222.9621627536,1438102.363065087,1495913.7806900777,1388167.7144793484,1521203.2023250577,1124653.358720341,1213175.0151242886
2024-11-13,1593837.176893073,1383155.1789033243,1493877.4438610037,1497087.089810592,1216689.5862650978,1047156.7513631901,1419743.4465472575,1280415.4849649249,1428836.2395917296,1487431.8860976466,1381797.61770784,1513611.758234401,1123174.8116712675,1212165.1813000888
2024-11-14,1590812.4876607247,1374110.729782823,1485218.2618331306,1490478.5918998048,1199262.8220161085,1043556.4378675071,1412385.254049203,1272302.3697849007,1415863.666729029,1481822.8745673671,1372712.9879945044,1505835.3626126875,1110262.5353648255,1199677.250109911
2024-11-15,1595643.5480613606,1375161.3436716367,1488138.318285407,1493594.6133865074,1200568.2159325958,1030588.8916867767,1411840.3239821363,1273836.4260416524,1425871.1253249987,1482490.0380422946,1373716.077752707,1503189.559922682,1110509.8273005683,1196967.8812621522
