agent,eff_n,max_w,avg_dev_to_cap,turnover
A2C,1.9137929407384608,0.7177824128080064,0.10074361230145207,0.0014837249798344923
PPO,5.462711013801943,0.4160184940570718,1.0390214466242361e-05,0.0007487636142048301
DDPG,2.7870385665150934,0.5890218550258777,0.036239878943316636,0.001109013431383265
TD3,3.374927661558153,0.5336608012979336,0.018310159810616955,0.0008394338165806398
SAC,20.141301263887495,0.1109289372147736,0.18859679272317512,0.0022569301696530857
CAP (ref),5.534079228052401,0.4130173965206959,0.0,0.0
