date,a2c,ppo,ddpg,td3,sac,mvo,cap_bh,twii,0050,a2c_D,ppo_D,ddpg_D,td3_D,sac_D
2024-01-19,988657.3966089481,1000991.3739618424,1017279.1040557217,1018640.9929770179,1014582.5826895862,980223.0005127944,1001772.7861185926,990352.7191674985,985174.202442628,980734.8051049137,1000924.4297860428,978332.18373219,961117.9556620911,1010447.431063462
2024-01-22,996944.7808335588,1005626.7277509281,1022559.8671584221,1021701.9690907507,1019191.1391215199,997687.4222164602,1006712.3314332613,997834.621012184,991845.8792105607,984728.6316937394,1005542.244223586,988874.331659198,969608.6292454146,1014127.468675368
2024-01-23,999629.3251113273,1008623.0597996886,1024827.7184595364,1024988.594038118,1022038.4920672898,1000152.8201836419,1009610.8414778084,1001166.7054109861,993699.1039052322,987775.8565677664,1008544.7138345458,989583.0922983591,969400.4024249075,1018068.5465414237
2024-01-24,1002654.0433119135,1009322.940047934,1025486.4872418497,1026225.8019921939,1022874.0571723683,991551.1968427422,1009982.2966603335,1001236.171696591,993328.4363439261,988723.8709186928,1009253.0784475174,993762.2841742376,973877.758666294,1016846.5005300208
2024-01-25,1007611.7515495617,1020867.7401035504,1040444.888282531,1042143.5347462569,1037685.6935488565,991517.8350843412,1021867.4596591768,1008337.7046041926,1005559.6740840145,993464.8237047584,1020799.3587896758,995373.832145046,975027.3353884406,1031577.8030990864
2024-01-26,1006667.226470723,1021159.6838450248,1040665.7229131977,1043926.3098339464,1037938.1125023937,987053.8584836569,1022020.4894313975,1007912.5928154357,1005559.6740840145,994986.4496862652,1021115.3815081924,990959.2167039204,970771.187810094,1033121.5369795734
2024-01-29,1014521.0196269365,1027621.8220569771,1047245.7635180699,1050274.9898520743,1044619.4491027725,997559.6616322859,1028584.4510244844,1014891.6025106318,1011860.6832906412,1000051.5146023504,1027578.4055248236,995637.0404249348,976469.3487309936,1040115.6949639084
2024-01-30,1010995.4377456267,1020854.9270553489,1041257.3465814119,1043289.5731254461,1039064.0718773436,994904.0663773817,1022004.8926595333,1010130.7005428764,1009266.1234733575,993003.2377307124,1020806.9395255086,995708.3736702704,973556.3106322148,1031127.184917877
2024-01-31,1003922.247143368,1010838.4025638184,1027243.1138045626,1028541.8145697316,1026616.6830824324,995008.4168024145,1011351.9214780626,1002005.223645886,995922.9961612098,990041.6324046224,1010823.0831891492,991514.1731403682,970837.7969668286,1017758.1198562416
2024-02-01,1008920.8197244124,1013721.6424514592,1028421.6692477879,1028040.2393865993,1026936.2977598881,1003669.1226139043,1013863.6715528291,1006404.791532771,995922.9961612098,995939.5326333032,1013721.1677286556,991835.6474170652,972191.5251552068,1022890.2402099348
2024-02-02,1014815.4301686867,1019577.4571730867,1038007.5631237589,1035388.8089620036,1033728.4748944944,1016661.55045841,1020245.7659251847,1011547.7033734907,1001482.6702452241,1000370.638000102,1019550.9840732572,995400.0972328086,976690.0208918168,1030899.8980555783
2024-02-05,1015485.7270330349,1024487.9915231488,1046918.3087760996,1045441.6226217522,1040843.7731261489,1010825.565248523,1025634.8071681279,1013571.9618755896,1007783.5663399921,1000762.731125774,1024405.3740943612,995297.8355214084,971998.028467361,1038332.7922164608
2024-02-15,1040077.7686748364,1062287.9041700151,1098519.9658455723,1099842.5484196546,1089982.3469065477,1014806.08445941,1065556.875983495,1044293.7822204597,1055226.1863906977,1016354.7543610538,1062041.560154099,1005779.5191334388,978886.3940770164,1085382.4636357955
2024-02-16,1030992.2515480581,1054850.5141148265,1084794.3024487759,1087667.1102931942,1077319.2024548682,1014835.3341841174,1056473.1588799811,1042203.4487002421,1047442.6200507059,1016258.0356876015,1054635.370766909,1003820.803639174,979795.7613653436,1076048.126481669
2024-02-19,1031056.0566355287,1055607.0879253831,1081853.1360603278,1084861.7680186818,1074551.4481747067,1018783.5150219097,1056415.9763100403,1043802.5954135841,1045960.0629173404,1024185.9662882386,1055407.840857106,1005537.50968651,984928.5912900504,1075226.2567303004
2024-02-20,1037590.6879934378,1065037.8481319668,1092023.383030914,1097575.1413058694,1084484.2503854393,1023456.9408084576,1066087.019455624,1050375.965759138,1050037.0667561304,1036023.1452887608,1064816.256929856,1011533.0496621795,992082.9682834152,1083793.0031639256
2024-02-21,1029776.978572309,1058217.3705045602,1083231.0990558863,1089154.3194319627,1077698.704702465,1018122.2874574395,1058905.2237844751,1046071.572153318,1046701.2849280937,1032971.0993799516,1058010.2863811932,1004888.8462536389,985735.3594552712,1076012.1080317583
2024-02-22,1039919.9622676609,1069117.0265404526,1096555.52584833,1105637.34132733,1090958.1833894062,1016350.8671213116,1070278.8587531932,1055955.6947312283,1058561.9682187347,1039690.8223912964,1068884.8037286403,1015505.0009871876,994886.5998325164,1085172.6966244688
2024-02-23,1043071.5481417958,1073505.2424373406,1103502.5014444536,1114862.4050671917,1097910.1311928052,1012385.9842709085,1075114.4095946762,1057995.0498434275,1065604.1994361146,1043897.4681752906,1073250.9847716838,1022992.7863603126,1001720.9874961046,1087349.4057442893
2024-02-26,1045527.6879756596,1075760.6318590937,1105277.7246173518,1117652.1672699305,1101074.1958566788,1013349.9733451395,1077499.20468315,1061291.9088186629,1067086.75656948,1046251.6238311126,1075509.7788139377,1024572.7516961604,1002822.4940420496,1088822.721984161
2024-02-27,1038282.6682024286,1071440.4448067113,1102076.7663197892,1115158.5251577955,1097173.8007221315,998880.4160382999,1073261.321548478,1056047.0401619058,1062639.0851693838,1044514.0904983758,1071185.068041362,1019088.9293073488,996391.6913142884,1084371.996957837
2024-02-29,1050521.661782678,1074593.515819215,1103538.7666583383,1112076.7820118775,1097848.1817294536,1025311.6925007348,1075630.9373422987,1062340.3574505325,1062268.4176080779,1052385.434694803,1074366.630632238,1030929.9643187316,1008424.8722502491,1084127.0271898387
2024-03-01,1043700.5824932401,1070302.1289253507,1100677.0678265353,1107273.9278920172,1093948.7653948762,1031744.8369397393,1071616.1329827846,1060612.998947066,1058561.9682187347,1048557.5262506692,1070062.3786395998,1026169.7671431752,1001094.075188108,1080923.030181093
2024-03-04,1057252.2341882559,1097678.3023863859,1135479.0486912758,1148650.0386738318,1126892.0437603958,1029023.2282854583,1100786.3850573967,1081302.2467147096,1089325.4529055383,1059094.1278330158,1097380.932411498,1035269.9507992108,1007555.272183788,1114734.4461041172
2024-03-05,1059619.2909833097,1101400.3079668982,1140979.6480605726,1154307.9524051794,1132151.4224414683,1035331.7505113527,1105270.1215335068,1085873.2377032368,1098220.9088175895,1060436.8547899718,1101088.5085757584,1037573.0795287306,1008189.2988484036,1118813.89868955
2024-03-06,1063515.6766701213,1108451.8544003386,1149111.5403665712,1163666.2277092955,1139814.2685191752,1040192.702007039,1112624.6437971033,1092176.0724199703,1103410.0284521568,1068780.5829222936,1108118.4743929168,1045759.0923557418,1017370.0696294588,1124493.6064103115
2024-03-07,1072067.5044257327,1127328.0724630377,1172209.5365529398,1193222.3014538293,1163980.6412305369,1031160.6587637432,1133329.148093198,1103046.0692748432,1128984.506616252,1078436.9811832611,1126921.477809349,1051918.6339662476,1020111.9176407548,1145861.639827353
2024-03-08,1076953.1695397294,1142202.8577378346,1194516.594459537,1215591.2253042494,1183654.729566127,1021633.5153630432,1149909.3640381375,1108187.8871583093,1144922.1937456832,1084253.6179116764,1141740.7463207557,1062970.6912269455,1025424.283709424,1165785.0016971694
2024-03-11,1080863.8908475512,1135534.8547251574,1182287.5390392777,1202815.3508749176,1172681.0522542566,1027629.3785701985,1141046.5298055406,1104869.8054123535,1133432.1780163483,1083320.748434291,1135099.126457667,1067766.012926761,1027785.3447987702,1156057.745778243
2024-03-12,1087795.8472065278,1145561.1443940396,1188240.6305186579,1215673.6604728925,1179896.7771557143,1029651.4149928066,1150800.4432983638,1115426.1647226133,1145292.8613069896,1088930.679341326,1145170.1257431789,1075459.5368735252,1033586.4827925544,1167143.286253661
2024-03-13,1085751.4068807787,1150779.3206432397,1195259.0564716542,1224165.367405079,1186365.0794754545,1020811.6464907154,1156747.2101565693,1116208.015971776,1150852.535391004,1090824.5220487192,1150355.485281422,1076356.152822853,1030938.4048461966,1173763.8158079954
2024-03-14,1087102.0540343323,1153074.0551663334,1197857.7277083073,1224941.5027816738,1188739.3769234251,1019902.1155603214,1158417.6439503788,1116735.0845765702,1149740.6458189446,1092129.4902632672,1152652.84207031,1070511.010442346,1024533.5799614806,1180881.454491045
2024-03-15,1078669.122571966,1134831.6983525732,1171010.319293347,1201007.1915796844,1161854.114251025,1012180.4415299561,1138009.422145629,1102428.8585923505,1134173.5131389603,1081480.2573601755,1134522.706274227,1066224.6845252863,1020502.3849824668,1156551.0689021251
2024-03-18,1083828.9750827677,1146424.9943128892,1183437.9522492394,1220137.7144246541,1175551.466352647,1007147.5803765729,1151004.5918667624,1113482.530870106,1144551.5261843773,1090341.0798494562,1146075.9886911868,1069175.1863016,1022689.6004430768,1170854.628365948
2024-03-19,1082199.70631834,1146101.0308676146,1180123.9048675094,1219305.6922734797,1173836.2386440306,1000107.2890692102,1150522.0727367434,1112213.8686430827,1141957.0794789523,1088088.0879041993,1145727.6847533777,1074900.539074756,1023613.0685033732,1170908.137462251
2024-03-20,1071946.3808200762,1140990.5303969213,1173081.4718197652,1211553.7288303664,1166246.4086450264,998928.5029668035,1145283.282032854,1108139.096664798,1135656.070272326,1083444.0132221223,1140628.520880323,1066844.850589109,1016491.3955888596,1166953.3846086604
2024-03-21,1091288.627260233,1168484.2187750656,1202121.3541836448,1248281.7461060805,1193712.0122812162,1013412.5804801877,1173853.7633165487,1131363.3715762557,1166790.2225204355,1102452.3792909577,1168105.3541438694,1084643.2621208916,1036778.5124511896,1199077.435799939
2024-03-22,1089557.1612649509,1169840.623053493,1201075.9040985503,1252379.9025588662,1192599.2341951462,1016849.2950467034,1175578.3910897356,1133006.714162644,1165307.66538707,1104258.3603301155,1169456.8068862609,1085233.2768926616,1039232.4068744348,1202968.568252243
2024-03-25,1087125.6101150813,1165319.2300468753,1196040.8389501479,1246040.983624104,1187657.8665640103,1017476.564989011,1170505.8972017057,1130980.2677460378,1167531.5576430473,1101458.6271503964,1164944.7603171598,1080766.482800717,1035054.6156286286,1198154.9979059375
2024-03-26,1090917.636322213,1166226.1924843292,1200404.4237532609,1245924.9406159867,1191048.2176034427,1011361.1357652752,1170851.0809103146,1127297.0230688236,1168272.8927656596,1102069.6549808688,1165864.0751231837,1083133.5671584709,1035237.3049147294,1197669.670984991
2024-03-27,1094515.0056981966,1168622.7420945652,1200220.6309151603,1248608.5750697905,1191982.2912168906,1014414.6697944561,1173441.691052759,1131421.0231235216,1168643.4472151068,1108709.013523779,1168269.3588324864,1090104.9185795567,1039984.094447377,1197883.878924821
2024-03-28,1098601.9804191983,1164445.005584163,1192825.9630349108,1244576.4839958642,1184925.5449114172,1013322.0620342514,1169368.318230048,1128420.626564017,1163083.7731310923,1103056.611736178,1164076.68131939,1093031.968328923,1043291.4285756832,1190807.6560661187
2024-03-29,1117033.3739130502,1176510.5587542437,1208553.3653651518,1259300.348737306,1201285.546135421,1025794.1840884248,1181529.705824183,1136704.5084713313,1169755.449899025,1114445.516707515,1176113.1446090883,1104906.7575735876,1055423.4822587671,1201043.0221506446
2024-04-01,1111573.9349353572,1167956.0170891278,1199282.3102089001,1244995.650282243,1191100.3441615843,1030459.6170975628,1171407.3314554873,1132665.0713123386,1166790.2225204355,1107628.0483946663,1167636.6249517128,1093273.28258906,1048777.576236427,1194833.2692282046
2024-04-02,1123322.3435722499,1185359.9693436595,1219337.2155887007,1272765.8307152682,1209796.0349789031,1026617.8009382351,1190951.2745850112,1146345.1161645858,1183469.244772479,1113967.2553710334,1185027.4820827604,1101252.731395084,1055398.6776834794,1215803.4783622476
2024-04-03,1115027.3930241223,1175491.985224798,1207801.0316060532,1259697.7929062925,1198909.2145966755,1036136.1373883098,1180905.115928011,1139121.3882317548,1175315.1239830395,1106694.4848832989,1175188.198464679,1091562.2334278112,1047410.3818515912,1204702.2812744533
2024-04-08,1119410.8387030938,1180314.5976176274,1212776.22791095,1262504.4397761011,1203954.2880536178,1041332.4649740688,1185378.6611800466,1143607.8163245772,1181986.6876391135,1112045.566163483,1180002.7680285808,1097655.4060487177,1052349.4676393853,1211147.2804883225
2024-04-09,1134088.9020984462,1206753.6138837005,1246949.7735606248,1302286.194975877,1235560.1153857803,1045178.7984386927,1213700.9322724224,1164807.832733936,1210155.725620492,1124058.07405108,1206384.5430345535,1103498.68692189,1058085.274408583,1244134.774090629
2024-04-10,1133492.2473648621,1204064.1824910613,1244720.5728604945,1298045.8207618298,1233453.2509874084,1040795.4351851104,1210103.1409264,1162977.9704358052,1208302.5009258206,1122702.9962813477,1203690.9430981225,1103805.4943793763,1063005.9852991663,1238369.056483233
2024-04-11,1133902.533201672,1204302.52872071,1247939.4027449144,1300207.675074067,1236387.7181971166,1036530.346950624,1210837.0681171166,1162400.5797973445,1204596.0515364776,1122537.3084086697,1203890.7696676604,1102569.2468373158,1059873.1014463012,1239074.5758577324
2024-04-12,1127060.5093365037,1199625.6734820048,1242088.6651760638,1294776.2497847695,1232010.8448707704,1036028.6169913065,1206419.6976128223,1161467.981238633,1201630.9372697468,1120218.7532186797,1199211.1204487572,1092992.8160323736,1052548.9816533348,1234877.8133865502
2024-04-15,1111432.007271516,1182918.7161100686,1224712.595552358,1271472.6300465476,1215465.0212397024,1028728.8545477677,1188674.3336678168,1145404.0941350216,1186063.8045897624,1109474.5115234551,1182520.6653833587,1074789.7182059006,1032979.132689544,1219167.4463237182
2024-04-16,1078118.1571349923,1150801.1746033067,1193104.9357952478,1236446.0093049335,1183598.0734037906,1001125.1588442624,1156621.9747264108,1114720.99987693,1153817.649657735,1081656.8282722093,1150403.404102886,1041833.4779442312,1000221.0647908133,1188572.3869789436
2024-04-17,1084487.1258980697,1165282.5494494278,1208680.3702160981,1257774.6262656292,1197979.7063102222,1008743.277216553,1172950.365975137,1132160.9758098703,1166790.2225204355,1092220.274294498,1164866.038885774,1046421.0878821678,1004838.6271254432,1206073.9100406305
2024-04-18,1087447.9453474113,1168531.405943185,1210805.9497343104,1259253.5181260023,1199628.674249969,1018961.692749375,1175856.7592438883,1137082.5800981827,1178280.2382497704,1098625.2123071542,1168139.4412209445,1052161.298093702,1009484.667879811,1210866.783750963
2024-04-19,1051570.3215042814,1119156.0894397774,1151357.8197234452,1191672.4206286797,1143755.203109353,992056.5575764109,1122437.771514246,1093725.8816611741,1118606.3804589764,1066013.9728877523,1118841.4378098669,1027123.7366177198,983140.7385826348,1153754.648525861
2024-04-22,1054555.8798093612,1117819.6083291168,1147241.0083510033,1181827.1486625723,1139507.34551524,992640.7051042478,1119084.7321981955,1087234.3393181912,1115270.5986309391,1071064.5791562295,1117548.4474943343,1028014.4739317808,983177.1741412048,1153209.1457521834
2024-04-23,1063714.2667592946,1127477.297928805,1159318.1129366483,1196195.7895805396,1150771.626017951,993575.9491463784,1129554.038874767,1097767.6161303998,1126019.2792376622,1074097.6777507295,1127195.0673344545,1031488.0514533096,987053.2363955618,1164049.6841474094
2024-04-24,1091202.3193134076,1159802.9811706673,1194505.611920541,1241654.5302323725,1184923.7973522537,1012922.6362576538,1164273.6055566885,1127591.0787785968,1159006.769292302,1090106.6739118076,1159501.0223543255,1053112.929072996,1007714.5540181078,1199309.5990008074
2024-04-25,1072882.6226900222,1140365.8010527506,1171992.1339782916,1216793.8586982782,1164082.6573131545,999853.7220683838,1143753.473781642,1112226.2303600488,1137879.9625283033,1076488.5711298308,1140076.0751352494,1041276.9516396918,995736.7181947652,1177843.6356902008
2024-04-26,1082161.4160472103,1155769.1306028927,1189171.9970492194,1237809.371248934,1179668.6846021821,1012018.3792877521,1160376.329910161,1126962.053357765,1156412.2094750185,1086096.5370076697,1155455.1826096463,1052202.3513348997,1005167.5361144508,1196150.2692569746
2024-04-29,1105566.1306611656,1178798.8724207387,1211987.5580124636,1260653.2107957192,1202369.0826929624,1030143.4402347497,1183133.635577598,1147966.579605902,1177168.348677711,1110206.2463419244,1178459.1938600992,1070539.2840982,1024787.3228939022,1217951.3464801908
2024-04-30,1098000.8985265072,1171489.5069888001,1204025.5268463087,1251092.2977766988,1194570.3606129193,1027536.1256994177,1175572.019141118,1142426.014303491,1173091.231727062,1104359.6997636023,1171123.349029772,1062960.984372745,1017810.0488988912,1211152.0544651456
2024-05-02,1094165.0880480234,1157280.613621486,1186961.6424555932,1230886.6670393408,1179459.2473208525,1016743.2493888652,1159787.8862716374,1132671.1974729586,1157524.0990470778,1096099.0962331172,1156965.61877661,1060251.665111456,1017125.4380317014,1191652.1205716515
2024-05-03,1096404.4722359467,1167197.4871085468,1197689.2073659836,1245247.10888703,1189462.1073988406,1013157.5991065202,1169860.6520474758,1138713.6703633305,1163454.4406923982,1107237.0987058596,1166864.8274739226,1070637.2557006571,1028367.3724407224,1201472.7320617046
2024-05-06,1109078.96921548,1181512.1131602114,1208053.2288607748,1258665.619960133,1200976.3724507655,1024768.385659362,1184902.5210505982,1149523.1713820782,1180133.462944442,1118182.111687492,1181192.4369373196,1079975.949792426,1038510.6029213008,1216118.6990340457
2024-05-07,1114904.9327988182,1192260.9485817011,1221618.9053305585,1275956.5722024615,1214079.724961757,1023563.7811374728,1197009.6002208556,1156816.8031834157,1186805.1397123747,1124060.70598751,1191897.5103660852,1084141.7704240254,1040751.8872971284,1229027.6805228076
2024-05-08,1120001.1382429686,1195490.2632744529,1228065.6773598862,1281251.1070686588,1220193.0235450899,1014466.2667626179,1200552.6789746752,1159448.207961274,1191252.811112471,1121072.5793705697,1195118.5957949546,1093799.2998050798,1045123.8554946424,1230138.5834325713
2024-05-09,1115557.994939311,1189431.9120263713,1220575.1781507262,1274836.4245548006,1213160.8229442418,1014807.0572143495,1194654.106231265,1151621.2719987966,1189770.2539791055,1114131.7839201728,1189053.5476808026,1092538.5481348464,1040750.5469311768,1223847.8250525906
2024-05-10,1134736.3651883835,1200316.6663809894,1230990.3155650753,1283745.1121772062,1225717.7778726218,1021754.444173101,1205017.4544312172,1159914.780729943,1198295.0423298508,1121840.5294019966,1199925.43784572,1106582.8932005253,1045478.592753822,1233267.586963647
2024-05-13,1141629.943633188,1211525.3358855662,1247435.6979444898,1301825.716559199,1239958.6650067177,1025885.0462874562,1217508.1510282657,1168253.1417084879,1210526.3931817983,1128164.4469311272,1211099.2242614306,1111282.5065455206,1049198.6413684816,1247014.8079817663
2024-05-14,1150804.944841992,1218935.1835997712,1254245.9843237747,1313684.8501455775,1247825.010760497,1032219.9269860128,1225759.9952275795,1175430.2670623146,1218680.5139712375,1127791.105625588,1218488.5619018448,1116855.636942638,1058621.013594347,1253252.970848309
2024-05-15,1160204.4259268264,1230241.9189285992,1270127.8289727333,1328605.2723068495,1262359.824917818,1038913.137653084,1237914.2296082422,1184468.2137045495,1235359.536223281,1134715.3863374137,1229757.053544346,1123782.362314149,1058316.5985753236,1267841.8185410034
2024-05-16,1163408.474153235,1237155.4045211114,1274492.0371882024,1333947.37696402,1268920.1771021537,1050585.8627855512,1244421.0545051587,1193264.614585185,1241289.8778686016,1144290.6209939749,1236684.3887480204,1130229.929843049,1068846.7610733325,1273531.7625263345
2024-05-17,1160540.8938997765,1233384.3851550068,1269532.4329407725,1327373.0384455314,1264216.3563312942,1048063.0156816,1240060.4442346627,1190699.9411997977,1239807.320735236,1141897.4748679472,1232882.4723151308,1132005.561332189,1068403.6778863429,1268137.1662020637
2024-05-20,1163898.0764431127,1234844.7075653267,1272338.7255222334,1327723.0030516104,1266037.8630589242,1049618.5289572738,1240881.5991166283,1191437.049597287,1239436.65317393,1146152.42965403,1234348.599861867,1135597.899114658,1073902.9969427437,1268108.2726466905
2024-05-21,1154983.748756278,1232316.488477558,1272735.3087419786,1329360.6057601934,1265246.1066898876,1041925.3972776536,1239401.1670843193,1189483.3513380466,1237954.0960405646,1141741.083032732,1231794.2616660504,1128777.63512336,1065886.214157699,1269407.072412014
2024-05-22,1166332.1696212897,1253114.59399426,1297156.3702445005,1357725.548143132,1287611.6570443667,1050026.0497168927,1261972.3623246043,1207131.1791491748,1260192.7923766228,1154219.9950172107,1252529.1893206208,1140335.1336456162,1076754.3502919856,1294644.261286075
2024-05-23,1162374.210528585,1261490.339967708,1307053.966533699,1370399.0547902323,1296723.8754328021,1056250.8457557252,1272178.2871345843,1210245.3472630556,1269829.5834112864,1158939.1495954625,1260847.0523643722,1141947.9254379403,1077713.80893694,1304914.1390638242
2024-05-24,1157644.3771214352,1254128.8769716774,1297268.3540358113,1361395.410067863,1288055.6773522724,1052911.8300167774,1264913.8032724182,1207887.869381504,1264640.5768885778,1150489.0650939634,1253508.9618350435,1139399.961026471,1071658.1250652603,1295957.5180888372
2024-05-27,1175298.7029374181,1268515.5798438177,1308541.6912072492,1379708.6189125043,1299781.5044390727,1053819.2122062522,1279580.5940072513,1221242.4619507992,1282060.8211513746,1159116.7404593604,1267892.8941607643,1163441.735354777,1096227.4758321582,1306321.825569103
2024-05-28,1177749.4512313968,1267214.4944188069,1307334.6404087367,1379264.9063537773,1298315.767965087,1047525.8130394733,1277617.5990839803,1224302.9167635276,1283914.0458460462,1162362.6298088513,1266650.0371665838,1167387.0640584335,1097589.6469763906,1303884.917157482
2024-05-29,1160846.6263618981,1252614.2253620073,1291826.7928359709,1363231.0408855155,1284514.0510404585,1042002.5688833033,1262628.6377275279,1213329.8691353635,1266493.8015832491,1148515.9602122346,1252052.850862958,1149916.0908406612,1085427.86139229,1289309.2528207784
2024-05-30,1149132.042814218,1234446.6262326501,1271324.6888261386,1338143.2924268497,1266285.9946780307,1039461.9976339941,1242977.265686807,1196637.6129852724,1244625.6596966386,1139327.7799793656,1233897.4780652118,1141454.354031638,1076279.5710422867,1268433.5285937916
2024-05-31,1138531.4450499865,1220313.9003813106,1253010.875871411,1313940.8091774217,1250125.7089695446,1030563.1983082907,1226034.1391804707,1185981.047190581,1230541.1972618788,1132499.1349897948,1219760.0234407163,1135237.8681219092,1066601.2820142794,1252791.8109861908
2024-06-03,1153410.1186191617,1244457.2858043276,1280947.5081821366,1347945.709017151,1275843.9085524592,1048175.8546014982,1252601.315736609,1206287.0817322813,1256857.0105485856,1147662.8456453595,1243855.0623269891,1149622.7386083656,1080715.5833436172,1279643.990591372
2024-06-04,1140217.9361604664,1232072.340288466,1268469.5053367727,1332424.1765921195,1263846.3147482472,1040807.1688179267,1239613.123573322,1196197.2951906906,1236842.206468505,1139309.157961237,1231459.107303144,1137235.1793663905,1067868.1617634343,1268496.555618864
2024-06-05,1143459.213047243,1242283.6939072658,1280015.1205895985,1348928.5334886953,1274728.1518748014,1041452.9201959921,1251685.7007927916,1203381.3124752152,1248702.7766472877,1146119.0993204566,1241664.9514891584,1139361.611613253,1067701.057148471,1283270.8632544386
2024-06-06,1162570.8153368526,1273964.5633203315,1319903.1145485262,1395641.0115153245,1314126.8380707442,1050306.27343171,1287456.8218937446,1226783.574231837,1291326.9446247322,1162040.852495453,1273288.0417614346,1155993.571228209,1078587.11678783,1320388.6447400367
2024-06-07,1158537.9808800553,1266106.6652476732,1308280.5263483252,1381111.9799003452,1303338.5393759229,1054547.9763510355,1277303.7164644655,1224301.275827647,1281319.5991406215,1160436.9781692282,1265460.690891622,1155712.62747562,1078994.707311577,1309772.627917445
2024-06-11,1153318.4997034224,1264969.7975242275,1309368.1863541934,1384521.1339556153,1303522.688964093,1046520.3445945237,1277630.886902112,1220589.9164490148,1284655.3809686583,1155374.2664582157,1264316.594386445,1149710.0335537074,1072788.141237659,1312454.480924759
2024-06-12,1160717.6229519062,1284270.5751186898,1332450.4461215218,1414980.834226082,1324712.2844817175,1052591.9173655047,1300093.2628760373,1234975.782521298,1307635.2993154696,1165154.8318398828,1283585.608206804,1150661.9018829945,1078093.4754007368,1336413.5877400257
2024-06-13,1179128.6611413087,1303293.5916872078,1354168.2493464572,1441592.8631417179,1344328.6945715402,1065749.011820541,1320745.8606764933,1249710.9491446621,1326538.2138234908,1179607.5758895336,1302580.8397926807,1172492.2380694037,1100029.2400687973,1353683.5508539604
2024-06-14,1190053.1175758117,1312769.927396698,1361369.5747629313,1450218.3242082591,1352746.9093356756,1080096.5926398784,1330316.0757352659,1260503.1656388026,1334321.7801634828,1189490.3475579706,1312052.7728602022,1180523.0144485957,1108021.2822909425,1361605.9505739126
2024-06-17,1185492.8439981712,1311265.8351845222,1358334.2534043058,1448341.434238762,1349438.038797488,1073801.4147802144,1328684.8791022582,1260044.3599666343,1334321.7801634828,1189930.719751231,1310549.7367514507,1176074.744358407,1106863.882636147,1359739.34659568
2024-06-18,1199813.30344784,1330077.7973040217,1381753.7827037023,1474750.3172327515,1372884.5978516757,1080049.8713069498,1349258.5718035745,1274657.5503562198,1356560.476499541,1199757.5721208306,1329322.6321963577,1185726.3420340838,1114155.4934005735,1380745.3131017815
2024-06-19,1228320.0074972075,1364347.4242253366,1424277.308275072,1527703.248392946,1413208.220431757,1101327.8107866086,1388904.4939917242,1299980.472863023,1393254.302831665,1218703.4600266668,1363530.6622496066,1212584.849356879,1135629.1732779066,1418078.7230434269
2024-06-20,1242245.2833929176,1374555.8476706103,1431197.3742852819,1541061.5570664927,1419823.1158980276,1107528.3666472938,1399827.5728142308,1310989.9492677324,1406597.5432556714,1221288.939637159,1373771.734595321,1223886.7310169607,1149015.981434035,1428019.700510061
2024-06-21,1234499.3116493395,1364796.9440633669,1419080.4358762195,1526279.5510507454,1408267.202170057,1093543.3922798086,1387867.6394428734,1302436.625688851,1398072.754904926,1215735.8227670044,1364005.7118532597,1222118.1084515448,1148251.538723637,1416833.459494766
2024-06-24,1212038.0584773473,1337773.0877560247,1385680.585544508,1483272.1615010062,1377016.62897842,1080097.2312813695,1356401.6065220213,1277809.2412039,1363973.3752782268,1205389.7368752882,1337003.9337469856,1204907.423228017,1128423.38508217,1387206.4382945376
2024-06-25,1213830.8771722424,1340852.6032355041,1388069.071907795,1488367.5664249219,1378777.3564211575,1075476.9268348617,1360574.8831427342,1281297.1051156176,1363232.0401556147,1202383.353036481,1340083.0007416266,1205979.3744301277,1126970.8209634018,1392631.3232482085
2024-06-26,1213210.2676590863,1346410.0458059113,1397783.9744253496,1501483.0439489582,1387520.8852410682,1070126.362465473,1368840.8566559902,1287498.5299949404,1373980.8338741965,1202868.9903290125,1345594.8487450967,1203731.8344352448,1124982.4583522847,1399909.6955519756
2024-06-27,1208121.6223277817,1343692.4059799903,1394479.5400012338,1498379.2043194927,1384733.1492355126,1061184.0642485332,1366789.6620849299,1282977.9704358054,1373610.1663128906,1200617.5624665387,1342886.0789899973,1200338.7501731275,1117408.4848556253,1397964.8810427198
2024-06-28,1211892.3706185366,1350011.853226864,1400998.4117092849,1507323.2139202338,1391783.205250697,1069137.412831515,1373751.9164732916,1290050.4040804605,1382134.954663636,1205238.1983819734,1349213.9771851902,1203199.581137145,1123501.5454259326,1405006.8437665466
2024-07-01,1214764.0518341162,1354284.5891729183,1405090.9906407695,1511043.1122265048,1395871.7925354806,1065276.7418375353,1378318.4681611666,1291524.6208754394,1383246.9573475542,1212358.2890015943,1353479.52036019,1213564.3818608331,1127675.205623397,1408854.165043543
2024-07-02,1206342.718919394,1344279.0249777855,1394612.4635092833,1496621.945250987,1386671.5152598857,1068292.2905318923,1367549.8386656332,1281487.4536777476,1373980.8338741965,1209359.6922522022,1343469.4231142893,1209594.068364317,1122355.3544037656,1396147.4351187022
2024-07-03,1226873.6948100517,1363397.7821287306,1417202.702502512,1520060.89815708,1408934.1716604775,1070849.124707232,1387273.461754447,1297901.9540811442,1390659.85612624,1220275.844327308,1362578.4728821013,1223634.2255313012,1130312.3191670033,1417193.207634739
